,word,ipa
116,অবস্থান,ɔbost̪ʰɐn
117,দেশকে,d̪eʃke
118,অচল,ɔcɔl
119,দিতে,d̪it̪e
120,চাচ্ছেন।,cɐccʰen।
121,এই,e͡i̯
122,বই,bo͡i̯
123,রাজনৈতিক,ɾɐɟno͡i̯t̪ik
124,নেতাকর্মীদের,net̪ɐkɔɾmid̪eɾ
125,পথচলায়,pɔt̪ʰoclɐʲ
126,পাথেয়,pɐt̪ʰeʲo
127,স্বরূপ।,ʃɔɾup।
128,সেখানে,ʃekʰɐne
129,অবস্থার,ɔbost̪ʰɐɾ
130,অবনতি,ɔbonot̪i
131,দেখে,d̪ekʰe
132,কর্তব্যরত,kɔɾt̪obboɾɔt̪o
133,চিকিৎসক,cikit̪ʃɔk
134,উন্নত,unnɔt̪o
135,চিকিৎসার,cikit̪ʃɐɾ
136,ঢাকা,dʱɐkɐ
137,মেডিকেল,medikel
138,কলেজ,kɔleɟ
139,হাসপাতালে,hɐʃpɐt̪ɐle
140,প্রেরণ,pɾeɾon
141,করলে,koɾle
142,রাস্তায়,ɾɐst̪ɐʲ
143,নবজাতকটি,nɔboɟɐt̪kti
144,মারা,mɐɾɐ
145,যায়।,ɟɐʲ।
146,পাকিস্তানের,pɐkist̪ɐneɾ
147,অনুরাগীদের,onuɾɐgid̪eɾ
148,মুখের,mukʰeɾ
149,হাসির,hɐʃiɾ
150,রেখা,ɾekʰɐ
151,মিলিয়ে,miliʲe
152,যেতে,ɟet̪e
153,দেবে,d̪ebe
154,বগুড়া,bɔguɽɐ
155,নওগাঁগামী,nogɐ̃gɐmi
156,দ্রুতগতির,d̪ɾut̪ɔgot̪iɾ
157,বাস,bɐs
158,পেছন,pecʰon
159,ইজিবাইককে,iɟibɐ͡i̯kke
160,ধাক্কা,d̪ʱɐkkɐ
161,প্রকল্প,pɾokɔlpo
162,বাস্তবায়ন,bɐst̪obɐʲon
163,হলে,hole
164,আধুনিক,ɐd̪ʱunik
165,শিক্ষার,ʃikkʰɐɾ
166,সঙ্গে,ʃɔŋge
167,সমন্বয়,ʃɔmɔnnɔʲ
168,রেখে,ɾekʰe
169,মাদ্রাসা,mɐd̪ɾɐʃɐ
170,শিক্ষা,ʃikkʰɐ
171,ব্যবস্থার,bɛbost̪ʰɐɾ
172,আধুনিকীকরণ,ɐd̪ʱunikikɔɾon
173,হবে।,hɔbe।
174,বুধবার,bud̪ʱbɐɾ
175,সকালে,ʃɔkɐle
176,জিঞ্জিরাম,ɟinɟiɾɐm
177,আধা,ɐd̪ʱɐ
178,কিলোমিটার,kilomitɐɾ
179,দক্ষিণে,d̪okkʰine
180,লাশ,lɐʃ
181,উদ্ধা,ud̪d̪ʱɐ
182,বঙ্গবন্ধু,bɔŋgobond̪ʱu
183,শেখ,ʃekʰo
184,মুজিবুর,muɟibuɾ
185,রহমানকে,ɾɔhɔmɐnke
186,দেশের,d̪eʃeɾ
187,অনেক,ɔnek
188,বড়,bɔɽo
189,নেতা,net̪ɐ
190,অভিহিত,obʱihit̪o
191,"বলেন,","bɔlen,"
192,জিয়াউর,ɟiʲɐ͡u̯ɾ
193,রহমানও,ɾɔhɔmɐno
194,নেতা।,net̪ɐ।
195,এখন,ɛkʰon
196,কী,ki
197,হবে-,hɔbe-
198,জানতে,ɟɐnt̪e
199,চাইলে,cɐ͡i̯le
200,নাম,nɐm
201,প্রকাশে,pɾokɐʃe
202,অনিচ্ছুক,ɔniccʰuk
203,ইসি,isi
204,কর্মকর্তারা,kɔɾmokɔɾt̪ɐɾɐ
205,কমিশন,kɔmiʃon
206,বসে,boʃe
207,সিদ্ধান্ত,ʃid̪d̪ʱɐnt̪o
208,নেবে।,nebe।
209,আমার,ɐmɐɾ
210,শেষ,ʃeʃ
211,প্রতিযোগিতা,pɾot̪iɟogit̪ɐ
212,বাড়তি,bɐɽt̪i
213,চাপ,cɐp
214,নিতে,nit̪e
215,চাই,cɐ͡i̯
216,তবে,t̪ɔbe
217,পালিয়ে,pɐliʲe
218,আসা,ɐʃɐ
219,লোকজন,lokɟɔn
220,স্থানীয়রা,st̪ʰɐniʲoɾɐ
221,"বলছেন,","bolcʰen,"
222,সহিংসতা,ʃɔhiŋʃɔt̪ɐ
223,অব্যাহত,ɔbbɐhɔt̪o
224,আছে।,ɐcʰe।
225,সে,ʃe
226,সূত্র,ʃut̪ɾo
227,একমাত্র,ɛkmɐt̪ɾo
228,মেয়েকে,meʲeke
229,নিয়ে,niʲe
230,মামলায়,mɐmlɐʲ
231,জড়ান,ɟɔɽɐn
232,দম্পতি।,d̪ɔmpot̪i।
233,খালেদা,kʰɐled̪ɐ
234,জিয়ার,ɟiʲɐɾ
235,ভূমিকা,bʱumikɐ
236,জঙ্গি,ɟɔŋgi
237,কর্মকাণ্ডকে,kɔɾmokɐndoke
238,উৎসাহিত,ut̪ʃɐhit̪o
239,করছে।,koɾcʰe।
240,ব্যাপারে,bɛpɐɾe
241,বিস্তারিত,bist̪ɐɾit̪ɔ
242,কিছু,kicʰu
243,জানানো,ɟɐnɐno
244,হয়নি।,hɔʲni।
245,তদন্ত,t̪ɔd̪ont̪o
246,কমিটির,kɔmitiɾ
247,একাধিক,ɛkɐd̪ʱik
248,সদস্য,ʃɔd̪oʃʃo
249,যুগান্তরকে,ɟugɐnt̪ɔɾke
250,বিষয়টি,biʃɔʲti
251,নিশ্চিত,niʃcit̪o
252,করেছেন।,koɾecʰen।
253,এছাড়া,ecʰɐɽɐ
254,আরো,ɐɾo
255,অভিনয়,obʱinɔʲ
256,করেছেন,koɾecʰen
257,পার্থ,pɐɾt̪ʰo
258,"বড়ুয়া,","boɽuʲɐ,"
259,গাউসুল,gɐ͡u̯ʃul
260,আলম,ɐlom
261,"শাওন,","ʃɐ͡o̯n,"
262,এজাজ,eɟɐɟ
263,"বারী,","bɐɾi,"
264,হীরা,hiɾɐ
265,"চৌধুরী,","co͡u̯d̪ʱuɾi,"
266,সোহেল,ʃohel
267,প্রমুখ।,pɾomukʰo।
268,আমি,ɐmi
269,অনেকগুলো,ɔnekgulo
270,ইসলামী,islɐmi
271,দলকে,d̪ɔlke
272,ঐক্যবদ্ধ,o͡i̯kkobɔd̪d̪ʱo
273,হওয়ার,hoʷɐɾ
274,আহ্বান,ɐhobɐn
275,জানিয়েছিলাম।,ɟɐniʲecʰilɐm।
276,ডাক-চিৎকারে,dɐk-cit̪kɐɾe
277,আশপাশের,ɐʃpɐʃeɾ
278,এগিয়ে,egiʲe
279,এলে,ele
280,প্রতিপক্ষের,pɾot̪ipɔkkʰeɾ
281,হত্যার,hot̪t̪ɐɾ
282,হুমকি,humki
283,বিক্ষুব্ধ,bikkʰubd̪ʱo
284,তাকে,t̪ɐke
285,গণপিটুনি,gɔnopituni
286,পুলিশে,puliʃe
287,সোপর্দ,sopɔɾd̪o
288,চেয়ারম্যান,ceʲɐɾmɛn
289,সচিবের,ʃocibeɾ
290,পদ,pɔd̪
291,শূন্য,ʃunno
292,থাকায়,t̪ʰɐkɐʲ
293,শারীরিকভাবে,ʃɐɾiɾikbʱɐbe
294,অসুস্থ্য,ɔʃust̪ʰo
295,পরীক্ষা,poɾikkʰɐ
296,নিয়ন্ত্রক,niʲont̪ɾok
297,তোফাজ্জুর,t̪opʰɐɟɟuɾ
298,পালন,pɐlon
299,করতে,koɾt̪e
300,হচ্ছে,hoccʰe
301,গুরুত্বপূর্ণ,guɾut̪t̪opuɾno
302,তিনটি,t̪inti
303,দায়িত্ব।,d̪ɐʲit̪t̪o।
304,মাঠে,mɐtʰe
305,গোল,gol
306,করার,kɔɾɐɾ
307,মতো,mɔt̪o
308,কঠিন,kotʰin
309,কাজটাকে,kɐɟtɐke
310,রীতিমতো,ɾit̪imɔt̪o
311,অভ্যাস,ɔbbʱɐʃ
312,বানিয়ে,bɐniʲe
313,ফেলেছেন,pʰelecʰen
314,ব্রাজিলে,bɾɐɟile
315,জন্মগ্রহণকারী,ɟɔnmogɾohonkɐɾi
316,স্প্যানিশ,spɔ͡ɛ̯niʃ
317,ফরোয়ার্ড।,pʰɔɾoʷɐɾd।
318,মঙ্গলবার,moŋgolbɐɾ
319,বাদ,bɐd̪
320,জোহর,ɟohoɾ
321,আসর,ɐʃoɾ
322,জানাজা,ɟɐnɐɟɐ
323,শেষে,ʃeʃe
324,বন্দর,bond̪ɔɾ
325,বনগণ,bɔngɔn
326,কাছেমিয়া,kɐcʰemiʲɐ
327,দরবার,d̪ɔɾbɐɾ
328,শরীফে,ʃoɾipʰe
329,দাফন,d̪ɐpʰon
330,দীর্ঘদিন,d̪iɾgʱod̪in
331,যানজটের,ɟɐnɟɔteɾ
332,কবলে,kobole
333,থাকা,t̪ʰɐkɐ
334,গাজীপুরকে,gɐɟipuɾke
335,অনেকটা,ɔnektɐ
336,অভিশাপ,obʱiʃɐp
337,মুক্তি,mukt̪i
338,সক্ষম,ʃɔkkʰom
339,হন।,hɔn।
340,যা,ɟɐ
341,প্রাচীর,pɾɐciɾ
342,দ্বারা,d̪ɐɾɐ
343,বেষ্টিত,beʃtit̪o
344,শিশুটিকে,ʃiʃutike
345,উদ্ধার,ud̪d̪ʱɐɾ
346,চমেক,cɔmek
347,যান।,ɟɐn।
348,বিষয়ে,biʃɔʲe
349,তেমন,t̪ɛmon
350,কথাও,kɔt̪ʰɐ͡o̯
351,হয়নি,hɔʲni
352,কারও,kɐɾo
353,সঙ্গে।,ʃɔŋge।
354,ঘটনায়,gʱɔtonɐʲ
355,মনুর,monuɾ
356,পক্ষ,pɔkkʰo
357,অভিযোগ,obʱiɟog
358,যদি,ɟod̪i
359,তা,t̪ɐ
360,না,nɐ
361,তাহলে,t̪ɐhole
362,বদলি,bod̪oli
363,"না,","nɐ,"
364,বিরুদ্ধে,biɾud̪d̪ʱe
365,কমিটি,kɔmiti
366,গঠন,gɔtʰon
367,স্থায়ী,st̪ʰɐʲi
368,তহবিল,t̪ɔhobil
369,সরকারের,ʃɔɾkɐɾeɾ
370,এককালীন,ɛkkɐlin
371,দেয়া,d̪eʲɐ
372,"অর্থ,","ɔɾt̪ʰo,"
373,থাকবে।,t̪ʰɐkbe।
374,কারণ,kɐɾon
375,উচ্চ,ucco
376,আদালতের,ɐd̪ɐlɔt̪eɾ
377,রায়,ɾɐʲ
378,ইরানের,iɾɐneɾ
379,কেউ,ke͡u̯
380,হজে,hoɟe
381,অন্য,ɔnno
382,দেশ,d̪eʃ
383,ভিসা,bʱiʃɐ
384,প্রক্রিয়া,pɾokɾiʲɐ
385,সম্পন্ন,ʃɔmponno
386,সৌদি,so͡u̯d̪i
387,আরব,ɐɾɔbo
388,পারবেন।,pɐɾben।
389,সংগ্রহশালায়,ʃɔŋgɾohoʃɐlɐʲ
390,প্রায়,pɾɐʲ
391,হাজার,hɐɟɐɾ
392,কর্মী,kɔɾmi
393,গবেষক,gɔbeʃɔk
394,নিয়োজিত,niʲoɟit̪o
395,আছেন।,ɐcʰen।
396,সন্ধ্যা,ʃond̪ʱɐ
397,ঘনিয়ে,gʱoniʲe
398,যাওয়ার,ɟɐ͡o̯ʷɐɾ
399,পরও,pɔɾo
400,ক্লিনিকের,klinikeɾ
401,দরজা,d̪ɔɾɟɐ
402,ছিল।,cʰilo।
403,আমরা,ɐmɾɐ
404,যুদ্ধ,ɟud̪d̪ʱo
405,শান্তিপূর্ণভাবে,ʃɐnt̪ipuɾnobʱɐbe
406,সংকটের,ʃɔŋkɔteɾ
407,সমাধান,ʃɔmɐd̪ʱɐn
408,চাই।,cɐ͡i̯।
409,গৃহবধূর,gɾihobod̪ʱuɾ
410,মৃত্যুর,mɾit̪t̪uɾ
411,বাবা,bɐbɐ
412,এটিকে,etike
413,হত্যাকাণ্ড,hot̪t̪ɐkɐndo
414,দাবি,d̪ɐbi
415,করছেন।,koɾcʰen।
416,কর্মকাণ্ডে,kɔɾmokɐnde
417,সেটি,ʃeti
418,সমর্থন,ʃɔmoɾt̪ʰon
419,করেন,kɔɾen
420,তিনি।,t̪ini।
421,বেঁচে,bẽce
422,থাকার,t̪ʰɐkɐɾ
423,আশা,ɐʃɐ
424,খুবই,kʰubi
425,ক্ষীণ।,kʰino।
426,এরপর,eɾpɔɾ
427,গতকাল,gɔt̪okɐl
428,সফল,ʃɔpʰol
429,অফিযানের,opʰiɟɐneɾ
430,খবর,kʰɔboɾ
431,আসে।,ɐʃe।
432,আবারও,ɐbɐɾo
433,সবাইকে,ʃɔbɐ͡i̯ke
434,মনে,mone
435,করিয়ে,koɾiʲe
436,সেই,ʃe͡i̯
437,উইন,u͡i̯n
438,সমীকরণ,ʃomikɔɾon
439,যেখানে,ɟekʰɐne
440,পোশাকশিল্পের,poʃɐkʃilpeɾ
441,নেপথ্যের,nepot̪t̪ʰkɾ
442,নারীশ্রমিকরা,nɐɾisɾomikɔɾɐ
443,যোগ্য,ɟoggo
444,অংশীদার।,ɔŋʃid̪ɐɾ।
445,রক্ত,ɾɔkt̪o
446,প্রসূতির,pɾoʃut̪iɾ
447,শ্বাসকষ্টে,ʃɐʃkoʃte
448,মৃত্যু,mɾit̪t̪u
449,সৌজন্য,ʃo͡u̯ɟonno
450,সাক্ষাৎ,ʃɐkkʰɐt̪
451,নিয়মিত,niʲomit̪o
452,বিচার,bicɐɾ
453,কার্যক্রম,kɐɾɟokɾom
454,আনন্দ,ɐnond̪o
455,র‌্যালি,ɾɛli
456,বের,beɾ
457,চলতি,cɔlot̪i
458,মৌসুমে,mo͡u̯ʃume
459,কোচের,koceɾ
460,দায়িত্ব,d̪ɐʲit̪t̪o
461,কন্তে,kɔnt̪e
462,লুইজকে,lu͡i̯ɟɔke
463,স্ট্যামফোর্ড,stɐmpʰoɾd
464,ব্রিজে,bɾiɟe
465,ফিরিয়ে,pʰiɾiʲe
466,আনেন।,ɐnen।
467,সরকার,ʃɔɾkɐɾ
468,তথ্যপ্রযুক্তি,t̪ot̪t̪opɾoɟukt̪i
469,খাতের,kʰɐt̪eɾ
470,উদ্ভাবনীকে,ud̪bʱɐbonike
471,কাজে,kɐɟe
472,লাগিয়ে,lɐgiʲe
473,দেশে,d̪eʃe
474,আইসিটি,ɐ͡i̯siti
475,ইনোভেশন,inobʱeʃon
476,ইকোসিস্টেম,ikoʃistem
477,গড়ে,goɽe
478,তুলতে,t̪ult̪e
479,চায়।,cɐʲ।
480,আসামে,ɐʃɐme
481,কত,kɔt̪o
482,লোক,lok
483,"যাচ্ছে,","ɟɐccʰe,"
484,জলের,ɟɔleɾ
485,তোড়ে,t̪oɽe
486,ভেসে,bʱeʃe
487,যাচ্ছে,ɟɐccʰe
488,হিসাব,hiʃɐb
489,নেই।,ne͡i̯।
490,হয়,hɔʲ
491,লড়াই।,lɔɽɐ͡i̯।
492,সমস্যাই,ʃɔmoʃʃɐ͡i̯
493,লিখিত,likʰit̪o
494,বক্তব্যে,bokt̪obbe
495,মখলিছুর,mkʰlicʰuɾ
496,রহমান,ɾɔhɔmɐn
497,এলাকায়,elɐkɐʲ
498,ব্যবসা,bɛbʃɐ
499,আসছেন।,ɐʃcʰen।
500,উদার,ud̪ɐɾ
501,মন,mon
502,আসে,ɐʃe
503,সমস্যার,ʃɔmoʃʃɐɾ
504,এতে,et̪e
505,"ঢাকা,","dʱɐkɐ,"
506,"কিশোরগঞ্জ,","kiʃoɾgɔnɟ,"
507,"নরসিংদী,","nɔɾoʃiŋd̪i,"
508,"ব্রাহ্মণবাড়িয়া,","bɾɐmmonbɐɽiʲɐ,"
509,"সিলেট,","silet,"
510,"সুনামগঞ্জ,","ʃunɐmɔgɔnɟ,"
511,"হবিগঞ্জ,","hobigɔnɟ,"
512,মৌলভীবাজার,mo͡u̯lobʱibɐɟɐɾ
513,জেলা,ɟelɐ
514,কয়েক,kɔʲek
515,মুক্তিযোদ্ধা,mukt̪iɟod̪d̪ʱɐ
516,জড়ো,ɟɔɽo
517,হয়ে,hoʲe
518,তেলিয়াপাড়া,t̪eliʲɐpɐɽɐ
519,দিবসের,d̪ibɔʃeɾ
520,স্মৃতিচারণ,sɾit̪icɐɾon
521,খারাপ,kʰɐɾɐp
522,লাগছে।,lɐgcʰe।
523,কিন্তু,kint̪u
524,যৌতুকলোভী,ɟo͡u̯t̪uklobʱi
525,শিপন,ʃipɔn
526,পরিবারের,poɾibɐɾeɾ
527,বিয়ের,biʲeɾ
528,থেকেই,t̪ʰeke͡i̯
529,যৌতুকের,ɟo͡u̯t̪ukeɾ
530,অমানুষিক,ɔmɐnuʃik
531,নির্যাতন,niɾɟɐt̪on
532,চালিয়ে,cɐliʲe
533,আসছিল,ɐʃcʰilo
534,তাকে।,t̪ɐke।
535,রুল,ɾul
536,বিচারাধীন।,bicɐɾɐd̪ʱin।
537,পরনে,pɔɾone
538,ছিল,cʰilo
539,সেনার,ʃenɐɾ
540,পোশাক।,poʃɐk।
541,"পররাষ্ট্র,","pɔɾɔɾɐʃtɾo,"
542,"স্বরাষ্ট্র,","ʃɔɾɐʃtɾo,"
543,সিভিল,sibʱil
544,এভিয়েশন,ebʱiʲeʃon
545,সচিব,ʃocib
546,প্রধানমন্ত্রীর,pɾod̪ʱɐnmont̪ɾiɾ
547,নিরাপত্তা,niɾɐpɔt̪t̪ɐ
548,উপদেষ্টা,upod̪eʃtɐ
549,অংশ,ɔŋʃo
550,নেবেন।,neben।
551,অধিনায়ক,od̪ʱinɐʲok
552,জো,ɟo
553,রুটের,ɾuteɾ
554,লড়াকু,lɔɽɐku
555,ফিফটিতে,pʰipʰtit̪e
556,লক্ষ্যের,lokkʰeɾ
557,অর্ধেক,ɔɾd̪ʱek
558,পথ,pɔt̪ʰ
559,পেরিয়ে,peɾiʲe
560,সিরিজের,siɾiɟeɾ
561,দ্বিতীয়,d̪it̪iʲo
562,টেস্ট,test
563,দারুণ,d̪ɐɾun
564,জমিয়ে,ɟomiʲe
565,তুলেছে,t̪ulecʰe
566,ইংল্যান্ড।,iŋlɛnd।
567,অগ্নিকাণ্ডের,ɔgnikɐndeɾ
568,মূলত,mulɔt̪o
569,পানি,pɐni
570,কারণে,kɐɾone
571,আগুন,ɐgun
572,নেভানোর,nebʱɐnoɾ
573,ক্ষেত্রে,kʰet̪ɾe
574,ফায়ার,pʰɐʲɐɾ
575,সার্ভিসের,ʃɐɾbʱiseɾ
576,কর্মীরা,kɔɾmiɾɐ
577,সমস্যায়,ʃɔmoʃʃɐʲ
578,পড়েন।,pɔɽen।
579,মারজিয়া,mɐɾɟiʲɐ
580,পেরে,peɾe
581,স্বামীকে,ʃɐmike
582,ওই,o͡i̯
583,ফিরে,pʰiɾe
584,আসতে,ɐʃt̪e
585,বলেন।,bɔlen।
586,আজ,ɐɟ
587,তোমাদের,t̪omɐd̪eɾ
588,ইংরেজি,iŋɾeɟi
589,প্রথমপত্রের,pɾot̪ʰompɔt̪ɾeɾ
590,Part-I-Gi,--
591,seen,seen
592,passage,pɐssɐge
593,Part-II-Gi,--
594,Writing,Wɾiting
595,Test,Test
596,অংশের,ɔŋʃeɾ
597,সাজেশন,ʃɐɟeʃon
598,হল।,hɔl।
599,আন্দোলনের,ɐnd̪olɔneɾ
600,সবকটি,ʃɔbkti
601,দিনেই,d̪ine͡i̯
602,ক্লাস-পরীক্ষা,klɐʃ-poɾikkʰɐ
603,বর্জন,bɔɾɟon
604,মানববন্ধনসহ,mɐnobbɔnd̪ʱonʃɔho
605,মৌন,mo͡u̯no
606,মিছিল,micʰilo
607,করেছে,koɾecʰe
608,তারা।,t̪ɐɾɐ।
609,শোকসন্তপ্ত,ʃokʃɔnt̪opt̪o
610,পরিবারকে,poɾibɐɾke
611,সমবেদনা,ʃɔmbed̪onɐ
612,জানান।,ɟɐnɐn।
613,মিতু,mit̪u
614,হত্যা,hot̪t̪ɐ
615,সম্পর্কে,ʃɔmpoɾke
616,জিজ্ঞাসাবাদ,ɟiggɐʃɐbɐd̪
617,হচ্ছে।,hoccʰe।
618,তৃণমূলের,t̪ɾinomuleɾ
619,নিবেদিত,nibed̪it̪o
620,মুক্তিযুদ্ধের,mukt̪iɟud̪d̪ʱeɾ
621,স্বপক্ষের,ʃɔpokkʰeɾ
622,পরিবর্তে,poɾibɔɾt̪e
623,রাজাকারপুত্র,ɾɐɟɐkɐɾput̪ɾo
624,বিতর্কিতরা,bit̪ɔɾkit̪ɔɾɐ
625,তৃণমূল,t̪ɾinomul
626,নেতাকর্মীরা,net̪ɐkɔɾmiɾɐ
627,বাতিলের,bɐt̪ileɾ
628,জানিয়েছেন।,ɟɐniʲecʰen।
629,ঘটনা,gʱɔtonɐ
630,তদন্তে,t̪ɔd̪ont̪e
631,তিন,t̪in
632,সদস্যের,ʃɔd̪oʃʃeɾ
633,হয়েছে।,hoʲecʰe।
634,যে,ɟe
635,পাল্টা,pɐltɐ
636,ব্যবস্থা,bɛbost̪ʰɐ
637,নেয়ার,neʲɐɾ
638,অধিকার,od̪ʱikɐɾ
639,আছে,ɐcʰe
640,পিয়ংইয়ংয়ের।,piʲoŋiʲoŋʲeɾ।
641,সবসময়,ʃɔbʃɔmɔʲ
642,সেরা,ʃeɾɐ
643,খেলোয়াড়রা,kʰeloʷɐɽɾɐ
644,একা,ɛkɐ
645,সবকিছু,ʃɔbkicʰu
646,পারে,pɐɾe
647,যুক্তরাষ্ট্র,ɟukt̪oɾɐʃtɾo
648,বিভিন্ন,bibʱinno
649,ধর্মীয়,d̪ʱɔɾmiʲo
650,স্বাধীনতার,ʃɐd̪ʱinɔt̪ɐɾ
651,নজর,noɟoɾ
652,রাখে।,ɾɐkʰe।
653,অস্ত্রধারী,ɔst̪ɾod̪ʱɐɾi
654,কয়েকজন,kɔʲekɟɔn
655,যুবক,ɟubok
656,অস্ত্রের,ɔst̪ɾeɾ
657,মুখে,mukʰe
658,পর্যায়ক্রমে,poɾɟɐʲokɾome
659,শিক্ষকের,ʃikkʰɔkeɾ
660,নির্বাচন,niɾbɐcɔn
661,কমিশনও,kɔmiʃono
662,নিবেন,niben
663,ডানপ্রান্ত,dɐnpɾɐnt̪o
664,ফরোয়ার্ড,pʰɔɾoʷɐɾd
665,জাফর,ɟɐpʰɔɾ
666,ইকবালের,ikbɐleɾ
667,শট,ʃɔt
668,সাইডবার,sɐ͡i̯dbɐɾ
669,ঘেঁষে,gʱẽʃe
670,বাইরে,bɐ͡i̯ɾe
671,চলে,cɔle
672,ছোট্ট,cʰe͡ɐ̯tto
673,ইনিংসই,iniŋʃo͡i̯
674,বিগ,bigo
675,ব্যাশে,bɛʃe
676,রীতিমত,ɾit̪imɔt̪
677,তোলপাড়,t̪olpɐɽ
678,দিয়েছে।,d̪iʲecʰe।
679,বিচারক,bicɐɾɔk
680,হিসেবে,hiʃebe
681,দুই,d̪u͡i̯
682,জহিরুলের,ɟɔhiɾuleɾ
683,মোটরসাইকেলের,motoɾsɐ͡i̯keleɾ
684,পেছনে,pecʰone
685,উঠেন,utʰen
686,আ.,ɐ.
687,জব্বার,ɟɔbbɐɾ
688,জুলহাস।,ɟulhɐʃ।
689,গলা,gɔlɐ
690,কেটে,kete
691,মাথার,mɐt̪ʰɐɾ
692,পেছনের,pecʰoneɾ
693,অংশে,ɔŋʃe
694,ছুরিকাঘাত,cʰuɾikɐgʱɐt̪
695,ফলে,pʰɔle
696,সর্ব্বোচ্চ,ʃɔɾbocco
697,বিদ্যাপীঠে,bid̪d̪ɐpitʰe
698,নিরাপরাধ,niɾɐpɔɾɐd̪ʱ
699,শিক্ষার্থী,ʃikkʰɐɾt̪ʰi
