,word,ipa
111,(আরসালানখান,(ɐɾʃɐlɐnkʰɐn
112,(আরেকটি,(ɐɾekti
113,(আর্টিকেল,(ɐɾtikel
114,(আল,(ɐlo
115,(আলমগীরি,(ɐlomogiɾi
116,(আলীরাজ)।,(ɐliɾɐɟ)।
117,(আসলাম,(ɐʃlɐm
118,(আয়ারল্যান্ড)।,(ɐʲɐɾolɛnd)।
119,"(ই),","(i),"
120,(ইআরড)ি,(i͡ɐ̯ɾd)i
121,(ইআরডি),(i͡ɐ̯ɾdi)
122,(ইউএনএইচসিআর),(i͡u̯ene͡i̯coʃi͡ɐ̯n)
123,(ইউএনও),(i͡u̯eno)
124,(ইউএসএ)।,(i͡u̯ese)।
125,"(ইউকে),","(i͡u̯ke),"
126,(ইউজিসি),(i͡u̯ɟiʃi)
127,(ইউনিট),(i͡u̯nit)
128,(ইউনিয়ন,(i͡u̯niʲon
129,(ইউরোপিয়ান,(i͡u̯ɾopiʲɐn
130,(ইউসিবি),(i͡u̯ʃibi)
131,(ইএনটি),(i͡e̯nti)
132,(ইঞ্জিনচালিত)।,(inɟincɐlit̪o)।
133,(ইতালি,(it̪ɐli
134,(ইতিহাস),(it̪ihɐʃ)
135,"(ইত্তেফাক,","(it̪t̪epʰɐk,"
136,(ইনু),(inu)
137,(ইন্ডিপেন্ডেন্ট,(indipendent
138,"(ইন্দোনেশিয়া),","(ind̪oneʃiʲɐ),"
139,(ইপনা),(ipnɐ)
140,(ইপিবি),(ipibi)
141,(ইবিএ),(ibi͡e̯)
142,(ইভিএম),(ibʱi͡e̯m)
143,(ইমার্জেন্সি,(imɐɾɟensi
144,(ইমেজিং),(imeɟiŋ)
145,(ইসলামপুর),(islɐmpuɾ)
146,(ইসি),(isi)
147,(ইসি)।,(isi)।
148,(ইসিএ),(iʃi͡e̯)
149,(ইসিএইচআর),(iʃi͡e̯͡i̯cɐɾ)
150,(ইসিবি)।,(iʃibi)।
151,(ইয়াসমিন,(iʲɐʃomin
152,(উড্ডয়ন,(uddɔʲon
153,(উত্তর),(ut̪t̪oɾ)
154,(উদ্যোক্তা,(ud̪d̪okt̪ɐ
155,(উপজেলা),(upoɟelɐ)
156,(উপরে)।,(upɔɾe)।
157,(উসমনা,(uʃɔmonɐ
158,(উসমান,(uʃɔmɐn
159,(উৎপাদন),(ut̪pɐd̪on)
160,(উড়পঃড়ৎ,(uɽpot̪ɔɽo
161,(এআইজি-মিডিয়া),(e͡ɐ̯iɟi-midiʲɐ)
162,(এআইটি),(e͡ɐ̯iti)
163,(এই,(e͡i̯
164,(এইচআর,(e͡i̯cɐɾ
165,(এইচএলএইচ),(e͡i̯cele͡i̯c)
166,(এইচএসসি),(e͡i̯cessi)
167,(এএফএ)।,(e͡e̯pʰe)।
168,(এএমআরএফ),(e͡e̯mɐɾɔ͡e̯pʰ)
169,"(এএমসি),","(e͡e̯msi),"
170,(এএমসিএল),(e͡e̯msi͡e̯l)
171,(এএমসিএল-প্রাণ),(e͡e̯msi͡e̯l-pɾɐn)
172,(এএসআই),(e͡ɛ̯ʃɐ͡i̯)
173,(এএসপি),(e͡e̯spi)
174,(এক,(ɛk
175,"(একজয়,","(ekɟɔʲ,"
176,(একত্রে),(ɛkot̪ɾe)
177,(একনেক),(ɛkonek)
178,(একে,(eke
179,(এঙ্গেল),(eŋgol)
180,(এজিএম),(eɟi͡e̯m)
181,(এডিএম),(edi͡e̯m)
182,(এডিপি),(edipi)
183,(এডিবি),(edibi)
184,(এডিসি),(edisi)
185,(এনআইএ),(enɐ͡ɐ̯i͡e̯)
186,(এনআইএনএইচ),(enɐ͡i̯esenic)
187,(এনআরও)।,(enoɐɾɔ)।
188,(এনইউপিআরপি)’,(eno͡i̯͡u̯pi͡ɐ̯pi)’
189,(এনইসি)।,(eno͡i̯si)।
190,(এনএইচসি)।,(ene͡i̯cosi)।
191,(এনএলডি),(eneldi)
192,(এনএসএ),(enese)
193,(এনএসসি),(enesʃi)
194,(এনওসি),(enosi)
195,(এনটিআরসিএ),(enti͡ɐ̯ɾɔʃi͡e̯)
196,(এনটিপিসি),(entipiʃi)
197,"(এনডিসি),","(endisi),"
198,(এনবিআর),(enbi͡ɐ̯ɾ)
199,(এনবিআর)।,(enbi͡ɐ̯ɾ)।
200,(এনসিএসএ),(enʃi͡e̯se)
201,(এপিএও),(epi͡o̯)
202,(এপিজি),(epiɟi)
203,"(এফআইআর,","(epʰɐ͡i̯͡ɐ̯ɾ,"
204,(এফবিআই),(epʰbi͡ɐ̯͡i̯)
205,(এফবিসিসিআই),(epʰbisiʃi͡ɐ̯͡ɐ̯)
206,(এফসিটিসি),(epʰʃitisi)
207,(এবিবি),(ebibi)
208,(এম-এল),(em-elo)
209,(এমআই),(emɐ͡ɐ̯)
210,(এমআইএস),(emɐ͡i̯͡e̯s)
211,(এমএইচ-১০২),(eme͡i̯c-১০২)
212,(এমএড)।,(emed)।
213,(এমএম),(emem)
214,(এমএলএস),(emeleʃ)
215,(এমওইউ),(emo͡o̯͡i̯)
216,(এমজিও),(emɟi͡o̯)
217,(এমটিবিএফ),(emtibi͡e̯pʰ)
218,(এমডি),(emdi)
219,(এমপি),(empi)
220,(এমসিসিআই),(emoʃiʃi͡ɐ̯͡i̯)
221,(এরশাদ),(eɾʃɐd̪)
222,(এলজিইডি),(elɟi͡i̯di)
223,(এলডিসি),(eldiʃi)
224,(এলসিডি),(elosidi)
225,(এসআই),(eʃɐ͡ɐ̯)
226,(এসআইবিএল),(eʃo͡ɐ̯͡i̯bi͡e̯l)
227,(এসএ),(eʃo͡e̯)
228,(এসওএইচআর),(eʃo͡o̯͡e̯icɐɾ)
229,(এসটিএন),(eʃti͡e̯n)
230,(এসটিপি),(eʃtipi)
231,(এসডি),(eʃdi)
232,(এসডিএফ),(eʃʃi͡e̯pʰ)
233,(এসপিএ),(eʃpi͡e̯)
234,(এসসিও),(eʃoʃi͡o̯)
235,(এসিএ),(eʃi͡e̯)
236,(এসিবি)।,(eʃibi)।
237,(এসিল্যান্ড),(eʃilɛnd)
238,"(ওইচইডি),","(o͡i̯cidi),"
239,(ওএসবি),(o͡e̯sbi)
240,(ওসি),(osi)
241,(ওসি-তদন্ত),(osi-t̪ɔd̪ont̪o)
242,(ওসিএ),(osi͡e̯)
243,(ওসিসি),(oʃiʃi)
244,(ওয়ার্নার,(oʷɐɾnɐɾ
245,(ওয়েস্ট,(oʲest
246,(ক),(k)
247,(কক্সবাজার),(kɔksbɐɟɐɾ)
248,(কজ,(koɟ
249,(কণ্ঠনগর),(kɔntʰongɔɾ)
250,(কমপ্ল্যাইন্স),(kɔmolpɛninʃo)
251,(কমলাপুর),(kɔmlɐpuɾ)
252,(করাতকল),(koɾɐt̪okolo)
253,(করুনারত্নে,(koɾunɐɾt̪ne
254,(কলিকাতা),(kolikɐt̪ɐ)
255,(কামারপাড়া),(kɐmɐɾpɐɽɐ)
256,(কামাল)।,(kɐmɐl)।
257,(কাল),(kɐl)
258,(কিছু,(kicʰu
259,(কিল্লা,(killɐ
260,(কিশোরগঞ্জ),(kiʃoɾgɔnɟ)
261,(কিশোরিও,(kiʃoɾi͡o̯
262,(কুক,(kuk
263,(কুপন,(kupon
264,(কুমিল্লা),(kumillɐ)
265,(কুলাউরা,(kulɐ͡u̯ɾɐ
266,(কুড়িগ্রাম),(kuɽigɾɐm)
267,"(কৃষি,","(kɾiʃi,"
268,(কেএমটি),(ke͡e̯mti)
269,(কেকেআর)।,(keke͡ɐ̯ɾ)।
270,"(কেনিয়া),","(keniʲɐ),"
271,(কেন্দ্রীয়,(kend̪ɾiʲo
272,(কেরানীগঞ্জ),(keɾɐnigɔnɟ)
273,(কোডেক),(kodek)
274,(কোনাবাড়ী),(konɐbɐɽi)
275,(কোহলি,(koholi
276,(কোৎ,(kot̪
277,"(ক্যাটাগরি-০৬),","(kɛtɐgoɾi-০৬),"
278,"(ক্যাটাগরি-০৭),","(kɛtɐgoɾi-০৭),"
279,(ক্যাটাগরি-০৯),(kɛtɐgoɾi-০৯)
280,(ক্যাটাগরি-১৩)।,(kɛtɐgoɾi-১৩)।
281,(ক্রাইম),(kɾɐ͡i̯m)
282,(ক্রীড়া),(kɾiɽɐ)
283,(ক্রেস্ট,(kɾest
284,(ক্ষমতাসীনরা),(kʰɔmot̪ɐʃinɔɾɐ)
285,(ক্ষমা),(kʰɔmɐ)
286,(খ),(kʰi)
287,(খসড়া)-এর,(kʰɔʃɽɐ)-eɾ
288,(খালেদা,(kʰɐled̪ɐ
289,(খিলগাঁও,(kʰilgɐ̃o
290,(খুমেক),(kʰumek)
291,(খুশিতে,(kʰuʃit̪e
292,(খোকন),(kʰokon)
293,(গ),(go)
294,(গণপ্রতিনিধিত্ব,(gɔnopɾot̪inid̪ʱ
295,(গণমাধ্যম),(gɔnomɐd̪d̪ʱom)
296,(গতকাল),(gɔt̪okɐl)
297,(গবেষণা),(gɔbeʃonɐ)
298,(গম),(gɔm)
299,(গরু,(goɾu
300,(গর্ভফুল),(gɔɾbʱopʰul)
301,(গাঁজা),(gɐ̃ɟɐ)
302,(গাজীপুর),(gɐɟipuɾ)
303,(গার্ড),(gɐɾd)
304,(গাস্ত),(gɐst̪o)
305,(গাড়ি,(gɐɽi
306,(গুলশান,(gulʃɐn
307,(গোপালগঞ্জ),(gopɐlgɔnɟ)
308,(গোলাগুলিতে,(golɐgulit̪e
309,(গোয়েন্দাদের),(goʲend̪ɐd̪eɾ)
310,(ঘ),(gʱo)
311,(ঙ),(ŋ)
312,(চট্টগ্রাম),(cɔttogɾɐm)
313,(চমেক),(cɔmek)
314,(চলতি,(colt̪i
315,(চল্লিশা),(colliʃɐ)
316,(চাঁদপুর),(cɐ̃d̪puɾ)
317,(চাঁপাইনবাবগঞ্জ)।,(cɐ̃pɐ͡i̯nbɐbɔgnɟ)।
318,(চার্জশিট),(cɐɾɟoʃit)
319,(চাল),(cɐl)
320,(চিকিৎসা,(cikit̪ʃɐ
321,(চুয়াডাঙ্গা),(cuʲɐdɐŋgɐ)
322,(চৌচা,(co͡u̯cɐ
323,(ছদ্মনাম)।,(cʰɔd̪d̪onɐm)।
324,(ছবিতে),(cʰobit̪e)
325,(ছেলেমেয়ে,(cʰelemeʲe
326,(ছোটগুলো,(cʰotgulo
327,(জগদবার),(ɟɔgod̪bɐɾ)
328,(জনগণের),(ɟɔngɔneɾ)
329,(জনসংযোগ),(ɟɔnoʃɔŋɟog)
330,(জাইকা)।,(ɟɐ͡i̯kɐ)।
331,(জাপা),(ɟɐpɐ)
332,(জাপানের,(ɟɐpɐneɾ
333,(জামুকা),(ɟɐmukɐ)
334,(জার্মান,(ɟɐɾmɐn
335,(জাসদ),(ɟɐʃod̪)
336,(জি),(ɟi)
337,(জিআরও),(ɟi͡ɐ̯ɾo)
338,(জিইডি),(ɟi͡i̯di)
339,(জিএআরপি),(ɟi͡ɐ̯ɐɾɔpi)
340,(জিও),(ɟi͡o̯)
341,(জিজি),(ɟiɟi)
342,(জিজেএমএম),(ɟiɟet̪ɔmt̪ɔm)
343,(জিডি),(ɟidi)
344,(জিডিপি),(ɟidipi)
345,(জেএসএস),(ɟe͡e̯seʃ)
346,(জেপি),(ɟepi)
347,(জেরুজালেম),(ɟeɾuɟɐlem)
348,(জেসমিন),(ɟesmin)
349,(জোড়া,(ɟoɽɐ
350,(জয়পুরহাট),(ɟɔʲpuɾhɐt)
351,(ঝালকাঠি),(ɟʱɐlkɐtʰi)
352,(টাকার,(tɐkɐɾ
353,(টাকায়),(tɐkɐʲ)
354,(টাঙ্গাইল),(tɐŋgɐ͡i̯lo)
355,(টিএসসি),(ti͡e̯ssi)
356,(টিএসসি)।,(ti͡e̯ssi)।
357,(টিনএজার),(tineɟɐɾ)
358,(টু,(tu
359,(টেকনিক্যাল),(teknikɛl)
360,(ট্যাক্স,(tɛkʃo
361,(ট্রাফিক,(tɾɐpʰik
362,(ট্রাফিক),(tɾɐpʰik)
363,(ট্রাভেলিং,(tɾɐbʱeliŋ
364,(ট্রাম্প),(tɾɐmp)
365,(ডন),(dɔn)
366,(ডব্ল–এডিএ),(dobol–edi͡e̯)
367,(ডানে)।,(dɐne)।
368,(ডাব্লএফপি),(dɐbpolopʰo͡i̯)
369,(ডিইউজে),(di͡i̯͡u̯ɟe)
370,(ডিএডি),(di͡e̯di)
371,(ডিএফএ),(di͡e̯pʰe)
372,(ডিএমপি),(di͡e̯mpi)
373,(ডিএসই),(di͡e̯si)
374,(ডিএসএ),(di͡e̯se)
375,(ডিএসসিসি),(di͡e̯sʃiʃi)
376,(ডিএসসিসি)।,(di͡e̯sʃiʃi)।
377,(ডিগ্রি),(digɾi)
378,(ডিজিএম),(diɟi͡e̯m)
379,(ডিপিএল),(dipi͡e̯l)
380,(ডিপিপি),(dipipi)
381,(ডিবি),(dibi)
382,(ডিবি)।,(dibi)।
383,(ডিসি),(disi)
384,(ড্যাপ),(dɛp)
385,"(ড্রপবক্স,","(dɾopokʃo,"
386,(ঢাকা,(dʱɐkɐ
387,(ঢাকা),(dʱɐkɐ)
388,(ঢাকা-,(dʱɐkɐ-
389,(ঢামেক),(dʱɐmek)
390,(ঢোল),(dʱol)
391,(তদন্ত,(t̪ɔd̪ont̪o
392,(তদন্ত),(t̪ɔd̪ont̪o)
393,(তামিম,(t̪ɐmim
394,(তালাকপ্রাপ্তা),(t̪ɐlɐkpɾɐpɐt̪ɐ)
395,(তুষার,(t̪uʃɐɾ
396,(তেল,(t̪el
397,(তৈয়বা,(t̪o͡i̯ʲbɐ
398,(থ্রিহুইলার),(t̪ɾʰihu͡i̯lɐɾ)
399,(দক্ষিণ),(d̪okkʰin)
400,(দাঁড়িয়ে,(d̪ɐ̃ɽiʲe
401,(দাদার,(d̪ɐd̪ɐɾ
402,(দায়িত্বপ্রাপ্ত),(d̪ɐʲit̪t̪opɾɐpt̪o)
403,(দীঘিরপাড়),(d̪igʱiɾpɐɽ)
404,(দুদক),(d̪ud̪ok)
405,(দুদক)।,(d̪ud̪ok)।
406,(দুর্নীতি,(d̪uɾnit̪i
407,(দুর্বৃত্ত),(d̪uɾbɾit̪t̪o)
408,(দেশে-বিদেশে),(d̪eʃe-bid̪eʃe)
409,(দৈনিক,(d̪o͡i̯nik
410,(দ্বিপক্ষীয়,(d̪ipɔkkʰiʲo
411,(দ্রুত,(d̪ɾut̪o
412,"(ধর্মপাশা,","(d̪ʱɔɾmopɐʃɐ,"
413,(ধর্ষণ),(d̪ʱɔɾʃɔn)
414,(ধামরাই),(d̪ʱɐmɾɐ͡i̯)
415,(নং,(nɔŋ
416,(নদী-খাল-বিল),(nod̪i-kʰɐlo-bil)
417,(নবরত্নের,(nɔboɾt̪neɾ
418,(নবীনগর,(nobingoɾ
419,(নরসিংদী),(nɔɾoʃiŋd̪i)
420,(নরেন্দ্র,(nɔɾend̪ɾo
421,(নাঈম),(nɐ͡i̯m)
422,(নাটোর),(nɐtoɾ)
423,(নারায়ণগঞ্জ),(nɐɾɐʲongɔnɟ)
424,(নাসিক)।,(nɐʃik)।
425,(নাহিদ),(nɐhid̪)
426,(নিজ,(niɟ
427,(নিপকো),(nipko)
428,(নিমেক্স),(nimekʃo)
429,(নিরস্ত্র),(niɾost̪ɾo)
430,(নিষিক্তকরণ),(niʃikt̪okɔɾon)
431,(নিষ্পত্তি,(niʃpot̪t̪i
432,(নিয়ন্ত্রণ),(niʲont̪ɾon)
433,(নিয়োগপ্রাপ্তরা),(niʲogpɾɐmɐt̪oɾɐ)
434,(নীলফামারী),(nilpʰɐmɐɾi)
435,(নেট,(net
436,(নেত্রকোনা),(net̪ɾokonɐ)
437,(নেদারল্যান্ডস,(ned̪ɐɾlɛndʃ
438,(নোট,(noto
439,(নোয়াখালী),(noʷɐkʰɐli)
440,(পটুয়াখালী),(potuʷɐkʰɐli)
441,(পটুয়াখালী-৪),(potuʷɐkʰɐli-৪)
442,(পণ্যবাহী),(ponnobɐhi)
443,(পবিস),(pobis)
444,(পররাষ্ট্র,(pɔɾɔɾɐʃtɾoɾo
445,(পরিবেশ,(poɾibeʃ
446,(পরিহিত),(poɾihit̪o)
447,(পলাতক),(pɔlɐt̪ok)
448,(পলি),(poli)
449,(পশ্চিম),(poʃcim)
450,(পশ্চিম-দক্ষিণ,(poʃcim-d̪okkʰin
451,(পাঁচটি,(pɐ̃cti
452,(পাউবো)।,(pɐ͡u̯bo)।
453,(পাকিস্তান)।,(pɐkist̪ɐn)।
454,(পাদানি,(pɐd̪ɐni
455,(পাবনা,(pɐbnɐ
456,(পাবনা),(pɐbnɐ)
457,(পাবলিক,(pɐbolik
458,(পার্সোনাল)।,(pɐɾsɐpɐnɐlɐlɐlɐ)।
459,"(পাসপোর্ট,","(pɐʃpoɾt,"
460,(পিআইও),(pi͡ɐ̯͡o̯)
461,(পিআরএল),(pi͡ɐ̯͡e̯l)
462,(পিইসি),(pi͡i̯si)
463,(পিএএসপি)।,(pi͡e̯espi)।
464,(পিএস),(pi͡e̯s)
465,(পিএসএল),(pi͡e̯sel)
466,(পিএসএল)।,(pi͡e̯sel)।
467,(পিএসও),(pi͡e̯so)
468,(পিএসভি)সহ,(pi͡e̯sbʱi)ʃɔh
469,(পিএসসি),(pi͡e̯ssi)
470,(পিএসসি)।,(pi͡e̯ssi)।
471,(পিএসি),(pi͡e̯si)
472,(পিটিএ),(piti͡e̯)
473,(পিপি),(pipi)
474,(পিপিআর),(pipi͡ɐ̯ɾ)
475,(পিপিপি),(pipipi)
476,(পিবিআই),(pibi͡ɐ̯)
477,(পিবিআই)।,(pibi͡ɐ̯)।
478,(পিবিএস),(pibi͡e̯s)
479,(পিরোজপুর),(piɾoɟpuɾ)
480,(পিসিবি),(piʃibi)
481,(পিসিবি)।,(piʃibi)।
482,(পুঠিয়া,(putʰiʲɐ
483,(পূর্ব),(puɾbo)
484,(পূর্বাঞ্চল)।,(puɾbɐncɔlo)।
485,(পেটান,(petɐn
486,(প্রজ্ঞা),(pɾoggɐ)
487,(প্রতিমা),(pɾot̪imɐ)
488,(প্রথমে,(pɾot̪ʰome
489,(প্রধান,(pɾod̪ʱɐn
490,(প্রধানমন্ত্রী,(pɾod̪ʱɐnmont̪ɾi
491,(প্রধানমন্ত্রী),(pɾod̪ʱɐnmont̪ɾi)
492,(প্রশাসন),(pɾoʃɐʃon)
493,(প্রশিক্ষণ),(pɾoʃikkʰon)
494,(প্রাণ)-এর,(pɾɐn)-eɾ
495,(প্রায়,(pɾɐʲ
496,(প্রিয়াংকার),(pɾiʲɐŋkɐɾiɾ)
497,(প্রোগ্রাম),(pɾogɾɐmɐm)
498,(প্রোসেসাস,(pɾoʃesɐʃ
499,(প্লুটোনিয়ামের,(plotunimɐnt̪eɾ
500,(ফরিদপুর),(pʰoɾid̪puɾ)
501,(ফরিদপুরী),(pʰoɾid̪puɾi)
502,(ফলো-অন),(pʰolo-ɔn)
503,(ফাইন্যান্সিয়াল,(pʰɐ͡i̯nɟɐnsiʲɐl
504,(ফাস্ট,(pʰɐst
505,(ফিন্যান্স,(pʰinnɐns
506,(ফিরোজ),(pʰiɾoɟ)
507,(ফ্রান্স,(pʰɾɐnʃo
508,(বই,(bo͡i̯
509,(বগুড়া),(bɔguɽɐ)
510,(বনানী),(bɔnɐni)
511,(বন্দর),(bond̪ɔɾ)
512,(বরগুনা),(boɾgunɐ)
513,(বরিশাল,(boɾiʃɐl
514,(বরিশাল),(boɾiʃɐl)
515,(বর্তমান,(bɔɾt̪omɐn
516,(বর্তমানে,(bɔɾt̪omɐne
517,(বলী),(boli)
518,(বা,(bɐ
519,(বাঁয়ে)।,(bɐ̃ʲe)।
520,(বাংলা,(bɐŋlɐ
521,(বাংলাদেশ,(bɐŋlɐd̪eʃ
522,(বাংলাদেশ),(bɐŋlɐd̪eʃ)
523,(বাইপাস),(bɐ͡i̯pɐʃ)
524,(বাউবি),(bɐ͡u̯bi)
525,(বাগানবাড়ি),(bɐgɐnbɐɽi)
526,(বাজুস),(bɐɟuʃ)
527,(বাজেট),(bɐɟet)
528,(বাণিজ্য),(bɐniɟɟo)
529,(বাপসা),(bɐpʃɐ)
530,(বাফুফে),(bɐpʰupʰe)
531,(বাফুফে)।,(bɐpʰupʰe)।
532,(বাবর,(bɐboɾ
533,(বাবুল),(bɐbul)
534,(বাভিন্দু,(bɐbʱind̪u
535,(বার),(bɐɾ)
536,(বালুর,(bɐluɾ
537,(বাসদ),(bɐʃod̪)
538,(বাহার),(bɐhɐɾ)
539,(বাড়ির,(bɐɽiɾ
540,(বায়তুল,(bɐʲt̪ul
541,"(বিআইএ),","(bi͡ɐ̯͡i̯e),"
542,(বিআইডব্লিউটিএ),(bi͡ɐ̯͡i̯dɔbli͡u)
543,(বিআইডব্লিউটিএ)।,(bi͡ɐ̯͡i̯dɔbli͡u)।
544,(বিআইডিএস),(bi͡ɐ̯͡i̯di͡e̯s)
545,(বিআইবিএম),(bi͡ɐ̯͡i̯bi͡e̯m)
546,(বিআরটিএ),(bi͡ɐ̯ɾti͡e̯)
547,(বিইআরসি),(bi͡i̯͡ɐ̯͡ɐ̯i)
548,(বিইসি),(bi͡i̯si)
549,(বিএএফওএইচপিপি)’।,(bi͡e̯͡e̯pʰe͡i̯c)’।
550,(বিএএস),(bi͡e̯es)
551,(বিএনপি,(bi͡e̯npi
552,(বিএনপি),(bi͡e̯npi)
553,(বিএফআইইউ),(bi͡e̯͡ɐ̯pʰɐ͡u̯)
554,"(বিএফইউজে),","(bi͡e̯pʰi͡u̯ɟe),"
555,(বিএফডিসি),(bi͡e̯pʰodiʃi)
556,(বিএম),(bi͡e̯m)
557,(বিএমআই),(bi͡e̯mɐ͡i̯)
558,(বিএমইটি),(bi͡e̯miti)
559,(বিএমবিএস),(bi͡e̯mobi͡e̯s)
560,(বিএমসিসিআই),(bi͡e̯moʃiʃi͡ɐ̯)
561,(বিএসএমএমইউ),(bi͡e̯semt̪ɔmi͡u̯)
562,(বিএসজেএ),(bi͡e̯sɟe)
563,(বিএসপিপি)।,(bi͡e̯spipi)।
564,(বিওএ),(bi͡o̯e)
565,(বিওএ)।,(bi͡o̯e)।
566,(বিকাল,(bikɐl
567,(বিকাশ)।,(bikɐʃ)।
568,(বিকেএসপি),(bike͡e̯spi)
569,(বিচারপতির),(bicɐɾpot̪iɾ)
