,Inflected_Word,Lemma
257,বাড়িওয়ালি,বাড়িওয়ালি
258,থামত,থামা
259,আস্ফালন,আস্ফালন
260,অভ্যুদয়,অভ্যুদয়
261,পূনর্গঠিত,পুনঃর্গঠন
262,নদীখাত,নদী
263,ছফা,ছফা
264,তথ্যচিত্রটি,তথ্যচিত্র
265,বায়োনিক,বায়োনিক
266,ধনী,ধনী
267,রাখিস,রাখা
268,আদলটিকে,আদল
269,গায়েনকে,গায়েন
270,গণনার,গণনা
271,বামদিক,বামদিক
272,স্ট্যানজারসন,স্ট্যানজারসন
273,ভাষারই,ভাষা
274,নিয়মগুলি,নিয়ম
275,ছত্রভঙ্গ,ছত্রভঙ্গ
276,উহান,উহান
277,ফেরিয়ানির,ফেরিয়ানি
278,লাওস,লাওস
279,ঝাড়াচ্ছে,ঝাড়
280,অটোইমিউন,অটোইমিউন
281,খেলাগুলি,খেলা
282,নারিকেল,নারিকেল
283,প্রতিমন্ত্রীর,প্রতিমন্ত্রী
284,আকাশকুসুম,আকাশকুসুম
285,প্রাচীরবেষ্টিত,প্রাচীর
286,অনুচ্ছেদঃ,অনুচ্ছেদ
287,স্কলার,স্কলার
288,ফর্মটা,ফর্ম
289,প্রিফেকচারের,প্রিফেকচার
290,উৎক্ষেপণ,উৎক্ষেপণ
291,সন্তানটি,সন্তান
292,হঠাৎই,হঠাৎ
293,বেলকনি,বেলকনি
294,অধ্যক্ষও,অধ্যক্ষ
295,ব্যাখ্যাতীত,ব্যাখ্যা
296,ট্র্যাশ,ট্র্যাশ
297,চিকাই,চিকা
298,ভাষাসমূহে,ভাষা
299,সঞ্জীবচন্দ্র,সঞ্জীবচন্দ্র
300,অংশটুকুতেও,অংশ
301,শ্রেণিবদ্ধ,শ্রেণিবদ্ধ
302,তৎপরতা,তৎপরতা
303,বনগুলি,বন
304,দিনটিতে,দিন
305,লিঙ্কটিকে,লিঙ্ক
306,নেভের,নেভ
307,হিয়ার,হিয়ার
308,প্রবেশিকা,প্রবেশ
309,জলযোগ,জলযোগ
310,বাঙালি,বাঙালি
311,আব,আব
312,শার্টের,শার্ট
313,ওয়েল্ট,ওয়েল্ট
314,লীড,লীড
315,জিসিই,জিসি
316,হজমে,হজম
317,গারজা,গারজা
318,সুধা,সুধা
319,পদচিহ্ন,পদচিহ্ন
320,কর্তৃত্বসম্পন্ন,কর্তৃত্ব
321,হামফ্রে,হামফ্রে
322,বঙ্কিমচন্দ্রের,বঙ্কিমচন্দ্র
323,কাবার,কাবা
324,ঘোষকরা,ঘোষক
325,স্যানটিনো,স্যানটিনো
326,আ্যপ,আ্যপ
327,অক্লান্ত,অক্লান্ত
328,সানাউল্লাহ,সানাউল্লাহ
329,বলটাকে,বল
330,অভিনব,অভিনব
331,জিএমবি,জিএমবি
332,কীট,কীট
333,শেল্ডন,শেল্ডন
334,কাজকে,কাজ
335,প্রাঙ্গণের,প্রাঙ্গণ
336,রক্সেন,রক্সেন
337,আশ্রয়স্থলে,আশ্রয়স্থল
338,প্রাতিজনিক,প্রাতিজনিক
339,শিল্পখাতের,শিল্পখাত
340,দূরবীন,দূরবীন
341,শম্ভু,শম্ভু
342,অ্যাপের,অ্যাপ
343,অ্যাংরি,অ্যাংরি
344,বাড়িটিকে,বাড়ি
345,উত্তরাধিকারীদের,উত্তরাধিকারী
346,পাবেন,পাওয়া
347,বুলায়,বুলা
348,অধোগতিটা,অধোগতি
349,ড্রেস,ড্রেস
350,রামু,রামু
351,এক্সচেঞ্জে,এক্সচেঞ্জ
352,আব্বার,আব্বা
353,মীরজুমলা,মীরজুমলা
354,দেশভাগের,দেশভাগ
355,পদটি,পদ
356,উপত্যকা,উপত্যকা
357,নন্দিতা,নন্দিতা
358,শোয়ান,শোয়া
359,অঘটনটা,অঘটন
360,নিন,নেওয়া
361,যুগকে,যুগ
362,গহ্বর,গহ্বর
363,আজরফ,আজরফ
364,সম্প্রচারের,সম্প্রচার
365,মদনা,মদনা
366,আগে,আগ
367,জিতব,জিত
368,কমকর্তা,কমকর্তা
369,ককেসীয়,ককেসী
370,পাণ্ডুলিপিটি,পাণ্ডুলিপি
371,জলদস্যুদের,জলদস্যু
372,বিষ্ণুরাম,বিষ্ণুরাম
373,অঙ্কের,অঙ্ক
374,ডানের,ডান
375,মোটামুটিভাবে,মোটামুটি
376,অপরিচিতা,অপরিচিত
377,মোটের,মোট
378,অমিতাচার,অমিতাচার
379,শারেক,শারক
380,ম্যানচু,ম্যানচু
381,এপিস্কোপাল,এপিস্কোপ
382,নিভাঁজ,নিভাঁজ
383,লঙ্ঘনজনিত,লঙ্ঘন
384,বিদায়দান,বিদায়
385,মারবো,মারা
386,সেই,সেই
387,রাউফ,রাউফ
388,মেষপালিকা,মেষপালিকা
389,ক্রিস্টেনসেন,ক্রিস্টেনসেন
390,উচ্চশাখায়,উচ্চশাখা
391,অধিকাংশের,অধিকাংশ
392,ট্র্যাকটি,ট্র্যাক
393,পানশালার,পানশালা
394,ব্যক্তিবিশেষদের,ব্যক্তিবিশেষ
395,সংগম,সংগম
396,ভাবিতেছ,ভাবা
397,কেয়ামত,কেয়ামত
398,ভেনেজুয়েলাতে,ভেনেজুয়েলা
399,অঙ্কনশিল্পী,অঙ্কন
400,গেরিলাদের,গেরিলা
401,স্তরেও,স্তর
402,গড়পরতা,গড়পরতা
403,কনডমের,কনডম
404,অনিয়মকারীদের,অনিয়ম
405,ফিউজ,ফিউজ
406,সংকীর্ণতা,সংকীর্ণতা
407,শুষ্ক,শুষ্ক
408,বংশধরদেরকে,বংশধর
409,স্থায়ীত্ব,স্থায়ী
410,জ্ঞানান্বেষণ,জ্ঞান
411,দান্তাল,দান্তাল
412,ট্র্যাকগুলি,ট্র্যাক
413,বুঝায়,বুঝা
414,রোল,রোল
415,গার্ডিয়ানস,গার্ডিয়ান
416,চ্যাপিন,চ্যাপিন
417,কোং,কোং
418,চলচ্চিত্রকারদের,চলচ্চিত্রকার
419,থামলেন,থামা
420,লক্ষ্মীর,লক্ষ্মী
421,শকুনি,শকুন
422,বিইং,বিইং
423,তালালের,তালাল
424,রাঙ্গামাটিতে,রাঙ্গামাটি
425,ইন্দোনেশিয়ায়,ইন্দোনেশিয়া
426,এরপরেও,তারপর
427,হাতালাম,হাতানো
428,আদায়কৃত,আদায়
429,লিখাইল,লেখা
430,নক্ষত্রগুলির,নক্ষত্র
431,ডালিজোড়া,ডালিজোড়া
432,প্রতিযোগিতায়ও,প্রতিযোগিতা
433,সোর্স,সোর্স
434,ফুটবল,ফুটবল
435,মজুরিতে,মজুরি
436,হাহ্,হাহ্
437,ওপরের,ওপর
438,আলমপুর,আলমপুর
439,ধরাতে,ধরা
440,খেললেও,খেলা
441,নিরানব্বই,নিরানব্বই
442,ভুল,ভুল
443,দ্বীপরাষ্ট্র,দ্বীপরাষ্ট্র
444,ঝুলকালি,ঝুলকালি
445,চলচ্চিত্রায়নে,চলচ্চিত্রায়ণ
446,আকাশকে,আকাশ
447,বেকের,বেক
448,শিরাণ,শিরাণ
449,ইনিশিয়াল,ইনিশিয়াল
450,আচ্ছাদনের,আচ্ছাদন
451,মহাকাব্যের,মহাকাব্য
452,উপকূলীয়,উপকূল
453,শতকরার,শতকরা
454,স্টিমারে,স্টিমার
455,ক্যান্টারবেরির,ক্যান্টারবেরি
456,নজদ,নজদ
457,চূড়ায়,চূড়া
458,পুরোহিত,পুরোহিত
459,আলাস্কাতে,আলাস্কা
460,মৃত্যুরূপ,মৃত্যু
461,দেশম,দেশম
462,দাফনের,দাফন
463,জব্বার,জব্বার
464,সালিশকারীর,সালিশ
465,রিমান্ডে,রিমান্ড
466,পদচিহ্নের,পদচিহ্ন
467,উদীচীকেও,উদীচী
468,মাথ,মাথ
469,আন্তোনিও,আন্তোনিও
470,মেদেয়িন,মেদেয়িন
471,ধরলা,ধরা
472,ক্রুটি,ক্রু
473,দৃশ্যটিকে,দৃশ্য
474,মেথর,মেথর
475,ছোটোদের,ছোটো
476,শনাক্তিকরণ,শনাক্তি
477,মহাজনদের,মহাজন
478,কবরখানা,কবর
479,বারা,বারা
480,টোম,টোম
481,একিউআইএম,একিউআইএম
482,বিরক্তি,বিরক্তি
483,আজাইরা,আজাইরা
484,রিস,রিস
485,পুরান,পুরান
486,সিয়েম,সিয়েম
487,উদ্দীপনা,উদ্দীপনা
488,উপাসনাই,উপাসন
489,এইদিকে,এদিক
490,সংজ্ঞায়,সংজ্ঞা
491,কুলিক,কুলিক
492,সুস,সুস
493,ধমকালি,ধমক
494,ক্ষারক,ক্ষারক
495,এটর্নির,এটর্নি
496,জুমার,জুমার
497,খোসায়,খোসা
498,কালীমন্দির,কালীমন্দির
499,বোনকে,বোন
500,নিকারাগুয়াতে,নিকারাগুয়া
501,এরিয়ায়,এরিয়া
502,হার্ডব্যাক,হার্ডব্যাক
503,কিও,কি
504,সাংহাইয়ের,সাংহাই
505,উপমন্ত্রীর,উপমন্ত্রী
506,মাইলস,মাইলস
507,পিকেএসএফ,পিকেএসএফ
508,ছোঁড়ে,ছোঁড়া
509,আসবার,আসা
510,যানবাহনের,যানবাহন
511,পেয়েও,পাওয়া
512,তিনিতো,তিনি
513,হাতই,হাত
514,পঞ্চদশ,পঞ্চদশ
515,প্যারালিম্পিকে,প্যারালিম্পিক
516,বেড়েই,বাড়ানো
517,সেনসর,সেনসর
518,কয়েকটার,কয়েক
519,হাইতিকে,হাইতি
520,মুহূর্তয়,মুহূর্ত
521,ছায়াছবিগুলোর,ছায়াছবি
522,বিন্দুর,বিন্দু
523,লঘুতা,লঘু
524,দেওয়ার,দেওয়া
525,আকুলতার,আকুল
526,জৈনধর্মের,জৈনধর্ম
527,ঢাকাই,ঢাকা
528,ইন্সটলেশন,ইন্সটলেশন
529,ইংরেজিজ্ঞান,ইংরেজি
530,জিরি,জিরি
531,বিশৃংখলা,বিশৃংখলা
532,রাঙামাটির,রাঙামাটি
533,ইন্দোর,ইন্দো
534,হাভার্ডের,হাভার্ড
535,লজ্জাবতী,লজ্জা
536,ওয়ার্ড্স্,ওয়ার্ড্স্
537,ময়দানে,ময়দান
538,বিশ্ববিদ্যলয়ের,বিশ্ববিদ্যলয়
539,পাসপোর্ট,পাসপোর্ট
540,ঝাঁকিতে,ঝাঁকি
541,লালমোহন,লালমোহন
542,প্রতাপে,প্রতাপ
543,ক্রিস্মাস,ক্রিস্মাস
544,ম্যারিয়াস,ম্যারিয়াস
545,বাফার,বাফার
546,নিহোন,নিহোন
547,খাজনার,খাজনা
548,অভিযানকালে,অভিযান
549,কালামুর,কালামুর
550,অন্ত্র,অন্ত্র
551,আলোকরশ্মির,আলোকরশ্মি
552,মুহ্যমান,মুহ্যমান
553,আইটিভি,আইটিভি
554,লক্ষ্মীছাড়া,লক্ষ্মী
555,কেসেই,কেস
556,সভাপতিত্বে,সভাপতিত্বে
557,উপাত্তগুলো,উপাত্ত
558,মেডেলিন,মেডেলিন
559,ফ্লেভার,ফ্লেভার
560,আইএফ,আইএফ
561,ফার্গো,ফার্গো
562,কেনিয়ানদের,কেনিয়ান
563,ট্রাইব্যুনালকে,ট্রাইব্যুনাল
564,নায়েক,নায়েক
565,মেরুদন্ডে,মেরুদন্ড
566,আস্তরণ,আস্তরণ
567,হ্যাইস,হ্যাইস
568,তরবারির,তরবারি
569,সংক্রমণের,সংক্রমণ
570,শব্দভান্ডারের,শব্দ
571,সরাবরাহ,সরাবরাহ
572,জীবনহানির,জীবনহানি
573,মহিলাটির,মহিলা
574,সুযোগগুলি,সুযোগ
575,ডিআইজি,ডিআইজি
576,পাইপলাইন,পাইপলাইন
577,ক্রিমিয়া,ক্রিমিয়া
578,কলেজর,কলেজ
579,রুশভাষী,রুশভাষী
580,গ্যাস,গ্যাস
581,খন্ডাংশ,খন্ডাংশ
582,কিডনী,কিডনী
583,অনাথদের,অনাথ
584,স্বরাষ্ট্রসচিব,স্বরাষ্ট্রসচিব
585,ব্রেকিং,ব্রেকিং
586,ঝলকানিসহ,ঝলকানি
587,অমলের,অমল
588,ধীরগতিসম্পন্ন,ধীরগতি
589,বলিলেন,বলা
590,দেশপ্রেম,দেশপ্রেম
591,নির্ণয়,নির্ণয়
592,নৃত্যপরিকল্পনা,নৃত্যপরিকল্পনা
593,পেনসিলভেনিয়া,পেনসিলভেনিয়া
594,পিএপি,পিএপি
595,আনছে,আনা
596,অধিনায়ককেই,অধিনায়ক
597,হিস্টোরি,হিস্টোরি
598,ডেনভারে,ডেনভার
599,নদীয়ার,নদীয়া
600,দ্বিতী,দ্বিতী
601,আয়ন,আয়ন
602,হালদারকে,হালদার
603,হাসার,হাসা
604,দৌড়িতে,দৌড়
605,ধর্মসভার,ধর্মসভা
606,বিশেষজ্ঞের,বিশেষজ্ঞ
607,ঐতিহ্যবাহি,ঐতিহ্য
608,পাইয়ের,পাইয়ে
609,পরিবর্ধন,পরিবর্ধন
610,উত্তরগুলি,উত্তর
611,হস্তে,হস্ত
612,সিসিলীয়,সিসিলীয়
613,কাফেরদের,কাফের
614,টাংগন,টাংগন
615,আত্মহত্যাই,আত্মহত্যা
616,মিলেছে,মেলা
617,সমবয়সিদের,সমবয়সি
618,খায়েশই,খায়েশ
619,কিতা,কিতা
620,উপযুগে,উপযুগ
621,সবক,সবক
622,বকলস,বকলস
623,চিবুক,চিবুক
624,আইনসম্মত,আইনসম্মত
625,গফরগাঁও,গফরগাঁও
626,প্রমোদ,প্রমোদ
627,আকবর,আকবর
628,দ্বিতীয়ত,দ্বিতীয়
629,জয়নুল,জয়নুল
630,নান্দনিক,নান্দনিক
631,ইয়াপ,ইয়াপ
632,গুলিই,গুলি
633,নাট্যকারের,নাট্যকার
634,জীবাণুতে,জীবাণু
635,যুক্তরাষ্ট্রও,যুক্তরাষ্ট্র
636,ফ্যাশনে,ফ্যাশন
637,স্বার্থক,স্বার্থক
638,হেলের,হেল
639,খদ্দের,খদ্দের
640,অপমৃত্যুকে,অপমৃত্যু
641,শিকারীর,শিকারী
642,তমালেরা,তমাল
643,দ্বিঘাত,দ্বিঘাত
644,বসো,বসা
645,চাকার,চাকা
646,রিচার্ডের,রিচার্ড
647,নিরাভরণ,নিরাভরণ
648,বিতন্ডা,বিতন্ডা
649,লিগ্যাসি,লিগ্যাসি
650,স্বাদের,স্বাদ
651,গুনগুনানির,গুনগুন
652,ইজারা,ইজারা
653,সার্ডিন,সার্ডিন
654,বনউজাড়,বনউজাড়
655,ইনসুলিন,ইনসুলিন
656,দারভিশ,দারভিশ
657,আকুয়া,আকুয়া
658,ক্যামাক,ক্যামাক
659,জিতছে,জিত
660,আত্মসম্মানে,আত্মসম্মান
661,নিসের,নিস
662,সন্ধি,সন্ধি
663,পোড়া,পোড়ানো
664,মূলভূখন্ডের,মূলভূখন্ড
665,রানার্স,রানার্স
666,শিল্ডস,শিল্ড
667,আনুষঙ্গিক,আনুষঙ্গিক
668,তারাকে,তারা
669,নগরায়ণের,নগরায়ণ
670,ধরছে,ধরা
671,তারের,তার
672,সুগভীর,সুগভী
673,দেওয়াব,দেওয়া
674,বাহাউদ্দিন,বাহাউদ্দিন
675,ফুফাতো,ফুফা
676,ক্ষেত,ক্ষেত
677,বাইপাস,বাইপাস
678,ইমার্জেন্সি,ইমার্জেন্সি
679,সংকটটি,সংকট
680,বিজ্ঞানীকে,বিজ্ঞানী
681,অনিবার্য,অনিবার্য
682,যাজন,যাজন
683,মতবাদকে,মতবাদ
684,আশ্রয়প্রার্থীরা,আশ্রয়প্রার্থী
685,রাষ্ট্রিয়,রাষ্ট্র
686,ভরতি,ভরতি
687,অমাবস্যার,অমাবস্যা
688,দুর্বৃত্তায়ন,দুর্বৃত্তায়ন
689,আলাপে,আলাপ
690,প্রায়শ,প্রায়
691,শাহাদাত,শাহাদাত
692,যোগশাস্ত্র,যোগ
693,ঢাকনাটা,ঢাকনা
694,চেয়ারম্যানকে,চেয়ারম্যান
695,যাপকের,যাপক
696,হিশাম,হিশাম
697,জরুরি,জরুরি
698,জীপে,জীপ
699,হেবিয়াস,হেবিয়াস
700,জামাই,জামাই
701,দিনপ্রতি,দিনপ্রতি
702,ভেরনিকা,ভেরনিকা
703,অপব্যয়িত,অপব্যয়
704,নীড়ে,নীড়
705,সর্বোচ্চে,সর্বোচ্চ
706,যথাঃ,যথা
707,অনন্তজীবন,অনন্ত
708,কায়রো,কায়রো
709,ভান্ড,ভান্ড
710,বাকলার,বাকলা
711,মৃৎপাত্রে,মৃৎপাত্র
712,কাঠার,কাঠা
713,নেবার,নেয়া
714,করিলেও,করা
715,তথ্যগুলোর,তথ্য
716,বিজ্ঞানীদেরকে,বিজ্ঞানী
717,যকৃতের,যকৃত
718,ভ্যালেরো,ভ্যালেরো
719,ক্রিয়াকর্মের,ক্রিয়াকর্ম
720,বাহরেন,বাহরেন
721,আন্তরিকতাশূন্য,আন্তরিকতা
722,হিউম্যানিটি,হিউম্যানিটি
723,আয়করই,আয়কর
724,হল্যাণ্ড,হল্যাণ্ড
725,আলোচিত,আলোচনা
726,আশঙ্কায়,আশঙ্কা
727,মোংলা,মোংলা
728,হইতাছে,হওয়া
729,এজন্যেই,এইজন্য
730,রেডিওথেরাপি,রেডিও
731,রঙ্গভূমি,রঙ্গভূমি
732,অভয়,অভয়
733,মার্চাভিদা,মার্চাভিদা
734,ফাস,ফাস
735,চিশতিয়া,চিশতিয়া
736,থরিন,থরিন
737,অ্যালকেমিস্ট,অ্যালকেমিস্ট
738,বিষয়বস্তুটি,বিষয়বস্তু
739,একরকমের,একরকম
740,রক্তকোষ,রক্তকোষ
741,ছায়াছবির,ছায়াছবি
742,উল্লাসে,উল্লাস
743,রগড়ানো,রগড়ানো
744,রুমানিয়ার,রুমানিয়া
745,ডায়াস্পোরা,ডায়াস্পোরা
746,সালিসে,সালিস
747,সৌজন্যের,সৌজন্য
748,ড্রেবার,ড্রেবার
