,column2
478,ভাষা
479,মাতৃভাষা
480,ডায়েরী
481,মুখস্ত
482,আল্লাহ
483,ভগবান
484,ঈশ্বর
485,কুরআন
486,মুসলিম
487,যীশু
488,গৌতম বুদ্ধ
490,পীর
491,ইফতার
492,ওজু
493,জায়নামাজ
494,তসবিহ
495,তাবিজ
496,বড়দিন
497,পূজা
498,সিঁদুর
499,প্রতিবন্ধী
500,দৃষ্টি প্রতিবন্ধী
502,শ্রবণ প্রতিবন্ধী
504,শ্রাবণ যন্ত্র
506,হিজড়া
507,সহায়ক উপকরণ
509,দর্শক
510,খেলোয়ার
511,গ্যালারী
512,খেলার মাঠ
514,গোলপোস্ট
515,নেট
516,দাবা
517,ব্যাডমিন্টন
518,লুডু
519,ব্যায়াম
520,নৌকাবাইচ
522,অলিম্পিক গেমস
524,ক্যারাম
525,তাস খেলা
527,দমকল বাহিনী
529,চাকা
530,আসন (সীট)
532,সড়ক দুর্ঘটনা
534,হর্ণ
535,কাউণ্টার
536,বাস স্টপেজ
538,চালু করা
540,সাঁকো
541,ওভারব্রীজ
543,আন্ডারপাস
544,টেক্সি
545,সমাজ
546,সমাবেশ
547,প্রতিবাদ
548,হরতাল
549,আলোচনা
552,খৎনা
553,মিলাদ
554,ওয়াজ
555,যাত্রা
556,সার্কাস
557,নির্বাচন
558,ভোট
559,মহররম
560,সম্বর্ধনা
561,সভা/বৈঠক
563,জাতীয় সঙ্গীত
565,কৌতুক
566,যৌতুক
567,সাক্ষাৎকার
568,ব্যবসা
569,ক্রেতা
570,বিক্রেতা
571,আয়
572,আয়
573,ব্যয়
574,ব্যাংক
575,বীমা
576,সম্পত্তি
577,ওজন
578,দারোয়ান
579,সরকারী
580,বেসরকারী
581,কামার
582,মুচি
583,উকিল
584,বিচারপতি
586,ধোপা
587,গায়িকা
588,অভিনেতা
589,অভিনেত্রী
590,কৃষক
591,মেম্বার
592,ধাত্রী
593,কসাই
594,চাকুরী
595,ট্রাফিক পুলিশ
597,চাকুরীজীবী
598,বৈমানিক/পাইলট
600,সাংসদ/এমপি
602,ট্যালকম পাউডার
604,পারফিউম
605,আতর
606,ক্রিম
607,আলতা
608,টিপ
612,কাজল
613,ব্লেড
615,অসভ্য
616,সভ্য
617,অলস
618,শান্ত
619,সন্দেহ
620,হিংসা
621,অসৎ মানুষ
623,সাহস
624,গরীব
625,মেধাবী
626,ভালোবাসা
627,পাসপোর্ট
628,জাতিসংঘ
629,আফ্রিকা
630,এশিয়া
631,ইউরোপ
632,ভুটান
633,মালদ্বীপ
634,জাপান
635,চীন
636,অস্ট্রেলিয়া
637,রাশিয়া
638,ঝর্ণা
639,দ্বীপ
640,ত্রান
641,দুর্গন্ধ
642,স্রোত
643,পার্ক
644,আবর্জনা
645,মহাদেশ
646,বিদেশ
647,ক্ষেত
649,বন
650,বাঁধ
651,মরুভূমি
652,উত্তর/নর্থ
654,দক্ষিণ
655,জেলা
656,ঢাকা
657,শহীদ মিনার
662,বিশ্ববিদ্যালয়
663,ক্লিনিক
664,থানা
665,জেলখানা
666,ডাকঘর
667,কাজি অফিস
669,জাতীয় স্মৃতিসৌধ
671,কমিউনিটি সেন্টার
673,শিয়াল
674,হাতি
675,বানর
676,খরগোশ
677,ব্যাঙ
678,তেলাপোকা
679,টিকটিকি
680,চিংড়ি
681,মাছি
682,ইলিশ মাছ
685,বিজ্ঞানী
686,গবেষক
687,জেনারেটর
688,ক্যালকুলেটর
689,রিমোট কন্ট্রোল
691,চার্জার
692,যোগাযোগ
693,সংবাদপত্র
694,ইমেইল
695,জানুয়ারি
696,ফেব্রুয়ারি
697,মার্চ
698,এপ্রিল
699,সেপ্টেম্বর
700,অক্টোবর
701,নভেম্বর
702,ডিসেম্বর
703,শীতকাল
704,বসন্তকাল
705,মাস
706,ঋতু
707,ভাদ্র
708,আশ্বিন
709,কার্তিক
710,অগ্রহায়ন
711,প্রতিদিন
712,সবসময়
714,অমাবস্যা
715,পূর্ণিমা
716,শরীর/মানবদেহ
719,মস্তিষ্ক
720,গোঁফ
721,দাঁড়ি
722,টেকো
723,আইন
724,বিচার
725,গ্রেফতার
726,ডাকাত
727,ছিনতাইকারী
728,পকেটমার
729,আহত
730,জরিমানা
731,খুন
732,দখল
733,জুয়া
734,অক্ষর
735,অক্সিজেন
736,পৃষ্ঠা
737,শাস্তি
738,হিন্দী
739,আরবী
740,ফরাসী
741,চাইনিজ
742,বিজ্ঞান (বিষয়)
744,বিজ্ঞান (বিভাগ)
746,মানবিক (বিভাগ)
748,বাণিজ্য (বিভাগ)
750,ভাগ
751,ভাংতি
752,ব্যাকরন
753,অতীত
754,নিজে
755,সে
756,একই রকম
758,একত্রে
759,ওপার
760,হঠাৎ
761,উভয়
762,নিষেধ করা
764,অনুসরণ করা
766,কল্পনা করা
768,শ্রদ্ধা করা
770,ঘৃণা করা
772,প্রতিশোধ
773,তৃপ্তি
774,প্রতিরোধ
775,অবরোধ
776,ধার করা
778,চাওয়া
779,পাওয়া
780,মারা
781,অপহরণ
782,প্রচার
783,প্রকাশ
784,পরিদর্শন
785,কাঁপাকাঁপি
786,বেড়ানো
787,মনে পড়া
789,অর্জন করা
791,অনুশীলন
792,পরিশ্রম
793,কষ্ট
794,ফেলে দেয়া
796,হায়
797,তবুও
798,যদি
799,ছি
800,ব্যস্ত
801,দিয়ে
802,থেকে
803,কুঁড়েঘর
804,অ্যাপার্টমেন্ট
805,রাষ্ট্রপতি
806,মন্ত্রী
807,গর্ভাবস্থা
808,সচেতনতা
809,বাঁকা
811,সোজা
812,লাইব্রেরী
813,উজ্জল
814,কিস্তি
815,লাশ
,কিস্তি
816,বাহক
817,এনজিও
819,বিক্ষোভ
820,ক্ষোভ
821,বেড়ার ঘর
823,নকল
824,উন্নতি
825,অবনতি
826,সুযোগ
827,বিভাগ
828,ধর্ষণ
829,শ্যালক
830,শালিকা
831,পুত্র
832,কন্যা
833,মামাতো ভাই/বোন
837,শ্বশুর
838,শাশুড়ি
839,তাওই
840,সম্বন্ধে
841,সম্বন্ধী
842,বড় আব্বা
844,বড় আম্মা
846,নাতি
847,জ্বা
848,বন্ধু/বান্ধবী
850,শুভাকাংখি
851,দাতা
852,শিষ্য
854,পরকীয়া
855,মেহমান
856,জমজ
857,জারজ
858,সম্পর্ক
859,বিরিয়ানী
860,খিচুরি
861,কোপ্তা
862,নাড়ু
863,কোরমা
864,বেল
865,জামরুল
866,পানিফল
867,আমলকি
868,আমড়া
869,সবেদা
870,জিরা
871,ধনিয়া
872,রসমালাই
873,সজনে
874,কালিজিরা
875,তেজপাতা
876,পাঁচফোড়ন
877,লাউশাক
879,দারুচিনি
880,এলাচি
881,লবঙ্গ
882,শিম
883,মুলা
884,মটরশুঁটি
885,বরবটি
886,পায়েস
887,সেমাই
888,হালুয়া
889,স্যুপ
890,ডালডা
891,আখের গুড়
894,খেজুর গুড়
896,তালের গুড়
898,কাজুবাদাম
902,পেস্তাবাদাম
903,কাঠবাদাম
904,দুধলাউ
906,সমুচা
908,পেটিস
909,বড়া
910,ভর্তা
911,পিয়াজু
912,বেগুনি
913,বুট ভাজা
915,ললিপপ
916,সুজি
918,মোয়া
919,পুলি পিঠা
921,পাটিসাপটা পিঠা
924,চিচিঙ্গা
925,দুধের ছানা
927,তামাক
928,আখ
929,তালের শাঁস
931,তালের খোয়া
933,তাড়ি
935,নাস্তা
936,ধুতি
937,জ্যাকেট
938,জার্সি
939,রেইনকোট
940,সেমিজ
941,সালোয়ার
942,কামিজ
943,স্কার্ফ
945,নাগড়া
946,খরম
947,জিন্স
948,ঘাগড়া
949,সানগ্লাস
950,কন্টাক্ট লেন্স
952,টিকলি
953,নোলক
954,বাজু বন্ধ
955,টেবিল ল্যাম্প
957,ছাকনি
958,সসপেন
959,ব্লেন্ডার মেশিন
961,টোস্টার
962,টব
963,কমোড
964,টপ
965,হ্যাঙ্গার
966,এ্যাকুরিয়াম
967,এ্যাসট্রে
968,তার/ক্যাবল
970,দড়ি/রশি
972,গ্রিল
973,ট্যাংকি
974,কার্ণিশ
975,দিয়াশলাই
976,দা
977,বটি
978,চাকু
979,এরোসল
980,কয়েল
981,জুতার তাক
984,ক্যাবিনেট
985,ডিপ ফ্রিজ
987,বাঁশ
989,চুন
990,বোতল
991,সেলাই মেশিন
993,বৈঠকখানা
994,গোয়ালঘর
996,মই
997,সিন্দুক
998,গুহা
999,গামলা
1000,ফোল্ডার
1001,পাঞ্চ মেশিন
1003,ফাইল
1004,কোলবালিশ
1005,দোলনা
1006,ছড়ি
1007,হামানদিস্তা
1008,হাতুড়ি
1009,শাওয়ার
1010,পেপার ওয়েট
1012,খুন্তি
1013,টয়লেট ক্লিনার
1015,ব্লিচিং পাউডার
1017,টিফিন ক্যারিয়ার
1019,ড্রাম/পাত্র
1021,আলকাতরা
1023,প্লাগ
1024,লাইটার
1025,বেলুনি
1026,ফটোফ্রেম
1028,কাস্তে
1029,সাবানের কেস
1031,গ্লাস
1033,ছিকা
1034,ডাল ঘুটনি
1036,কব্জা
1037,ক্ষুর
1038,খাঁচা
1039,খাঁচা
1040,স্প্রিং
1041,হিটার
1042,খাসকামরা
1044,নীড়
1045,চৌবাচ্চা
1046,তলোয়ার/তরবারি
1048,তোরণ
1049,তুষ
1050,কুড়া
1051,পোলো
1052,মাছের চাই
1054,মাটির চুলা
1056,মটকা
1057,মাতাল/পাতলা
1059,ইজেল
1060,রংতুলি
1062,রংপ্লেট
1064,টোস্টার
1065,ঝুলনি
1066,জলচৌকি
1067,নামাজের চৌকি
1069,তারপিন তেল
1072,ধূপ
1073,কেলা
1074,অজ্ঞান
1075,উন্মাদ
1076,কবিরাজ
1077,কোষ্ঠকাঠিন্য
1078,ক্ষত
1079,বিষাক্ত
1080,আয়োডিন
1081,খুশকি
1082,রাতকানা
1083,ও লেভেল
1085,এ লেভেল
1087,লেটার
1088,প্রথম পত্র/দ্বিতীয় পত্র
1092,বয়স্ক শিক্ষা
1094,ক্যাম্পাস
1095,নোট
1096,পরীক্ষার্থী
1097,পাপ
1098,অভিশাপ
1099,আগরবাতি
1100,তওবা
1101,গোরস্থান
1102,জিহাদ
1103,ঝাড়ফুঁক
1104,প্রসাদ
1105,টানাটানি
1106,ডিগবাজি
1107,তীর-ধনুক
1109,গাঙ্গুলী
1110,ডাঙ্গুলি
1111,জঙ্গিবিমান
1113,ড্রেন
1114,ভেলা
1115,নোঙ্গর
1116,কাঁচা রাস্তা
1118,খেয়াঘাট
1119,ঘোড়ার গাড়ি
1121,গরুর গাড়ি
1123,গুনটানা
1124,মোড়
1125,গোলচক্কর
1126,নাগরদোলা
1127,শোকসভা
1128,সুপ্রভাত
1129,র‌্যালি
1130,আপ্যায়ন
1131,বাগদান
1132,বরযাত্রী যাত্রী
1134,পুতুলনাচ
1136,সামিয়ানা
1137,মূল্যছাড়
1138,অগ্রীম
1139,নগদ
1140,দাঁড়িপাল্লা
1141,অভিনয়
1142,উপস্থাপক
1143,ক্রীতদাস
1144,গোয়েন্দা
1145,জীবিকা
1146,জ্যোতিষী
1147,ডুবুরী
1148,পতিতা
1149,রাজমিস্ত্রি
1150,পাহারাদার
1151,মুক্তিযোদ্ধা
1152,ইলেকট্রিশিয়ান
1153,জহুরী
1154,সাপুড়ে
1155,মাসকারা
1156,ফেস পাউডার
1158,কাজলদানি
1159,সুরমা
1160,কসমেটিক
1161,উপভোগ
1162,চরিত্র
1163,কথাবার্তা
1164,বদমাইশ
1165,বেঈমান
1166,বেয়াদব
1167,অত্যাচার
1168,ইচ্ছা করা
1170,আত্মহত্যা
1173,পিছু হটা
1175,অধঃপতন
1176,অনিচ্ছা
1177,অন্তরঙ্গ
1178,আত্মবিশ্বাস
1179,উদাসীন
1180,উলঙ্গ
1181,একা
1182,গোমড়া
1183,ঘাবড়ানো
1184,চমকানো
1185,চুমুক
1187,জ্বালাতন
1188,জেদ
1189,জ্বালা
1190,জ্ঞানী
1191,নাস্তিক
1192,আস্তিক
1193,নিঃসন্তান
1194,নিরুৎসাহ
1195,মিতব্যায়ী
1199,সহ্য
1200,স্বার্থ
1201,সান্তনা
1202,তৃপ্তি
1203,ঠাট্টা
1204,ঠোঁটকাটা/স্পষ্টভাষী
1207,মায়া
1208,পরনির্ভরশীল
1209,অগ্নিশিখা
1210,আগাছা
1211,কয়লা
1212,গাছের গুড়ি
1214,মানুষের ছায়া
1216,জড়
1218,ঝিনুক
1219,থােকা
1220,ধুলা
1221,ব্যাঙাচি
1222,মুক্তা
1223,ধান
1225,বাশঁঝাড়
1229,পাট
1230,শাপলা ফুল
1232,ভাটা
1233,চোরাবালি
1234,আগ্নেয়গিরি
1235,নাতিশীতোষ্ণ
1236,জলস্রোত
1237,রংধনু
1238,মরুভূমি
1239,অববাহিকা
1240,চর
1241,ক্যাঙ্গারু
1242,গলদা চিংড়ি
1244,গাধা
1245,ঘোড়া
1246,জোঁক
1247,জলহস্তী
1248,শামুক
1249,মাকড়সা
1250,বিদ্যুৎ
1251,জলবিদ্যুৎ
1252,বিকল
1253,মাইক্রোফোন
1254,স্ক্যানার
1255,রিপোর্ট
1256,খোঁজ খবর
1258,বিজ্ঞাপন
1259,দীর্ঘমেয়াদী
1260,দীর্ঘদিন
1261,পররাষ্ট্র
1262,দূতাবাস
1263,রক্ত
1264,কন্ঠনালী
1265,জঠর
1266,হাত
1267,পেট
1268,হাঁটু
1269,গলা
1270,ঘাড়
1272,যাবজ্জীবন
1273,অধিকার
1274,আটক
1275,আত্মগোপন
1276,গ্রাস করা
1279,ঘুষ
1280,চড়/থাপ্পর
1282,জাল করা
1284,পলাতক
1285,পাশা
1286,পাষাণ
1287,ফুসলানো
1288,বখাটে
1289,আপিল
1290,হেরোইন
1292,ফেনসিডিল
1293,প্যাথেডিন
1294,জামিনপত্র
1296,জলকর
1297,জল্লাদ
1298,জামিনদার
1299,ধস্তাধস্তি
1304,ধাক্কা
1305,শাখা/সেকশন
1307,মনোবিজ্ঞান
1308,অর্থনীতি
1309,পৌরনীতি
1310,গার্হস্থ্য বিজ্ঞান
1312,মৃৎশিল্প
1313,ফার্মেসি
1314,লাইব্রেরী সাইন্স
1316,রসায়ন
1317,চূড়ান্ত
1318,বাতিল
1319,রেজিস্ট্রেশন/নিবন্ধন
1321,উপস্থিত
1322,গেস্টরুম
1324,কুচকাওয়াজ
1325,উপন্যাস
1326,সমাজ কল্যাণ
1327,কৃষি বিজ্ঞান
1329,মৎস্য বিজ্ঞান
1331,পশু চিকিৎসা বিজ্ঞান
1334,পশুপালন বিজ্ঞান
1336,অবসর কাটানো
1338,অবসর গ্রহণ
1340,হারিয়ে যাওয়া
1342,দক্ষতা
1343,পরিচিতি
1344,অপসারণ
1345,অবশিষ্ট
1346,অভিধান
1347,গাঁথুনি
1348,চিরকুট
1349,ছাড়পত্র
1350,ছাড়াছাড়ি
1351,তর্ক
1352,তহবিল
1353,দলিল
1354,দুর্নীতি
1355,পরিমাপ
1356,পর্যবেক্ষণ
1358,প্রস্তাব
1359,সংস্থা
1360,সংযুক্ত
1361,আদমশুমারি
1362,জনগণ
1363,অনুদান
1364,সাইনবোর্ড
1365,ব্যানার
1366,আয়তন
1367,ইউনিফর্ম
1368,জনতা
1369,টিপসই
1370,ডাকমাসুল
1372,তহশীলদার
1373,উপাধি
1374,সাক্ষাৎ দেওয়া
1376,মঞ্জুর
1377,ভারপ্রাপ্ত
1378,অঢেল
1382,অতিক্রম (বাঁধা)
1384,অতিরিক্ত
1385,অদল বদল
1387,অনুচিৎ
1388,অমিল
1389,অর্থ/মানে
1391,অস্পষ্ট
1392,আদান প্রদান
1393,পরিবর্তন
1394,আবরণ
1395,আলিঙ্গন
1396,কুফল
1397,ক্রমেক্রমে
1399,গর্জন
1400,ত্যাগ করা
1402,চলন্ত
1403,চিৎ কাত
1406,চিৎকার করা
1408,চ্যাপ্টা
1409,ছিমছাম
1410,বসবাস
1411,জীবন্ত
1412,জীর্ণ
1413,তুচ্ছ
1414,দুর্লভ
1415,সুলভ
1416,অনিশ্চিত
1417,আশাহত
1418,নিশ্চয়
1419,পরিচর্যা
1420,পরিত্যক্ত
1421,অনুকরণ
1422,নিশ্চিন্ত
1423,অনুনয়
1424,চিরস্থায়ী
1425,অপ্রতিদ্বন্দ্বী
1426,অপ্রাপ্ত বয়স্ক
1427,অফুরন্ত
1428,অবগতি
1429,অশ্লীল
1430,আক্ষেপ
1431,আবোলতাবল
1433,আগাগোড়া
1434,পরিচয়
1435,দফা
1436,অবশ্যই
1437,বিচ্ছিন্ন
1438,নকশা
1439,আলপনা
1440,ভাসা
1441,বাসা
1442,ডুবে যাওয়া
1444,অপেক্ষা
1445,আবদার
1446,অবহেলা
1447,আড্ডা দেয়া
1449,একমত
1450,কাছাকাছি
1451,কিল
1452,কোলাহল/গোলমাল
1454,গুড়া
1455,গুজব
1456,গুদাম
1457,গলা ধাক্কা
1459,ছেঁড়া
1460,ছিদ্র
1462,ছুটাছুটি
1463,ছেঁচা
1464,টানাপোড়ন
1466,ঢালা
1467,ঢালু
1468,ঢিলমারা
1470,নত
1471,পরাধীন
1472,পিচ্ছিল
1473,পেঁচানো
1474,ভরাট
1475,ভারসাম্য
1476,ভিড়
1477,মচকানো
1478,হামাগুড়ি
1479,অসম্পূর্ণ
1480,নিশ্চিত করা
1482,প্রধানমন্ত্রী
1483,তবলা
1484,গিটার
1485,একতারা
1486,ঢোল
1487,প্রাপ্তবয়স্ক
1488,আনাগোনা
1489,বাছাই করা
1491,আজন্ম
1493,এক কথা
1495,এমনি
1496,দরকষা
1497,শোকাহত
1498,বপন
1499,রোপন
1500,সার
1502,কীটনাশক
1503,গণঅভ্যুত্থান
1504,গাঁথা
1506,ঘষামাজা
1507,ঘাড়ধাক্কা
1509,খাদক
1510,হুকুম
1511,বিভক্ত
1512,উত্থান পতন
1514,ছাত্রনেতা
1515,ছাপানো
1516,চুলের জটা
1518,ঝাঁকুনি
1519,কনডম
1520,মাড়াই করা
1522,আগুন পোহানো
1524,শাঁখা
1525,আছাড়
1526,আচ্ছা
1529,আড়চোখ
1530,আড়াআড়ি
1531,উপকার
1532,চাপ
1533,উৎসব
1534,এলোপাতাড়ি
1535,ধাওয়া
1536,ধস
1537,ধ্যান
1538,নমুনা
1539,মত
1541,ব্যর্থ
1542,চাপ দেওয়া
1544,উপুর
1545,দ্যুতি
1548,ঝাঁপিয়ে পড়া
1550,শব্দ/আওয়াজ
1552,ধমক
1553,অহংকার
1554,দল
1555,তারিখ
1556,পোনা মাছ
1558,ফারেনহাইট
1559,চ্যানেল
1560,পারাপার
1561,পরী
1562,অনশন
1564,অনাত্মীয়
1565,অনাদায়
1566,অনাবৃষ্টি
1567,অপকার
1568,অসাবধানতা
1569,আদায়
1570,আর্তনাদ
1571,গজ
1572,উগ্র
1573,উচ্চাভিলাষ
1574,উত্তেজনা
1575,কম্পাস
1576,চুলকানি
1577,চোয়াল
1578,অভদ্র
1579,কুমতলব
1580,কুকথা
1581,কুখ্যাত
1584,পরামর্শ
1585,কড়া
1587,উৎসাহ
1588,কানাকানি
1589,ঘষা
1590,ফুল পিঠা
1592,চাপটি পিঠা
1594,ছিটা রুটি
1596,জিলাপি
1597,চাটনি
1598,আচার
1599,তেলের পিঠা
1601,মেরা পিঠা
1603,হাতের সেমাই
1605,নোনতা
1606,বুট জুতা
1608,জামার হুক
1610,হেম সেলাই
1612,লেস
1613,পাইপিন
1614,শাড়ির পাড়
1616,পাটা
1617,শিল
1618,জলকান্দা
1619,পিরা
1620,বীড়া
1621,ফিউজ
1622,মেইন সুইচ
1624,পানির মিটার
1626,বিদ্যুতের মিটার
1628,বার্নিশ
1629,ওয়ার কাটার
1631,তন্দুর
1632,তাগা
1633,ড্রিল মেশিন
1635,গ্রীল
1636,পাস
1638,ছেনি
1639,শীতল পাটি
1641,পিঞ্জর
1642,দোয়াত
1643,বলম
1644,চাবুক
1645,কপিকল
1646,কলস
1647,প্রসব
1648,আয়ুর্বেদিক
1649,ইনহেলার
1651,মড়ক
1652,আয়ু
1653,মোরগ
1654,কান পাকা
1656,খোস পাচড়া
1658,ফার্মেসী
1659,ডায়াগনস্টিক সেন্টার
1661,বিস্তৃতি
1662,উচ্চতা
1663,শীর্ষ
1664,গোলাকৃতি
1665,স্কলারশীপ
1666,জোড় সংখ্যা
1667,বিজোড় সংখ্যা
1669,কুতকুত খেলা
1671,জাহাজ
1672,রিকশার হুড
1674,মালগাড়ি
1675,টোল
1676,স্পিডবোর্ড
1678,ট্রাক
1679,মাইক্রোবাস
1680,ভ্যান গাড়ি
1682,হস্তশিল্প মেলা
1684,চামড়া শিল্প মেলা
1687,থিয়েটার
1688,জুম্মা নামাজ
1690,টেন্ডার
1691,স্ট্যাম্প
1692,কুলি
1693,এয়ার হোস্ট্রস
1696,কোঁকড়া চুল
1698,সোজা চুল
1700,বোঁচা
1701,চোখা
1702,শ্যামলা
1703,নিগ্রো
1704,চাকমা
1705,ইরান
1706,ইতালি
