,Inflected_Word,Lemma
149,তীর্থঙ্করদের,তীর্থঙ্কর
150,বাদক,বাদক
151,শাংরি,শাংরি
152,আনাইতারা,আনাইতারা
153,টেরেল,টেরেল
154,যোগদানকারীরা,যোগ
155,তথ্যটিকে,তথ্য
156,মেরিন,মেরিন
157,ইসলামিয়া,ইসলাম
158,চুনাপাথরে,চুনাপাথর
159,প্রত্যেককে,প্রত্যেক
160,পৌঁছলে,পৌঁছা
161,অদ্ভুতভাবে,অদ্ভুত
162,রিথির,রিথি
163,ইসমাইল,ইসমাইল
164,সৃষ্টিগুলোর,সৃষ্টি
165,পড়েছি,পড়া
166,জুলিয়া,জুলিয়া
167,উদ্ভুত,উদ্ভুত
168,আছিস,আছে
169,যৌনক্রিয়ার,যৌনক্রিয়া
170,নট,নট
171,ব্যাংকক,ব্যাংকক
172,চিত্রযুক্ত,চিত্র
173,মুসুল্লীদের,মুসুল্লী
174,ভাঙ্গিলেন,ভাঙ্গা
175,অংশী,অংশ
176,ধূলার,ধূলা
177,ছোটোগল্পের,ছোটোগল্প
178,থাকতেই,থাকা
179,কারিগরেরা,কারিগর
180,যুগান্তকারী,যুগান্তকারী
181,ঢুকতে,ঢোকা
182,অনাগ্রহী,অনাগ্রহ
183,পাঠক্রম,পাঠক্রম
184,পন্থা,পন্থা
185,সরকারগুলির,সরকার
186,অ্যাকাউন্টের,অ্যাকাউন্ট
187,জীববিদ্যা,জীববিদ্যা
188,উপগ্রহের,উপগ্রহ
189,যোগে,যোগ
190,আ্যলবার্ট,আ্যলবার্ট
191,গরিষ্ঠতা,গরিষ্ঠ
192,ছন্দকে,ছন্দ
193,হেবজ্রসাধন,হেবজ্রসাধন
194,পুরাণ,পুরাণ
195,ওঠায়,ওঠা
196,তিরুপতি,তিরুপতি
197,গুঢ়পুরুষ,গুঢ়পুরুষ
198,অগ্রে,অগ্র
199,ইউনিভার্সিটি,ইউনিভার্সিটি
200,পরিবর্তনকে,পরিবর্তন
201,রুটী,রুটী
202,উত্পন্ন,উত্পন্ন
203,টকিং,টকিং
204,সত্যিকার,সত্য
205,এইরকমটা,এই
206,নৃত্যনাট্য,নৃত্যনাট্য
207,জানিয়েছিলেন,জানানো
208,শিগগিরই,শিগগির
209,একছড়া,এক
210,পরপর,পরপর
211,পারস্যদেশীয়,পারস্যদেশ
212,করল,করা
213,বিদ্যুৎকেন্দ্র,বিদ্যুৎ
214,চিস্তি,চিস্তি
215,মোকতান,মোকতান
216,বিদ্যুৎকেন্দ্রের,বিদ্যুৎ
217,চাচামেচি,চাচামেচি
218,আলোকময়,আলো
219,এসসি,এসসি
220,পদাঙ্ক,পদাঙ্ক
221,কনফারেন্সের,কনফারেন্স
222,খুজান্দের,খুজান্দ
223,ব্যভিচারীদের,ব্যভিচার
224,পর্যটনকেন্দ্র,পর্যটনকেন্দ্র
225,কার্যক্রমসমূহ,কার্যক্রম
226,সুয়েজ,সুয়েজ
227,কক্সবাজারের,কক্সবাজার
228,উলিসে,উলিস
229,বোলতা,বলা
230,দেখব,দেখা
231,থিঙ্ক,থিঙ্ক
232,ভাগবত,ভাগানো
233,কনকাকাফ,কনকাকাফ
234,নক্ষত্রপুঞ্জের,নক্ষত্র
235,খাজযুক্ত,খাজ
236,আজদাবাইয়া,আজদাবাইয়া
237,বুনানি,বুনা
238,সেটাতে,সে
239,সংকোচন,সংকোচন
240,চাবিকাঠি,চাবিকাঠি
241,এলএএন,এলএএন
242,কার্যক্রমও,কার্যক্রম
243,সংঘর্ষটি,সংঘর্ষ
244,যিরমিয়,যিরমিয়
245,সিবিএসই,সিবিএসই
246,মধ্যভাগ,মধ্যভাগ
247,রেকর্ডসংখ্যক,রেকর্ডসংখ্যক
248,প্রচ্ছন্ন,প্রচ্ছন্ন
249,মতদ্বৈধ,মতদ্বৈধ
250,সাময়িকপত্রগুলি,সাময়িকপত্র
251,আবেগধর্মী,আবেগধর্মী
252,পূর্বনাম,পূর্বনাম
253,সুপ্রাচীন,সুপ্রাচীন
254,বর্গাকার,বর্গাকার
255,ভক্তিভাবে,ভক্ত
256,গমনের,গমন
257,ঝড়না,ঝড়না
258,প্রচন্ড,প্রচন্ড
259,যেসব,যেসব
260,পৃষ্ঠার,পৃষ্ঠা
261,ক্যাসেটটিতে,ক্যাসেট
262,অধুনা,অধুনা
263,বাসনপত্র,বাসন
264,এমনভাবে,এমন
265,কৃষ্ণগড়,কৃষ্ণগড়
266,রেন্ট,রেন্ট
267,ইন্ডিকা,ইন্ডিকা
268,সমধান,সমধান
269,মুক্তমিশর,মুক্তমিশর
270,পড়বার,পড়া
271,দলগুলো,দল
272,যোশেফ,যোশেফ
273,জঙ্গিবাদের,জঙ্গি
274,নাইটিংগেলের,নাইটিংগেল
275,গম্বুজটির,গম্বুজ
276,ইসামারে,ইসামার
277,সিকিউরিটিজ,সিকিউরিটিজ
278,মতাবলম্বী,মতাবলম্বন
279,রাইজিংবিডিকে,রাইজিংবিডি
280,গ্যাজেটে,গ্যাজেট
281,রজার,রজার
282,ইলিয়াস,ইলিয়াস
283,মায়ানমারে,মায়ানমার
284,ততটাই,তত
285,গৃহহীন,গৃহহীন
286,জনেরও,জন
287,দাপ্তরিক,দপ্তর
288,ঋণের,ঋণ
289,যতক্ষন,যতক্ষন
290,বয়কটের,বয়কট
291,লক্ষ্যনীয়ভাবে,লক্ষ্য
292,বৌদ্ধপীঠের,বৌদ্ধপীঠ
293,উচিৎ,উচিৎ
294,বানোয়াট,বানোয়াট
295,যায়ীর,যায়ী
296,স্থগিতের,স্থগিত
297,প্রমুখ,প্রমুখ
298,গুণগুলোও,গুণ
299,স্মৃতিকক্ষ,স্মৃতিকক্ষ
300,ব্যাপটিজম,ব্যাপটিজম
301,অসংযতভাবে,অসংযত
302,ম্যালথাস,ম্যালথাস
303,ব্যাপারটি,ব্যাপার
304,পরাস্থ,পরাস্থ
305,সংবাদপত্রে,সংবাদপত্র
306,কাড়েন,কাড়া
307,জ্বী,জ্বী
308,শাখাসমূহের,শাখা
309,গ্রিন,গ্রিন
310,রোধে,রোধ
311,কোনোই,কোন
312,বিশারদ,বিশারদ
313,সমীকরণে,সমীকরণ
314,বালুচিস্তান,বালুচিস্তান
315,খণ্ড,খণ্ড
316,জীবনানন্দের,জীবনানন্দ
317,সাড়ার,সাড়া
318,গুলশামাদ,গুলশামাদ
319,পরদিনই,দিন
320,অসাধারণরূপে,অসাধারণ
321,কীটনাশক,কীট
322,সরওয়ার,সরওয়ার
323,বিসিএস,বিসিএস
324,আতশবাজির,আতশবাজি
325,মৃত্যুদণ্ড,মৃত্যু
326,স্থাপনার,স্থাপনা
327,রিয়াজুল,রিয়াজুল
328,নেলসনের,নেলসন
329,নাকছাবি,নাকছাবি
330,সুনির্দিষ্ট,সুনির্দিষ্ট
331,সিঙ্গারের,সিঙ্গার
332,স্টিমার,স্টিমার
333,মিস্টার,মিস্টার
334,সিনহা,সিনহা
335,অনুষ্ঠানেও,অনুষ্ঠান
336,অভিপ্রকাশ,অভিপ্রকাশ
337,হুকুম,হুকুম
338,সিঁধেল,সিঁধেল
339,বেনভেনুতো,বেনভেনুতো
340,পদত্যাগ,পদত্যাগ
341,রেখার,রেখা
342,রুপি,রুপি
343,টেন্সরের,টেন্সর
344,মীরা,মীরা
345,রপ্তানিও,রপ্তানি
346,কপিটি,কপিটি
347,বিস্তৃতি,বিস্তৃতি
348,কর্মশালাসহ,কর্মশালা
349,বাজিয়ে,বাজানো
350,স্কেলের,স্কেল
351,বন্ধনের,বন্ধন
352,কারাবন্দীসহ,কারাবন্দী
353,আর্মেনিয়ানজেনোসাইড,আর্মেনিয়ানজেনোসাইড
354,পয়সা,পয়সা
355,প্রেমিকাকে,প্রেমিকা
356,গ্যালারীতে,গ্যালারী
357,নিউমোনিয়ায়,নিউমোনিয়া
358,পরিমাণও,পরিমাণ
359,গাহি,গাওয়া
360,পেন্ডিং,পেন্ডিং
361,আবাসনের,আবাসন
362,আব্রহামের,আব্রহাম
363,স্কীমার,স্কীমার
364,কুচ,কুচ
365,খোঁড়লে,খোঁড়া
366,সার্নে,সার্ন
367,মিস্ত্রাল,মিস্ত্রাল
368,দূর্ঘটনার,দূর্ঘটনা
369,ডোভার,ডোভা
370,সার্চ,সার্চ
371,হেডিজ,হেডিজ
372,মার্কের,মার্ক
373,আলেকজান্ডার,আলেকজান্ডার
374,সুবর্ণ,সুবর্ণ
375,সুপন্ডিত,সুপন্ডিত
376,প্রেক্ষিতে,প্রেক্ষি
377,ঝলসে,ঝলসানো
378,ইউজিসি,ইউজিসি
379,সাধনা,সাধনা
380,জীবনমুখী,জীবনমুখী
381,প্রেতচর্চা,প্রেতচর্চা
382,সৈনিকদের,সৈনিক
383,মনোবল,মনোবল
384,ঠেলাগাড়িও,ঠেলাগাড়ি
385,মিলিচ,মিলিচ
386,এনিসোট্রপি,এনিসোট্রপ
387,ঘটনা,ঘটনা
388,কর্পোরেশনগুলি,কর্পোরেশন
389,কেপিকের,কেপিক
390,পৃষ্ঠপোষক,পৃষ্ঠপোষক
391,মেঝেতে,মেঝে
392,বৈদিক,বৈদিক
393,পুনর্বাসনের,পুনর্বাসন
394,মুসোলিনি,মুসোলিনি
395,টাটকা,টাটকা
396,সাধারন,সাধারন
397,শত্রুদেরকে,শত্রু
398,এস্টেটও,এস্টেট
399,কবচের,কবচ
400,ফার্নে,ফার্ন
401,অনুমানমূলক,অনুমান
402,লুকিং,লুকিং
403,কাইয়ান,কাইয়ান
404,আলবেরুনী,আলবেরুনী
405,লা,লা
406,বলদের,বলদ
407,ক্যান্টিনটা,ক্যান্টিন
408,নিকেতন,নিকেতন
409,আষ্টেপিষ্টে,আষ্টেপিষ্ট
410,কলিসিয়ামে,কলিসিয়াম
411,শেখে,শেখা
412,ছাড়করণের,ছাড়করণ
413,ব্যারিস্টার,ব্যারিস্টার
414,হলোকাস্ট,হলোকাস্ট
415,বেলগ্রেডে,বেলগ্রেড
416,গেট,গেট
417,মিয়াকে,মিয়া
418,নাট্যশাস্ত্র,নাট্য
419,সন্ত্রাসমূলক,সন্ত্রাস
420,টাঙ্গাইল,টাঙ্গাইল
421,বিকল্প,বিকল্প
422,প্রতিবেদক,প্রতিবেদক
423,শাসককে,শাসক
424,মোদিকে,মোদি
425,স্নায়ুযুদ্ধ,স্নায়ুযুদ্ধ
426,পটভূমি,পটভূমি
427,জগৎ,জগৎ
428,কেপিসিএল,কেপিসিএল
429,গুলো,গুলো
430,খাজনার,খাজনা
431,কচুমরিয়ম,কচুমরিয়ম
432,কিনেন,কেনা
433,দ্রুতির,দ্রুতি
434,করিন্থীয়,করিন্থীয়
435,প্রয়োজনীয়তা,প্রয়োজন
436,ফিশার,ফিশার
437,ফ্রিডরিশ,ফ্রিডরিশ
438,উদ্ধারে,উদ্ধার
439,শারীরিক,শরীর
440,ভাষ্য,ভাষা
441,লিংক,লিংক
442,অজান্তে,অজান্ত
443,অফিসসমূহের,অফিস
444,ব্যক্তিকেই,ব্যক্তি
445,মুক্তিযোদ্ধাকে,মুক্তিযোদ্ধা
446,ব্যাত্যয়টি,ব্যাত্যয়
447,করাচির,করাচির
448,ফিরবে,ফেরা
449,বর্জনের,বর্জন
450,জ্যোতিরিন্দ্রনাথ,জ্যোতিরিন্দ্রনাথ
451,কার্ড,কার্ড
452,লেজিসলেটিভ,লেজিসলেটিভ
453,প্রতিফলন,প্রতিফলন
454,পাড়ি,পাড়ি
455,ওভারকোটের,ওভারকোটের
456,ভগন্দর,ভগন্দর
457,বন্দীদের,বন্দী
458,বুদ্ধিমান্,বুদ্ধি
459,পট্টি,পট্টি
460,সমাবেশটি,সমাবেশ
461,স্কোয়াট,স্কোয়াট
462,জাস্ট,জাস্ট
463,গণপন্থীর,গণপন্থী
464,নাসিরুদ্দীন,নাসিরুদ্দীন
465,উঠানামার,উঠানামা
466,উল্ফ,উল্ফ
467,আইইসি,আইইসি
468,শরৎ,শরৎ
469,প্যাথো,প্যাথো
470,ফিউশনও,ফিউশন
471,লোকসংগীত,লোকসংগীত
472,অসংবেদনশীল,অসংবেদন
473,লাগলাম,লাগানো
474,প্রসেস,প্রসেস
475,এরশাদ,এরশাদ
476,গ্রিকরা,গ্রিক
477,নিঃসরণ,নিঃসরণ
478,সুপারনোভার,সুপারনোভা
479,অম্মোন,অম্মোন
480,বুনডেসটাগ,বুনডেসটাগ
481,আণবিক,আণবিক
482,আসোয়ানে,আসোয়ান
483,দৈব,দৈব
484,আর্টোকিকোক,আর্টোকিকোক
485,অ্যাক্সেস,অ্যাক্সেস
486,অ্যালবামটি,অ্যালবাম
487,অর্ধ,অর্ধ
488,গ্রেফতারের,গ্রেফতার
489,হুঁশিয়ার,হুঁশিয়ার
490,শারীরবৃত্ত,শারীরবৃত্ত
491,নৈরাজ্য,নৈরাজ্য
492,নাসিরজানভ,নাসিরজানভ
493,অ্যাপল,অ্যাপল
494,সম্মুখ,সম্মুখ
495,এ্লিয়েনের,এ্লিয়েন
496,সিরিয়া,সিরিয়া
497,প্রতিষ্ঠাতা,প্রতিষ্ঠাতা
498,সিমুলেশনের,সিমুলেশন
499,শ্রীনিকেতন,শ্রীনিকেতন
500,বয়সন্ধি,বয়সন্ধি
501,হায়াত,হায়াত
502,প্রবাসী,প্রবাসী
503,খ্রিস্টীয়,খ্রিস্টীয়
504,লাফান,লাফ
505,সাতচাড়া,সাতচাড়া
506,পরিদর্শনকালে,পরিদর্শন
507,ফাউন্ডেশনে,ফাউন্ডেশন
508,পুরোনা,পুরাতন
509,পিএইচডি,পিএইচডি
510,প্রাস্থানিক,প্রস্থান
511,লেদার,লেদার
512,জীবনেই,জীবন
513,আগোরা,আগোরা
514,শিক্ষাবিষয়ক,শিক্ষা
515,এসোসিয়েশনের,এসোসিয়েশন
516,মালদহের,মালদহ
517,রাজাবাজারে,রাজাবাজার
518,আগামিকাল,আগামিকাল
519,গ্রাফকে,গ্রাফ
520,আবগারির,আবগারি
521,কাজুশিগে,কাজুশিগ
522,ক্যালকুলেটর,ক্যালকুলেটর
523,কৃষ্ণের,কৃষ্ণ
524,উড়েছো,উড়া
525,বার্ষিকীর,বার্ষিক
526,জাতিচ্যুত,জাতিচ্যুত
527,সোসাইটি,সোসাইটি
528,দারুণভাবে,দারুণ
529,কর্নওয়ালীসী,কর্নওয়ালীসী
530,অটনিতে,অটনি
531,ডানপিটে,ডানপিট
532,যুদ্ধক্রীড়া,যুদ্ধক্রীড়া
533,পেডিয়াটিক্স,পেডিয়াটিক্স
534,এ্যালায়েন্স,এ্যালায়েন্স
535,বাক্যগুলি,বাক্য
536,মন্ত্রীর,মন্ত্রী
537,ঘনমিটার,ঘনমিটার
538,সফটওয়্যারের,সফটওয়্যার
539,নিতে,নেওয়া
540,ম্যারিকে,ম্যারি
541,এমটিএস,এমটিএস
542,অর্থনীতিতে,অর্থনীতি
543,সালোকসংশ্লেষনের,সালোকসংশ্লেষন
544,মানুষই,মানুষ
545,পরীক্ষণেও,পরীক্ষণ
546,সৌহার্দ,সৌহার্দ
547,নজির,নজির
548,সমরখন্দে,সমরখন্দ
549,বর্তমানগুলো,বর্তমান
550,জ্যোতির্বিজ্ঞান,জ্যোতির্বিজ্ন
551,আমিরাতবাসী,আমিরাতবাসী
552,আরজুমান্দ,আরজুমান্দ
553,ইন্সটলেশনটা,ইন্সটলেশন
554,পুলিশও,পুলিশ
555,বটতলী,বটতলা
556,চারুলতা,চারুলতা
557,দ্বিতী,দ্বিতী
558,বাশার,বাশার
559,সংস্থাগুলিকে,সংস্থা
560,গড়েছি,গড়া
561,কার্যনির্বাহী,কার্যনির্বাহী
562,সর্বনামের,সর্বনাম
563,নাইকো,নাইকো
564,এলেইন,এলেইন
565,বিথোভেন,বিথোভেন
566,চার্চ,চার্চ
567,ডিজাইন,ডিজাইন
568,চিত্রগ্রহণকারী,চিত্রগ্রহণ
569,চাকনদার,চাকনদার
570,বিশেস্বরকে,বিশেস্বর
571,জানেনা,জানা
572,ছাত্রীর,ছাত্রী
573,বর্তিষ্ণু,বর্তিষ্ণু
574,সিস্টেম,সিস্টেম
575,ধনসম্পদ,ধনসম্পদ
576,ট্র্যাক্ট,ট্র্যাক্ট
577,কালপুরুষ,কালপুরুষ
578,প্রসাদ,প্রসাদ
579,কাকাহুয়াতে,কাকাহুয়া
580,থাই,থাই
581,পরিস্থিতিগুলো,পরিস্থিতি
582,টেরেস্ট্রিয়াল,টেরেস্ট্রিয়াল
583,গোলচক্কর,গোলচক্কর
584,উইলফ্রেড,উইলফ্রেড
585,কাগজপত্রেও,কাগজপত্র
586,আইএমডিবিতে,আইএমডিবি
587,পারদারিক,পারদারিক
588,শেহেরজাদের,শেহেরজা
589,ভি,ভি
590,বেহেস্তের,বেহেস্ত
591,গুঁজে,গোঁজা
592,নাস্তা,নাস্তা
593,নির্বাচনঃ,নির্বাচন
594,বন্দর,বন্দর
595,সুমন,সুমন
596,আবদে,আবদে
597,আফ্রিকাবাসী,আফ্রিকাবাসী
598,বেড়াচ্ছি,বেড়ানো
599,গেইমের,গেইম
600,ভয়ুফ,ভয়ুফ
601,নঙ্গর,নঙ্গর
602,ন্যস্ত,ন্যস্ত
603,শীতলায়নের,শীত
604,কমন,কমন
605,রবীন্দ্ররচনার,রবীন্দ্ররচনা
606,ভিডিওটিতে,ভিডিও
607,টমাটো,টমাটো
608,কিছতেই,কিছু
609,তোরণের,তোরণ
610,গুণফলরূপে,গুণফল
611,কা,কা
612,নাজ্জার,নাজ্জা
613,পাঠ্যপুস্তক,পাঠ্যপুস্তক
614,রাষ্ট্রসংঘের,রাষ্ট্রসংঘ
615,কাতারি,কাতার
616,জুমলা,জুমলা
617,উমরা,উমরা
618,উৎরাই,উৎরাই
619,সমৃদ্ধি,সমৃদ্ধি
620,সম্প্রসারণ,সম্প্রসারণ
621,মোহাম্মাদ,মোহাম্মাদ
622,চাঁদাবাজিসহ ,চাঁদাবাজি
623,এয়ারিকসন,এয়ারিকসন
624,দুর্বিনীত,দুর্বিনীত
625,সিংহদরজা,সিংহদরজা
626,চেতনানশক,চেতনানশক
627,খন্দকার,খন্দকার
628,ভাইয়েদের,ভাই
629,জীবনকাহিনি,জীবন
630,সহনীয়,সহনীয়
631,কার্ডিনালরা,কার্ডিনাল
632,ঈমানদারদের,ঈমান
633,পাইছো,পাওয়া
634,ক্রিয়া,ক্রিয়া
635,আইসিআইসিআইয়ের,আইসিআইসিআই
636,প্রকৌশলী,প্রকৌশলী
637,নিরাময়,নিরাময়
638,চল,চলা
639,অন্যতম,অন্যতম
640,গ্রেস,গ্রেস
641,সম্পূর্ণরূপে,সম্পূর্ণ
642,পর্যটক,পর্যটক
643,ফোর্সে,ফোর্স
644,উজ্জয়িনীর,উজ্জয়িনী
645,দেখার,দেখা
646,আরাকানকে,আরাকান
647,হেক্টরেরও,হেক্টর
648,পেছনে,পেছন
649,দৃষ্টিভঙ্গিজন্ম,দৃষ্টিভঙ্গি
650,জয়লাভ,জয়
651,ডাকল,ডাকা
652,পুংশরীরেও,পুংশরীর
653,নানের,নান
654,বর্মী,বর্মী
655,কারাবদ্ধ,কারাবদ্ধ
656,স্বস্তি,স্বস্তি
657,মূলদ,মূলদ
658,মর্যাদাপূর্ণ,মর্যাদাপূর্ণ
659,চেয়েছেন,চাওয়া
660,রাজনীতিবিদ,রাজনীতিবিদ
661,পানীয়জলের,পানীয়জল
662,বিল্ডিংয়ে,বিল্ডিং
663,অন্তর্নীহিত,অন্তর্নীহিত
664,কৃষ্ণা,কৃষ্ণা
665,দৈবসত্ত্বার,দৈবসত্ত্বার
666,দানিশমন্দের,দানিশমন্দ
667,খোলকবিশিষ্ট,খোলক
668,রূপান্তরিত,রূপান্তর
669,সীমানায়,সীমানা
670,আরগ্যান্ড,আরগ্যান্ড
671,ইচ্ছামত,ইচ্ছা
672,অবিশ্বাস্য,অবিশ্বাস
673,মতান্তরে,মতান্তর
674,আরইবি,আরইবি
675,সফটওয়্যার,সফসওয়্যার
676,রৌদ্রনিবারক,রৌদ্রনিবারক
677,সুবিদিত,সুবিদিত
678,ভ্রাতৃপ্রতীম,ভ্রাতৃপ্রতীম
679,অনূদিত,অনূদিত
680,দত্তক,দত্তক
681,তথ্যগ্রন্থ,তথ্য
682,হ্যারার,হ্যারা
683,চারঘন্টার,চারঘন্টা
684,সহযোগিতাপূর্ণ,সহযোগিতা
685,সপ্তাহের,সপ্তাহ
686,যকৃৎ,যকৃৎ
687,খাগড়াছড়ি,খাগড়াছড়ি
688,ডার্ক,ডার্ক
689,পরিতৃপ্তিদায়ক,পরিতৃপ্তি
690,বুয়েনর্স,বুয়েনর্স
691,মর্যাদার,মর্যাদা
692,সাইফি,সাইফি
693,নীলফামারী,নীলফামারী
694,ঢাকাসহ,ঢাকা
695,সংলাপের,সংলাপ
696,বেচার,বেচা
697,বদরগঞ্জ,বদরগঞ্জ
698,করোনাভাইরাসে,করোনাভাইরাস
699,প্রস্তত,প্রস্ত
700,বিবর্ধনের,বিবর্ধন
701,আর্গ,আর্গ
702,স্পিচ,স্পিচ
703,ক্যারিবিয়ান,ক্যারিবিয়ান
704,আর্সেনিকজনিত,আর্সেনিক
705,তবে,তব
706,সম্ভাবনার,সম্ভাবনা
707,স্পিনর,স্পিনর
708,জুম্,জুম্
709,ডিএমপি,ডিএমপি
710,সুড়ঙ্গের,সুড়ঙ্গ
711,ঝটিকানিবারক,ঝটিকা
712,সভ্য,সভ্য
713,ভুইফোঁড়,ভুইফোঁড়
714,আপোশ,আপোশ
715,জ্যামিতিক,জ্যামিতি
716,পেতেন,পাওয়া
717,ভেবেছেন,ভাবা
718,স্টাইল,স্টাইল
719,ক্যান্টারবারি,ক্যান্টারবারি
720,ভেক্টরের,ভেক্টর
721,প্রেক্ষাপটে,প্রেক্ষাপট
722,আরিস্তোতেল্যাস্,আরিস্তোতেল্যাস্
723,সেক্স,সেক্স
724,মোঃ,মোঃ
725,বেড়ে,বাড়া
726,কবরে,কবর
