,Inflected_Word,Lemma
191,বৈবাহিক,বিবাহ
192,অর্থবছর,অর্থবছর
193,স্বায়ত্তশাসিত,স্বায়ত্তশাসন
194,কেড়েছিল,কাড়া
195,রও,রও
196,বিডার,বিডার
197,দূর্ঘটনার,দূর্ঘটনা
198,পরিচালককে,পরিচালক
199,চাইনা,চাওয়া
200,ডেভ,ডেভ
201,পূর্বাঞ্চলীয়,পূর্বাঞ্চল
202,নিউ,নিউ
203,ভিডিওতে,ভিডিও
204,ব্রেইন,ব্রেইন
205,জ্ঞাত,জ্ঞাত
206,দাঁড়ালো,দাঁড়
207,বুয়েনর্স,বুয়েনর্স
208,তল্লিতল্লা,তল্লিতল্লা
209,ফেজর,ফেজর
210,জঙ্গীরা,জঙ্গী
211,ভাইও,ভাই
212,পার্বণ,পার্বণ
213,মুসলিম,মুসলিম
214,প্রাতঃ,প্রাতঃ
215,মিশনারিকে,মিশনারি
216,গম্বুজকে,গম্বুজ
217,উপশিরোনামের,উপশিরোনাম
218,পটভূমিও,পটভূমি
219,সহযোগীতায়,সহযোগীতা
220,গাজী,গাজী
221,আকর্ষনীয়,আকর্ষন
222,সবুজের,সবুজ
223,উঠেছিলো,ওঠা
224,মধ্যযুগীয়,মধ্যযুগ
225,পূর্বাঞ্চলে,পূর্বাঞ্চল
226,সম্পূর্ণরূপে,সম্পূর্ণ
227,বেশকিছু,বেশ
228,সার্কাসের,সার্কাস
229,দুষণের,দুষণ
230,স্প্যানিশরা,স্প্যানিশ
231,জ্যাক,জ্যাক
232,মানবসম্পদের,মানবসম্পদ
233,সারাহ্,সারাহ্
234,কার্যক্ষমতা,কার্যক্ষমতা
235,ভিক্টোরিয়া,ভিক্টোরিয়া
236,ষোলটি,ষোল
237,শ্যামাঘাস,শ্যামাঘাস
238,শে,শে
239,বিশ্বতত্ত্বে,বিশ্বতত্ত্ব
240,পুনর্স্থাপিত,পুনর্স্থাপন
241,নিসের,নিস
242,ত্বরমান,ত্বরমান
243,ত্বরিৎ,ত্বরিৎ
244,ডলারের,ডলার
245,দেবেন্দ্রনাথের,দেবেন্দ্রনাথ
246,দায়িত্বগুলি,দায়িত্ব
247,কাজীর,কাজী
248,সরবরাহকারী,সরবরাহ
249,একাশিয়ার,একাশিয়া
250,খ্রিস্টপূর্বাব্দের,খ্রিস্টপূর্বাব্দ
251,হুকুম,হুকুম
252,লণ্ঠন,লণ্ঠন
253,স্বীকারোক্তি,স্বীকার
254,পন্থার,পন্থা
255,দারুণভাবে,দারুণ
256,খ্রিস্ট,খ্রিস্ট
257,বিশ্বেই,বিশ্ব
258,ব্লাকউড,ব্লাকউড
259,বস্টনে,বস্টন
260,অজানা,অজানা
261,লেভেল,লেভেল
262,নৃংশসতা,নৃংশস
263,অক্ষে,অক্ষ
264,কল্প,কল্প
265,ব্যর্থতায়,ব্যর্থ
266,মন্ত্রিপরিষদ,মন্ত্রিপরিষদ
267,পৌছাতে,পৌঁছা
268,ফ্রিকোএন্সি,ফ্রিকোএন্সি
269,প্রকল্পেই,প্রকল্প
270,অন্তঃশুল্ক,অন্তঃশুল্ক
271,দরিদ্রকে,দরিদ্র
272,ফান,ফান
273,আর্ল,আর্ল
274,নুসরত,নুসরত
275,কুমুদিনী,কুমুদিনী
276,লখন,লখন
277,ক্যাসি,ক্যাসি
278,দাসদের,দাস
279,স্বর্গীয়,স্বর্গ
280,অলংকরণ,অলংকরণ
281,কৃষিজীবী,কৃষিজীবী
282,ভোজবাজির,ভোজ
283,মীর,মীর
284,কাউন্সিলকে,কাউন্সিল
285,অরণ্যাবৃত,অরণ্যাবৃত
286,সালামা,সালামা
287,রাজধানীতে,রাজধানী
288,লভ্য,লভ্য
289,ভাবলি,ভাবা
290,হিলবার্ট,হিলবার্ট
291,অর্জনে,অর্জন
292,করাচি,করাচি
293,টিকিট,টিকিট
294,শুনেই,শোনা
295,সিপিটি,সিপি
296,হয়েছিলাম,হওয়া
297,পুর্বে,পুর্ব
298,ম্যাগাজিনের,ম্যাগাজিন
299,সাঁওতালরা,সাঁওতাল
300,স্মরণিকার,স্মরণিকা
301,পরিচালকের,পরিচালক
302,কারণটা,কারণ
303,কারাগার,কারাগার
304,স্বেদগ্রন্থি,স্বেদগ্রন্থি
305,প্রদর্শনে,প্রদর্শন
306,বিপথগামী,বিপথ
307,উইচি,উইচি
308,খলিল,খলিল
309,ব্যক্তিত্ব,ব্যক্তিত্ব
310,ঐখানেই,ঐখান
311,কসোভোর,কসোভোর
312,মুজিবকে,মুজিব
313,স্বল্পদুরত্বের,স্বল্পদুরত্ব
314,পঞ্জিকা,পঞ্জিকা
315,পললভূমি,পললভূমি
316,বিদ্যায়তনগুলি,বিদ্যায়তন
317,স্প্যানীয়করণ,স্প্যানীয়করণ
318,ব্রুনাই,ব্রুনাই
319,ক্ষতিগ্রস্ত,ক্ষতিগ্রস্ত
320,এডি,এডি
321,অমুসলমানদের,অমুসলমান
322,জামিনের,জামিন
323,আলাওলের,আলাওল
324,নিঃসরিত,নিঃসরণ
325,প্রদর্শনভাবে,প্রদর্শন
326,মার্শাল,মার্শাল
327,গোলটেবিল,গোলটেবিল
328,ভাইয়েদের,ভাই
329,সম্পর্কযুক্ত,সম্পর্ক
330,অধঃস্তন,অধঃস্তন
331,অস্ত্রধারীদের,অস্ত্র
332,কোবরিনের,কোবরিন
333,মোশির,মোশি
334,সাফা,সাফা
335,লোগো,লোগো
336,দেশিকোত্তম,দেশিকোত্ত
337,নিবাস,নিবাস
338,জনসংখ্যার,জনসংখ্যা
339,প্রযুক্তির,প্রযুক্তি
340,মানুষই,মানুষ
341,সমাহিত,সমাহিত
342,নড়তে,নড়া
343,ঝড়বৃষ্টি,ঝড়বৃষ্টি
344,কৃষিজমি,কৃষিজমি
345,ওয়া,ওয়া
346,জুবিলী,জুবিলী
347,ভূয়সী,ভূয়ী
348,হচ্ছি,হওয়া
349,গ্লাসের,গ্লাস
350,বিষয়টাকে,বিষয়
351,ব্যাখ্যাগুলি,ব্যাখ্যা
352,ওরিয়েন্ট,ওরিয়েন্ট
353,পংক্তিদুটি,পংক্তি
354,মুগল,মুগল
355,রৈখিক,রেখা
356,রিকশাও,রিকশা
357,সালফার,সালফার
358,মহাজাগতীক,মহাজগত
359,চারটের,চার
360,স্নুকার,স্নুকার
361,লামিয়া,লামিয়া
362,শাস্ত্রের,শাস্ত্র
363,দৃশ্যত,দৃশ্য
364,আগষ্ট,আগষ্ট
365,শ্রেনীবিন্যাস,শ্রেনীবিন্যাস
366,সংশয়ী,সংশয়
367,ল্যাবরেটরী,ল্যাবরেটরী
368,নীলকান্তমণি,নীলকান্তমণি
369,গবেষকরা,গবেষক
370,সৈয়দ,সৈয়দ
371,নিষ্ক্রিয়,নিষ্ক্রিয়
372,বাঁটকুল,বাঁটকুল
373,ডাঃ,ডাঃ
374,সুরজ,সুরজ
375,বদ্বীপ,বদ্বীপ
376,ল্যাবরেটরি,ল্যাবরেটরি
377,ডিজিটাল,ডিজিটাল
378,ব্যারাজ,ব্যারাজ
379,দুর্ব্যবহারকে,দুর্ব্যবহার
380,কামরূপী,কাম
381,মুভ,মুভ
382,গ্রাহকদের,গ্রাহক
383,প্রেক্ষিতে,প্রেক্ষি
384,পারাপারের,পারাপার
385,একাকীত্ব,একা
386,লাভজনক,লাভ
387,প্রমোশনের,প্রমোশন
388,তোষণ,তোষণ
389,রানের,রান
390,উপস্থাপনা,উপস্থাপনা
391,অমিতের,অমিত
392,আলিগিয়ারি,আলিগিয়ারি
393,কালেকটর,কালেকটর
394,কাবেরা,কাবেরা
395,মিশনারী,মিশনারী
396,ডোকোমো,ডোকোমো
397,দন্ডায়মান,দন্ড
398,স্বীকৃতির,স্বীকৃত
399,দূর্ঘটনা,দূর্ঘটনা
400,কোঁতের,কোঁত
401,জ্বলজ্বল,জ্বলজ্বল
402,রাসেল,রাসেল
403,সেটিকে,সেটি
404,সিএইউএল,সিএইউএল
405,বিনাবাধায়,বাধা
406,গড়,গড়
407,নির্বাহীর,নির্বাহী
408,ইসরায়েল,ইসরায়েল
409,রাইটার,রাইটার
410,শতাব্দীতে,শতাব্দী
411,ইউক্রেইন,ইউক্রেইন
412,সেইভাবে,সে
413,ভালবাসা,ভালবাসা
414,ক্ষমতায়নে,ক্ষমতায়ণ
415,ক্ষেত্রগুলি,ক্ষেত্র
416,বৎসরের,বৎসর
417,ফেললাম,ফেলা
418,এন্ট্রাস,এন্ট্রাস
419,কার্যাদি,কার্যাদি
420,মোহাম্মদ,মোহাম্মদ
421,অস্ট্রেলিয়ান,অস্ট্রেলিয়ান
422,জ্বালানী,জ্বালানী
423,পাড়,পাড়
424,অ্যাকশন,অ্যাকশন
425,বহুশাসনতন্ত্র,বহুশাসনতন্ত্র
426,সংক্রান্তি,সংক্রান্তি
427,পালনকালীন,পালন
428,বিবাদীপক্ষকে,বিবাদীপক্ষ
429,হাকোন,হাকোন
430,কাকে,কে
431,মাৎসন্যায়,মাৎসন্যা
432,অণুতরঙ্গ,অণুতরঙ্গ
433,অলিম্পিকের,অলিম্পিক
434,অবকাঠামোও,অবকাঠামো
435,বাঘা,বাঘ
436,পবিত্রীকৃত,পবিত্র
437,মুম্বাইয়ের,মুম্বাই
438,ব্যাস্টার্ড,ব্যাস্টার্ড
439,লিমিটেডের,লিমিটেড
440,প্রাক,প্রাক
441,ফ্যাক্ট,ফ্যাক্ট
442,ইথিয়োপিয়াতে,ইথিয়োপিয়া
443,সুভোর,সুভো
444,অস্বীকার,অস্বীকার
445,মেজে,মেজে
446,বাঙালিদের,বাঙালি
447,নাল,নাল
448,খ্যাতিমান,খ্যাতিমান
449,স্টেশনে,স্টেশন
450,ভালোবাসলেও,ভালোবাসা
451,আনেন,আনা
452,ঋতুপর্ণ,ঋতুপর্ণ
453,দেখলে,দেখা
454,গটলিব,গটলিব
455,প্রাচ্যের,প্রাচ্য
456,শ্রবণে,শ্রবণ
457,রামায়ণ,রামায়ণ
458,সৌহার্দ্য,সৌহার্দ্য
459,গুঢ়,গুঢ়
460,ঝুঁকিসংক্রান্ত,ঝুঁকি
461,সম্বক,সম্বক
462,পারছ,পারা
463,ইউএমবিসি,ইউএমবিসি
464,লোকেদেরকে,লোক
465,সেলস,সেলস
466,কেল্লায়,কেল্লা
467,সেক্টর,সেক্টর
468,সমস্যাগুলো,সমস্যা
469,ট্র্যান্সল্ভানিয়া,ট্র্যান্সল্ভানিয়া
470,বিষ্ণু,বিষ্ণু
471,দাশগুপ্ত,দাশগুপ্ত
472,ঢাল,ঢাল
473,বস্তুগুলো,বস্তু
474,বর্ণাঢ্য,বর্ণাণ্য
475,রয়েছেঃ,রওয়া
476,প্রতিবাসীকে,প্রতিবাসী
477,সিরিজের,সিরিজ
478,সাইপ্রাস,সাইপ্রাস
479,ঘাঁটিতে,ঘাঁটি
480,সেভ,সেভ
481,পর্যবেক্ষকরা,পর্যবেক্ষক
482,নঙ্গর,নঙ্গর
483,বিশ্বাসিগণের,বিশ্বাসি
484,বাদক,বাদক
485,মুছিয়ে,মুছা
486,সালাতিন,সালাতিন
487,নেশনস,নেশনস
488,মেট্রো,মেট্রো
489,ভারতবাসীকে,ভারতবাসী
490,কুশিটিক,কুশি
491,আগ্রাসী,আগ্রাসন
492,সুপারহিরো,সুপারহিরো
493,দারিদ্র্যহার,দারিদ্র্যহার
494,আগ্রা,আগ্রা
495,মিলে,মিল
496,পদার্থগুলোর,পদার্থ
497,রেজিস্টার,রেজিস্টার
498,আসামির,আসামি
499,টিথ,টিথ
500,দৃষ্টগোচড়,দৃষ্টগোচড়
501,ভিলেজ,ভিলেজ
502,এয়ারওয়েজ,এয়ারওয়েজ
503,রীতিনীতি,রীতিনীতি
504,সংগ্রামের,সংগ্রাম
505,জন্মেছিল,জন্ম
506,জরিমানাও,জরিমানা
507,সংগীতস্রষ্টাদের,সংগীতস্রষ্টা
508,কবরটা,কবর
509,মৃত্যুঃ,মৃত্যু
510,ওতপ্রোত,ওতপ্রোত
511,সুবিধার,সুবিধা
512,অনন্তজীবন,অনন্ত
513,দক্ষিণপশ্চিমে,দক্ষিণপশ্চিম
514,যেকোন,যেকোন
515,রক্তিমাভাব,রক্তিমাভাব
516,ট্র্যাঙ্কুবারে,ট্র্যাঙ্কুবার
517,সামন্ত,সামন্ত
518,গুনামা,গুনাম
519,মৃদুতা,মৃদু
520,পেছনে,পেছন
521,প্রতিষ্ঠান,প্রতিষ্ঠান
522,সমীকরনের,সমীকরন
523,সরোদিয়া,সরোদিয়া
524,কুলকার্নী,কুলকার্নী
525,বণিকশ্রেণি,বণিক
526,গুঁজে,গোঁজা
527,সমস্তকিছুর,সমস্ত
528,হাসপাতালের,হাসপাতাল
529,চ্যানেলের,চ্যানেল
530,মহাকর্ষীয়ভাবে,মহাকর্ষ
531,ফলবান,ফল
532,উপদেষ্টামণ্ডলীর,উপদেষ্টা
533,ভাবনাটাই,ভাবনা
534,ধর্ষণকে,ধর্ষণ
535,সিলেটেও,সিলেট
536,পড়েননি,পড়া
537,ধাপের,ধাপ
538,প্রচ্ছদচিত্র,প্রচ্ছদ
539,ধবলিত,ধবলিত
540,তারকার,তারা
541,খ্রিস্টানদের,খ্রিস্টান
542,সাম্প্রতিকালে,সাম্প্রতিকাল
543,টার্বাইন,টার্বাইন
544,মাধুরীলতা,মাধুরীলতা
545,প্রিমিয়াম,প্রিমিয়াম
546,পরিসরে,পরিসর
547,ইউরাল,ইউরাল
548,লাক্ষণিক,লক্ষণ
549,সূত্র,সূত্র
550,জেমি,জেমি
551,দলগুলোকে,দল
552,মল্লিক,মল্লিক
553,কতৃপক্ষদের,কতৃপক্ষ
554,সাম্যবাদকে,সাম্যবাদ
555,একথা,একথা
556,অব্রাহামের,অব্রাহাম
557,বার্লিনে,বার্লিন
558,হোমিনএড,হোমিনএড
559,মুসলমানদের,মুসলমান
560,ফরীশী,ফরীশী
561,মাংকি,মাংকি
562,ইউক্রেনিয়,ইউক্রেন
563,উইকিলাইব্রেস,উইকিলাইব্রেস
564,নাতনী,নাতনী
565,ইস্তানবুলে,ইস্তানবুল
566,সতর্কভাবে,সতর্ক
567,মানসম্মত,মানসম্মত
568,ইন,ইন
569,অভূতপুর্ব,অভূত
570,জন্মাষ্টমী,জন্মাষ্টমী
571,অতিথিকে,অতিথি
572,পাকিস্তান,পাকিস্তান
573,বাড়িগুলি,বাড়ি
574,বাংলাদেশকে,বাংলাদেশ
575,সিল্যান্ট,সিল্যান্ট
576,সুইজারল্যান্ড,সুইজারল্যান্ড
577,কামভাবে,কাম
578,শিক্ষানীতি,শিক্ষানীতি
579,বরকতময়,বরকত
580,এ্যালায়েন্স,এ্যালায়েন্স
581,বরিশালে,বরিশাল
582,বিবেচনার,বিবেচনা
583,স্লেজবাহিত,স্লেজ
584,ইওয়া,ইওয়া
585,সাময়িক,সাময়িক
586,হানিফ,হানিফ
587,ছাড়িয়েছে,ছাড়ানো
588,ইমপ্রেস,ইমপ্রেস
589,উইকিকমন্স,উইকিকমন্স
590,অকপটভাবে,অকপট
591,দুরুত্বের,দুরুত্ব
592,ইজিবাইককে,ইজিবাইক
593,অভ্যুত্থান,অভ্যুত্থান
594,বাকুর,বাকুর
595,দরজাও,দরজা
596,সিলিনু,সিলিনু
597,আত্নারাম,আত্নারাম
598,পয়েন্ট,পয়েন্ট
599,স্টীমারে,স্টীমার
600,অরামীয়রা,অরামীয়
601,অসত্য,অসত্য
602,নিকোলোস,নিকোলোস
603,ইয়াং,ইয়াং
604,স্পন্দ,স্পন্দ
605,ফিকাহ,ফিকাহ
606,তুলতে,তুলা
607,ঐশিক,ঐশিক
608,যথাসময়ে,যথাসময়
609,দূরীভূত,দূর
610,প্রকল্পসমূহ,প্রকল্প
611,জয়ন্তী,জয়ন্তী
612,শাহরিয়ার,শাহরিয়ার
613,জর্ডানের,জর্ডান
614,স্মৃতিস্তম্ভ,স্মৃতিস্তম্ভ
615,শিবাজি,শিবাজি
616,ধরেছিল,ধরা
617,সার্জনস,সার্জনস
618,আনন্দলোক,আনন্দলোক
619,স্ট্রিংয়ের,স্ট্রিং
620,সম্পত্তির,সম্পত্তি
621,প্রতিশোধের,প্রতিশোধ
622,বিজনেস,বিজনেস
623,পাঠকেন্দ্রে,পাঠকেন্দ্র
624,অ্যান,অ্যান
625,নওয়াব,নওয়াব
626,কারলোভি,কারলোভি
627,স্টোক,স্টোক
628,সর্তকীকরণ,সর্তক
629,জাঁদরেল,জাঁদরেল
630,প্রাণবন্ত,প্রাণবন্ত
631,হুমকির,হুমকি
632,কুয়ালালামপুর,কুয়ালালামপুর
633,দ্রব্যমূল্যে,দ্রব্যমূল্য
634,দুর্গ,দুর্গ
635,পেরোতে,পার
636,পাননি,পাওয়া
637,ছুঁড়ে,ছোঁড়া
638,শ্রাবণ,শ্রাবণ
639,দুর্যোগপ্রবণ,দুর্যোগ
640,বিল্ডিং,বিল্ডিং
641,প্রোপার্টি,প্রোপার্টি
642,কলম্বিয়া,কলম্বিয়া
643,হিথরো,হিথরো
644,অকৃষি,অকৃষি
645,টোকিওতে,টোকিও
646,মিত্রসৈন্যদের,মিত্র
647,বাস্তবতাকে,বাস্তবতা
648,জাম্বিয়াতে,জাম্বিয়া
649,ভাস্কর,ভাস্কর
650,সাহাবীদের,সাহাবী
651,সরীসৃপের,সরীসৃপ
652,দেখানোর,দেখা
653,গেমিং,গেমিং
654,বিসিসিআই,বিসিসিআই
655,ব্রাগে,ব্রাগ
656,জেদ্দা,জেদ্দা
657,অনিয়মতান্ত্রিকতার,অনিয়ম
658,প্রজাতি,প্রজাতি
659,অখন্ডতা,অখন্ড
660,ক্রমাবর্ধমানভাবে,ক্রমাবর্ধমান
661,মন্ত্রিপরিষদের,মন্ত্রিপরিষদ
662,ফ্যাক্স,ফ্যাক্স
663,লিচেনস্টাইনও,লিচেনস্টাইন
664,অলিম্পিকে,অলিম্পিক
665,কিথ,কিথ
666,আবুধাবির,আবুধাবি
667,স্ট্রিং,স্ট্রিং
668,রওজা,রওজা
669,কিশোরগঞ্জ,কিশোরগঞ্জ
670,বাড়িটি,বাড়ি
671,পলিটেকনিক,পলিটেকনিক
672,ব্যাটারি,ব্যাটারি
673,গ্র্যান্ড,গ্র্যান্ড
674,জমিদারিতে,জমিদারি
675,মুসলমানদেরকে,মুসলমান
676,আলি,আলি
677,নাট্য,নাট্য
678,চিকিৎসাধীন,চিকিৎসাধীন
679,কাশ্মীরিরা,কাশ্মীর
680,পড়বেন,পড়া
681,দলনেতা,দলনেতা
682,ভিখারিণী,ভিখারিণী
683,রামম,রাম
684,রামসর,রামসর
685,কাদার,কাদা
686,জরুরী,জরুরী
687,বোমাবর্ষণের,বোমাবর্ষণ
688,ব্লগার,ব্লগার
689,স্টাইল,স্টাইল
690,ঝিজিয়ান,ঝিজিয়ান
691,থিঙ্ক,থিঙ্ক
692,সাকসেস্ফুল,সাকসেস্ফুল
693,অংশবিশেষ,অংশ
694,ক্রিকেটে,ক্রিকেট
695,আলীর,আলী
696,ডোরমনি,ডোরমনি
697,যুগোস্লাভিয়ার,যুগোস্লাভিয়া
698,যুক্তরাজ্যেও,যুক্তরাজ্য
699,চিত্রশৈলী,চিত্রশৈলী
700,মহমেডান,মহমেডান
701,প্রামাদিক,প্রামাদিক
702,ব্রিজেস,ব্রিজেস
703,ছেন,ছেন
704,চৌকি,চৌকি
705,দ্রব্যগুলির,দ্রব্য
706,হ্যাকারদের,হ্যাকার
707,সংস্করণে,সংস্করণ
708,বাহিকার,বাহিকা
709,বাইচ,বাইচ
710,সংবদ্ধতা,সংবদ্ধ
711,বুহ,বুহ
712,ব্যবহারকারী,ব্যবহার
713,দলভুক্ত,দল
714,দামোদরদেবের,দামোদরদেব
715,তারকাদের,তারকা
716,পূর্বেবর্ণিত,বর্ণিত
717,খাদ্যাভ্যাস,খাদ্যাভ্যাস
718,বীরদের,বীর
719,ধনীরা,ধন
720,একর,একর
721,খয়ের,খয়
722,পতিতালয়ে,পতিতালয়
723,কাঁটার,কাঁটা
724,ডট,ডট
725,দের,দের
726,পরিকাঠামো,পরিকাঠামো
727,সদস্যবিশিষ্ট,সদস্যবিশিষ্ট
728,নিউমোনিয়ায়,নিউমোনিয়া
729,বুলবুল,বুলবুল
730,প্রতিবেদনে,প্রতিবেদন
731,বিজয়া,বিজয়
