,id,language,original,polished,polish_type,model,sem_similarity
10,python_11,Python,"# ABC136A

a, b, c = map(int, input().split())
print(max(0, c-(a-b)))
","```
# ABC136A

# Read the input
a, b, c = map(int, input().split())

# Calculate the result
result = max(0, c - (a - b))

# Print the result
print(result)
```",slight_major,Meta-Llama-2-7b-chat,0.7665
11,python_12,Python,"n=int(input())

k=2
while(2*n > k*(k-1)):
    k+=1

if(2*n!=k*(k-1)):
    print(""No"")
else:
    print(""Yes"")
    print(k)
    tmp=0
    result=[[0]*(k-1) for i in range(k)]
    for i in range(k):
        for j in range(i):
            result[i][j]=result[j][i-1]
        for l in range(k-i-1):
            tmp+=1
            result[i][i+l]=tmp
        
    for j in range(k):
        print(""{} "".format(k-1),end="""")
        for i in range(k-2):
            print(""{} "".format(result[j][i]),end="""")
        print(result[j][k-2])","```
n = int(input())

# Calculate the value of k
k = 2
while 2 * n > k * (k - 1):
    k += 1

if 2 * n!= k * (k - 1):
    print(""No"")
else:
    print(""Yes"")
    print(k)

    # Initialize the result matrix
    result = [[0] * (k - 1) for _ in range(k)]

    # Fill the result matrix
    for i in range(k):
        for j in range(i):
            result[i][j] = result[j][i - 1]
        for l in range(k - i - 1):
            tmp += 1
            result[i][i + l] = tmp

    # Print the result matrix
    for j in range(k):
        print(""{} "".format(k - 1), end="""")
        for i in range(k - 2):
            print(""{} "".format(result[j][i]), end="""")
        print(result[j][k - 2])
```",slight_major,Meta-Llama-2-7b-chat,0.8928
12,python_13,Python,"N=int(input())

if N % 1000 == 0:
    print(0)
else:
    print(1000 - N%1000)","```
# Get the input number
number = int(input())

# Calculate the remainder of the number when divided by 1000
remainder = number % 1000

# Check if the remainder is equal to 0
if remainder == 0:
    print(0)
else:
    print(1000 - remainder)
```",slight_major,Meta-Llama-2-7b-chat,0.7754
13,python_14,Python,"N = int(input())
X = list(map(int, input().split()))

sorted_X = sorted(X)

left_med = sorted_X[N//2 -1]
right_mid = sorted_X[N//2]

for i in range(N):
    if X[i] <= left_med:
        print(right_mid)
    else:
        print(left_med)","```
def get_median(sorted_X):
    """"""
    Returns the left and right median values.
    """"""
    left_med = sorted_X[N//2 -1]
    right_mid = sorted_X[N//2]
    return left_med, right_mid

def solve(N, X):
    """"""
    Prints the median of each element in the input list.
    """"""
    sorted_X = sorted(X)
    left_med, right_mid = get_median(sorted_X)
    
    for x in X:
        if x <= left_med:
            print(right_mid)
        else:
            print(left_med)

N = int(input())
X = list(map(int, input().split()))
solve(N, X)
```",slight_major,Meta-Llama-2-7b-chat,0.8012
14,python_15,Python,"s = input()

for i in range(97, 97 + 26):
    if chr(i) not in s:
        print(chr(i))
        break

else:
    print(None)
","```
# This program prints the first missing lowercase letter in the input string
s = input()

# Iterate over the ASCII values of lowercase letters
for i in range(97, 97 + 26):
    # Convert the ASCII value to a character
    char = chr(i)
    
    # Check if the character is not in the input string
    if char not in s:
        # If the character is not in the string, print it and break the loop
        print(char)
        break

# If the loop completes without finding a missing letter, print None
else:
    print(None)
```",slight_major,Meta-Llama-2-7b-chat,0.7905
15,python_16,Python,"n, c = map(int, input().split())
r = [[0 for i in range(c)] for j in range(100000)]  # テレビ局の番組表
for dummy in range(n):  # 入力
    s, t, c = map(int, input().split())
    for j in range(s - 1, t):
        r[j][c - 1] = 1  # 放送中なら1
ans = 0
for i in range(100000):
    if sum(r[i]) > ans:
        ans = sum(r[i])  # 同時に放送されている番組の最大数
print(ans)","```
# Get the number of TV stations and the number of channels
n, c = map(int, input().split())

# Initialize the TV schedule with all channels off
r = [[0 for _ in range(c)] for _ in range(100000)]

# Read the TV schedule from input
for _ in range(n):
    start, end, channel = map(int, input().split())
    for i in range(start - 1, end):
        r[i][channel - 1] = 1

# Initialize the maximum number of programs broadcast simultaneously
ans = 0

# Count the maximum number of programs broadcast simultaneously
for i in range(100000):
    if sum(r[i]) > ans:
        ans = sum(r[i])

# Print the maximum number of programs broadcast simultaneously
print(ans)
```",slight_major,Meta-Llama-2-7b-chat,0.7877
16,python_17,Python,"C1 = input()
C2 = input()

if C2 == C1[::-1]:
    print('YES')
else:
    print('NO')","```
# Define a function to check if the input strings are palindromes
def is_palindrome(s1, s2):
    # Check if the input strings are equal to their reverse
    if s2 == s1[::-1]:
        return True
    else:
        return False

# Get user inputs
C1 = input()
C2 = input()

# Check if the inputs are palindromes
if is_palindrome(C1, C2):
    print('YES')
else:
    print('NO')
```",slight_major,Meta-Llama-2-7b-chat,0.7446
17,python_18,Python,"A, B = map(int, input().split())
a = 0
for i in range(A, B+1):
    i = str(i)
    if i == i[::-1]:
        a += 1
print(a)","```
def get_palindromes(start, end):
    """"""
    Returns the count of palindromes in the given range.
    """"""
    count = 0
    for i in range(start, end + 1):
        i_str = str(i)
        if i_str == i_str[::-1]:
            count += 1
    return count

A, B = map(int, input().split())
print(get_palindromes(A, B))
```",slight_major,Meta-Llama-2-7b-chat,0.802
18,python_19,Python,"import sys
from math import gcd
from functools import reduce

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10 ** 9)
INF = 1 << 60
MOD = 1000000007


def main():
    N, *A = map(int, read().split())

    print(reduce(gcd, A))
    return


if __name__ == '__main__':
    main()
","```
import sys
from math import gcd
from functools import reduce

# Set the maximum recursion depth
sys.setrecursionlimit(10 ** 9)

# Define the infinite value
INF = 1 << 60

# Define the modulo value
MOD = 1000000007

# Function to read a line from standard input
def read_line():
    return sys.stdin.readline().strip()

# Function to read all lines from standard input
def read_lines():
    return [line.strip() for line in sys.stdin.readlines()]

# Function to read a line from standard input and convert it to an integer
def read_integer_line():
    return list(map(int, read_line().split()))

# Main function
def main():
    # Read the number of elements and the elements themselves
    N, *A = read_integer_line()

    # Calculate the greatest common divisor using the reduce function
    print(reduce(gcd, A))

# Run the main function if this script is executed as a program
if __name__ == '__main__':
    main()
```",slight_major,Meta-Llama-2-7b-chat,0.8273
19,python_20,Python,"n = int(input())
v_list = map(int, input().split())
c_list = map(int, input().split())
sum = 0

for v, c in zip(v_list, c_list):
    if v - c > 0:
        sum += v - c

print(sum)
","```
# Get the number of items
n = int(input())

# Split the input into two lists of integers
values = list(map(int, input().split()))
costs = list(map(int, input().split()))

# Initialize the total sum
total_sum = 0

# Iterate over the values and costs
for value, cost in zip(values, costs):
    # Check if the value is greater than the cost
    if value - cost > 0:
        # Add the difference to the total sum
        total_sum += value - cost

# Print the total sum
print(total_sum)
```",slight_major,Meta-Llama-2-7b-chat,0.718
20,python_21,Python,"# 色の塗り方は全部で何通りか。O(C^3)で、C^3 = 27000通り。
# 各塗り方に対していちいち計算していると最大25000マスで、これだと間に合わない。
# 3つに別れた各部分を各色に変えるコスト合計を前計算しておけば良い。O(C^3 + N^2 C)。
# 一ひねりした全探索。

n, c = list(map(int, input().split()))
change_cost = [list(map(int, input().split())) for _ in range(c)]
init_color = [list(map(int, input().split())) for _ in range(n)]

cost = [[0 for _ in range(c)] for _ in range(3)]

for row in range(n):
    for col in range(n):
        before = init_color[row][col] - 1
        for after in range(c):
            idx = (row + col) % 3
            cost[idx][after] += change_cost[before][after]

ans = 1000 * 500 * 500 * 10
for ci in range(c):
    for cj in range(c):
        for ck in range(c):
            if (ci != cj != ck != ci):
                ans = min(ans, cost[0][ci] + cost[1][cj] + cost[2][ck])

print(ans)
","```
# Calculate the number of colors
n, c = map(int, input().split())

# Initialize the change cost matrix
change_cost = []
for _ in range(c):
    change_cost.append(list(map(int, input().split())))

# Initialize the initial color matrix
init_color = []
for _ in range(n):
    init_color.append(list(map(int, input().split())))

# Initialize the cost matrix
cost = [[0 for _ in range(c)] for _ in range(3)]

# Calculate the cost for each part
for row in range(n):
    for col in range(n):
        before = init_color[row][col] - 1
        for after in range(c):
            idx = (row + col) % 3
            cost[idx][after] += change_cost[before][after]

# Initialize the minimum cost
ans = 1000 * 500 * 500 * 10

# Calculate the minimum cost for each combination of colors
for ci in range(c):
    for cj in range(c):
        for ck in range(c):
            if ci!= cj and cj!= ck and ci!= ck:
                ans = min(ans, cost[0][ci] + cost[1][cj] + cost[2][ck])

# Print the minimum cost
print(ans)
```",slight_major,Meta-Llama-2-7b-chat,0.7895
21,python_22,Python,"N = int(input())
e = [0] * (N+1)
for i in range(2, N+1):
  cur = i
  for j in range(2, i+1):
    while cur % j == 0:
      e[j] += 1
      cur //= j

def num(m):
  return len(list(filter(lambda x: x >= m-1, e)))

print(num(75)+num(25)*(num(3)-1)+num(15)*(num(5)-1)+num(5)*(num(5)-1)*(num(3)-2)//2)","```
def get_prime_factors(n):
    factors = [0] * (n + 1)
    for i in range(2, n + 1):
        cur = i
        for j in range(2, i + 1):
            while cur % j == 0:
                factors[j] += 1
                cur //= j
    return factors

def count_factors(factors, m):
    return len(list(filter(lambda x: x >= m - 1, factors)))

N = int(input())
prime_factors = get_prime_factors(N)
print(count_factors(prime_factors, 75) + count_factors(prime_factors, 25) * (count_factors(prime_factors, 3) - 1) + count_factors(prime_factors, 15) * (count_factors(prime_factors, 5) - 1) + count_factors(prime_factors, 5) * (count_factors(prime_factors, 5) - 1) * (count_factors(prime_factors, 3) - 2) // 2)
```",slight_major,Meta-Llama-2-7b-chat,0.8165
22,python_23,Python,"a,b,c=map(int,input().split())
if ((b-a)==(c-b)):
    print (""YES"")
else:
    print(""NO"")","```
# Get the input values from the user
values = list(map(int, input().split()))

# Calculate the differences between adjacent values
diff1 = values[1] - values[0]
diff2 = values[2] - values[1]

# Check if the differences are equal
if diff1 == diff2:
    print(""YES"")
else:
    print(""NO"")
```",slight_major,Meta-Llama-2-7b-chat,0.7871
23,python_24,Python,"x = [int(i) for i in input().split()]
print(x.index(0) + 1)","```
def get_index_of_zero(lst):
    """"""
    Returns the index of the first occurrence of 0 in the list.
    If 0 is not found, returns None.
    """"""
    try:
        return lst.index(0) + 1
    except ValueError:
        return None

def main():
    """"""
    Reads a list of integers from the user, finds the index of the first 0, and prints it.
    If 0 is not found, prints a message indicating that.
    """"""
    user_input = input().split()
    x = [int(i) for i in user_input]
    zero_index = get_index_of_zero(x)
    if zero_index is not None:
        print(zero_index)
    else:
        print(""0 not found in the list"")

if __name__ == ""__main__"":
    main()
```",slight_major,Meta-Llama-2-7b-chat,0.8146
24,python_25,Python,"a, v = map(int, input().split())
b, w = map(int, input().split())
t = int(input())
 
position_diff = abs(a-b)
pace_diff = v-w
 
if pace_diff <= 0:
    print('NO')
elif pace_diff > 0:
    if pace_diff * t >= position_diff:
        print('YES')
    else:
        print('NO')","```
# Get the initial positions and velocities of the two cars
a, v = map(int, input().split())
b, w = map(int, input().split())

# Get the time for which the cars are moving
t = int(input())

# Calculate the initial position difference and velocity difference
position_diff = abs(a - b)
pace_diff = abs(v - w)

# Check if the cars can meet
if pace_diff <= 0:
    print('NO')  # Cars are moving at the same velocity, so they will never meet
elif pace_diff > 0:
    if pace_diff * t >= position_diff:
        print('YES')  # Cars can meet
    else:
        print('NO')  # Cars cannot meet
```",slight_major,Meta-Llama-2-7b-chat,0.7769
25,python_26,Python,"n = int(input())
*A, = map(int, input().split())

from itertools import product

ans = 0
for P in product(range(3), repeat=n):
    even = 0
    for i in range(n):
        b = A[i] + P[i] - 1
        even |= (b % 2) == 0
    if even:
        ans += 1
print(ans)","```
# Define the input variables
n = int(input())
A = list(map(int, input().split()))

# Import the necessary module
from itertools import product

# Initialize the answer variable
ans = 0

# Iterate over all possible permutations of P
for P in product(range(3), repeat=n):
    # Initialize a flag to track if the sum is even
    even = False

    # Iterate over each element in A
    for i in range(n):
        # Calculate the sum of A[i] and P[i] minus 1
        b = A[i] + P[i] - 1
        # Check if the sum is even
        even |= (b % 2) == 0

    # If the sum is even, increment the answer
    if even:
        ans += 1

# Print the final answer
print(ans)
```",slight_major,Meta-Llama-2-7b-chat,0.8062
26,python_27,Python,"n = int(input())
H = list(map(int, input().split()))

# シミュレーションで求められる
# 目標地点からさかのぼる

ans = 0
for _ in range(max(H)):
    flg = False
    for i in range(n):
        if H[i] > 0:
            H[i] -= 1
            if not flg:
                ans += 1
                flg = True
        elif H[i] == 0:
            flg = False

print(ans)","```
# Input the number of elements and the elements themselves
n = int(input())
H = list(map(int, input().split()))

# Initialize the answer variable
ans = 0

# Define a function to simulate the process
def simulate():
    for _ in range(max(H)):
        flag = False
        for i in range(n):
            if H[i] > 0:
                H[i] -= 1
                if not flag:
                    global ans
                    ans += 1
                    flag = True
            elif H[i] == 0:
                flag = False

# Call the function to simulate the process
simulate()

# Print the answer
print(ans)
```",slight_major,Meta-Llama-2-7b-chat,0.7677
27,python_28,Python,"S = input().replace('BC', 'D')

tmp = 0
ans = 0
for s in S:
    if s == 'A':
        tmp += 1
    elif s == 'D':
        ans += tmp
    else:
        tmp = 0
print(ans)","```
# Read the input string and replace 'BC' with 'D'
S = input().replace('BC', 'D')

# Initialize variables to keep track of the current and total counts
current_count = 0
total_count = 0

# Iterate over each character in the string
for char in S:
    # If the character is 'A', increment the current count
    if char == 'A':
        current_count += 1
    # If the character is 'D', add the current count to the total count and reset the current count
    elif char == 'D':
        total_count += current_count
        current_count = 0
    # If the character is neither 'A' nor 'D', reset the current count
    else:
        current_count = 0

# Print the total count
print(total_count)
```",slight_major,Meta-Llama-2-7b-chat,0.7302
28,python_29,Python,"n = int(input())
a = list(map(int, input().split()))
c = [0]*(10**6 + 1)

for i in a:
    c[i] += 1

cnt = 0

for i in range(2, 10**6 + 1):
    s = sum(c[i::i])
    if s == n:
        print(""not coprime"")
        exit()
    elif s > 1:
        cnt += 1

if cnt > 0:
    print(""setwise coprime"")
else:
    print(""pairwise coprime"")","```
def read_input():
    n = int(input())
    a = list(map(int, input().split()))
    return n, a

def count_coprime(n, a):
    c = [0] * (10**6 + 1)
    for i in a:
        c[i] += 1
    cnt = 0
    for i in range(2, 10**6 + 1):
        s = sum(c[i::i])
        if s == n:
            return False
        elif s > 1:
            cnt += 1
    return cnt > 0

n, a = read_input()
if count_coprime(n, a):
    print(""setwise coprime"")
else:
    print(""pairwise coprime"")
```",slight_major,Meta-Llama-2-7b-chat,0.8676
29,python_30,Python,"n,m = map(int,input().split())

ans = 0

ans += m * 1900
ans += (n-m) * 100

print(ans * 2 ** m)
","```
# Calculate the total points for the given number of players
n, m = map(int, input().split())

# Initialize the total points
total_points = 0

# Calculate the points for the players who have passed the test
total_points += m * 1900

# Calculate the points for the players who have not passed the test
total_points += (n - m) * 100

# Print the total points multiplied by 2 to the power of m
print(total_points * (2 ** m))
```",slight_major,Meta-Llama-2-7b-chat,0.7789
30,python_31,Python,"A, B = map(int, input().split())

if A % 2 == 1 and B % 2 == 1:
  print('Yes')
else:
  print('No')","```
# Get the input values
A, B = map(int, input().split())

# Check if both values are odd
if A % 2 == 1 and B % 2 == 1:
    # If both are odd, print 'Yes'
    print('Yes')
else:
    # If not both are odd, print 'No'
    print('No')
```",slight_major,Meta-Llama-2-7b-chat,0.779
31,python_32,Python,"from operator import mul
from functools import reduce
 
 
def cmb(n, r):
    if r > n:
        return 0
    r = min(n-r, r)
    if r == 0:
        return 1
    over = reduce(mul, range(n, n - r, -1))
    under = reduce(mul, range(1, r + 1))
    return over // under
  
N,K= map(int, input().split())
red = N - K
for i in range(K):
    bluesc = cmb(K - 1 , i)
    redsc = cmb(red + 1 , i + 1) 
    ans = (redsc * bluesc) % (10**9+7)
    print(ans)","```
from operator import mul
from functools import reduce

def calculate_combination(n, r):
    """"""
    Calculate the combination of n and r
    """"""
    if r > n:
        return 0
    r = min(n-r, r)
    if r == 0:
        return 1
    over = reduce(mul, range(n, n - r, -1))
    under = reduce(mul, range(1, r + 1))
    return over // under

N, K = map(int, input().split())
red = N - K

for i in range(K):
    bluesc = calculate_combination(K - 1, i)
    redsc = calculate_combination(red + 1, i + 1)
    ans = (redsc * bluesc) % (10**9+7)
    print(ans)
```",slight_major,Meta-Llama-2-7b-chat,0.8871
32,python_33,Python,"# -*- coding: utf-8 -*-
""""""
Created on Sat May 25 20:54:22 2019

@author: Yamazaki Kenichi
""""""

N,M = map(int,input().split())
A = list(map(int,input().split()))
B = [list(map(int,input().split())) for i in range(M)]

A.sort()
B.sort(reverse=True, key=lambda x: x[1])

tmp = 0
for i in range(N):
    if B[tmp][1] > A[i]:
        A[i] = B[tmp][1]
        B[tmp][0] -= 1
        if B[tmp][0] == 0:
            tmp += 1
        if tmp >= M:
            break
    else:
        break
print(sum(A))
    ","```
# -*- coding: utf-8 -*-
""""""
Created on Sat May 25 20:54:22 2019

@author: Yamazaki Kenichi
""""""

# Get the number of students and the number of courses
N, M = map(int, input().split())

# Get the scores of the students
A = sorted(list(map(int, input().split())))

# Get the courses and their difficulties
B = [list(map(int, input().split())) for _ in range(M)]
B.sort(key=lambda x: x[1], reverse=True)

# Initialize the index for the courses
tmp = 0

# Iterate over the students
for i in range(N):
    # While there are still courses left and the current course is harder than the current student's score
    while tmp < M and B[tmp][1] > A[i]:
        # Take the course
        A[i] = B[tmp][1]
        B[tmp][0] -= 1
        # If the course is finished, move to the next one
        if B[tmp][0] == 0:
            tmp += 1
    # If all courses are taken or the current student's score is not improved, break
    if tmp >= M or A[i] == B[tmp][1]:
        break

# Print the total score
print(sum(A))
```",slight_major,Meta-Llama-2-7b-chat,0.7646
33,python_34,Python,"c = input()
sum = 0;
cc = c[0]
if len(c)!=1:
    for i in range(1,len(c)):
        if (c[i]==cc[i-1]):
            sum+=1
            if (c[i]=='1'):
                cc+='0'
            else:
                cc+='1'
        else:
            cc+=c[i]
print(sum)","```
# Define a function to calculate the sum and modified string
def calculate_sum_and_modified_string(s):
    sum = 0
    modified_string = s[0]
    
    # Iterate through the string starting from the second character
    for i in range(1, len(s)):
        if s[i] == modified_string[i-1]:
            sum += 1
            # If the current character is '1', append '0' to the modified string
            if s[i] == '1':
                modified_string += '0'
            # If the current character is '0', append '1' to the modified string
            else:
                modified_string += '1'
        else:
            modified_string += s[i]
    
    # Return the sum and the modified string
    return sum, modified_string

# Get the input string from the user
c = input()

# Calculate the sum and modified string
sum, modified_string = calculate_sum_and_modified_string(c)

# Print the sum
print(sum)",slight_major,Meta-Llama-2-7b-chat,0.841
