,Unnamed: 0.1,Unnamed: 0,Inflected_Word,POS
125,125,125,প্রবেশ,NN
126,126,126,ধূমকেতু,NN
127,127,127,র,VB
128,128,128,মতো,VB
129,129,129,তাঁর,PRP
130,130,130,প্রকাশ,VB
131,131,131,নজরুল,NNP
132,132,132,এক,DT
133,133,133,দরিদ্র,JJ
134,134,134,মুসলিম,NNP
135,135,135,পরিবারে,NN
136,136,136,জন্মগ্রহণ,VBN
137,137,137,করেন,VB
138,138,138,তার,PRP
139,139,139,প্রাথমিক,RB
140,140,140,শিক্ষা,NN
141,141,141,ছিল,VB
142,142,142,ধর্মীয়,JJ
143,143,143,স্থানীয়,JJ
144,144,144,এক,NN
145,145,145,মসজিদে,NN
146,146,146,সম্মানিত,JJ
147,147,147,মুয়াযযিন,NN
148,148,148,হিসেবেও,IN
149,149,149,কাজ,VB
150,150,150,করেছিলেন,VB
151,151,151,এসময়,DT
152,152,152,তিনি,PRP
153,153,153,কলকাতাতেই,NNP
154,154,154,থাকতেন,VB
155,155,155,কানুথকে,NNP
156,156,156,বলা,VB
157,157,157,হয়,VB
158,158,158,অ্যালগরিদমিক,JJ
159,159,159,বিশ্লেষণের,NN
160,160,160,জনক,NN
161,161,161,জন্ম,NNP
162,162,162,ও,CC
163,163,163,শৈশব,VBD
164,164,164,উইসকনসিন,NNP
165,165,165,মিলাউকিতে,NNP
166,166,166,কানুথ,NNP
167,167,167,জন্মগ্রহন,VBN
168,168,168,করেন,VB
169,169,169,সেই,JJ
170,170,170,স্কুলেই,NN
171,171,171,কানুথ,NNP
172,172,172,পরে,VB
173,173,173,ভর্তি,RB
174,174,174,হন,VB
175,175,175,এবং,CC
176,176,176,পরবর্তীতে,RB
177,177,177,বিভিন্ন,JJ
178,178,178,সন্মাননা,NNS
179,179,179,লাভ,VB
180,180,180,করেন,VB
181,181,181,অপ্রচলিত,JJ
182,182,182,পথে,NNS
183,183,183,বুদ্ধি,NN
184,184,184,কাজে,unk
185,185,185,লাগানর,VB
186,186,186,ব্যপারে,VB
187,187,187,শৈশবেই,NN
188,188,188,কানুথ,NNP
189,189,189,পারদর্শী,VB
190,190,190,ছিলেন,VB
191,191,191,প্রাথমিক,RB
192,192,192,জীবন,NN
193,193,193,শ্যাননের,NNP
194,194,194,জন্ম,NN
195,195,195,মিশিগানের,NNP
196,196,196,পেটস্কি,NNP
197,197,197,শহরে,NNP
198,198,198,জীবনের,NN
199,199,199,প্রথম,JJ
200,200,200,১৬,NUM
201,201,201,বছর,NN
202,202,202,কাটিয়েছেন,VB
203,203,203,মিশিগানের,NNP
204,204,204,গেলর্ড,NNP
205,205,205,শহরে,NNP
206,206,206,তিনি,PRP
207,207,207,সেখানকার,JJ
208,208,208,গেলর্ড,NNP
209,209,209,হাই,NN
210,210,210,স্কুল,NN
211,211,211,হতে,VB
212,212,212,১৯৩২,NUM
213,213,213,খ্রীস্টাব্দে,CD
214,214,214,পাস,VB
215,215,215,করেন,VB
216,216,216,কিশোর,RB
217,217,217,বয়সে,NN
218,218,218,তিনি,PRP
219,219,219,ওয়েস্টার্ন,NNP
220,220,220,ইউনিয়ন,NN
221,221,221,এর,PRP
222,222,222,বার্তাবাহক,NN
223,223,223,হিসাবে,RB
224,224,224,কাজ,NN
225,225,225,করেছেন,VB
226,226,226,তিনি,PRP
227,227,227,টমাস,NNP
228,228,228,আলভা,NNP
229,229,229,এডিসন,NNP
230,230,230,এর,PRP
231,231,231,দূর,JJ
232,232,232,সম্পর্কের,NN
233,233,233,আত্মীয়,NN
234,234,234,সেখানে,RB
235,235,235,তিনি,PRP
236,236,236,জর্জ,NNP
237,237,237,বূল,NNP
238,238,238,এর,PRP
239,239,239,তত্ত্ব,NN
240,240,240,সম্পর্কে,IN
241,241,241,জানতে,VB
242,242,242,পারেন,VB
243,243,243,রাজ্যের,NN
244,244,244,উত্তরে,NN
245,245,245,হিমালয়,NN
246,246,246,পর্বতমালা,NN
247,247,247,ও,CC
248,248,248,দক্ষিণে,NN
249,249,249,বঙ্গোপসাগর,NNP
250,250,250,অবস্থিত,JJ
251,251,251,পশ্চিমবঙ্গ,NNP
252,252,252,একাধিক,JJ
253,253,253,ভৌগোলিক,JJ
254,254,254,অঞ্চলে,NNS
255,255,255,বিভক্ত,VBN
256,256,256,বর্তমানে,JJ
257,257,257,পশ্চিমবঙ্গ,NNP
258,258,258,৫টি,NUM
259,259,259,বিভাগ,NNS
260,260,260,ও,CC
261,261,261,২৩টি,NUM
262,262,262,জেলায়,NNS
263,263,263,বিভক্ত,VBN
264,264,264,বিভাগগুলি,NNS
265,265,265,বিভাগীয়,JJ
266,266,266,কমিশনার,NN
267,267,267,ও,CC
268,268,268,জেলাগুলি,unk
269,269,269,জেলাশাসকের,NNP
270,270,270,দ্বারা,JJ
271,271,271,শাসিত,VB
272,272,272,হয়,VB
273,273,273,রাজ্যের,NN
274,274,274,রাজধানী,NN
275,275,275,কলকাতা,NN
276,276,276,কলকাতা,NN
277,277,277,জেলায়,NN
278,278,278,অবস্থিত,JJ
279,279,279,অন্যান্য,JJ
280,280,280,জেলাগুলি,NNS
281,281,281,মহকুমা,NNS
282,282,282,ও,CC
283,283,283,ব্লকে,unk
284,284,284,বিভক্ত,VBN
285,285,285,এগুলি,DT
286,286,286,যথাক্রমে,RB
287,287,287,মহকুমা,JJ
288,288,288,শাসক,NNP
289,289,289,ও,CC
290,290,290,ব্লক,NN
291,291,291,উন্নয়ন,NNP
292,292,292,আধিকারিকের,unk
293,293,293,দ্বারা,IN
294,294,294,শাসিত,VB
295,295,295,হয়,VB
296,296,296,এই,DT
297,297,297,রাজ্যের,NN
298,298,298,পঞ্চায়েত,NN
299,299,299,ব্যবস্থা,NN
300,300,300,ত্রিস্তরীয়,NN
301,301,301,এই,DT
302,302,302,সালেই,NN
303,303,303,ঘোষিত,VB
304,304,304,আরো,JJ
305,305,305,দুটি,CD
306,306,306,জেলা,NNS
307,307,307,হল,VB
308,308,308,ঝাড়গ্রাম,NNP
309,309,309,জেলা,NN
310,310,310,ও,CC
311,311,311,কালিম্পং,NNP
312,312,312,জেলা,NN
313,313,313,উত্তরবঙ্গ,NNP
314,314,314,তিনটি,CD
315,315,315,প্রধান,JJ
316,316,316,ভৌগোলিক,JJ
317,317,317,অঞ্চলে,NNS
318,318,318,বিভক্ত,VBN
319,319,319,১৮৫১,NUM
320,320,320,খ্রিস্টাব্দে,CD
321,321,321,ড্যানিয়েল,NNP
322,322,322,উইলসন,NNP
323,323,323,এটি,PRP
324,324,324,ইংরেজি,NN
325,325,325,ভাষায়,NNP
326,326,326,উপস্থাপন,NN
327,327,327,করেন,VB
328,328,328,প্রাক,JJ
329,329,329,ইতিহাস,NN
330,330,330,মহাবিশ্বের,NN
331,331,331,জন্মাবধি,RB
332,332,332,বিস্তৃত,VBG
333,333,333,বলে,VB
334,334,334,কল্পনা,VB
335,335,335,করে,VB
336,336,336,নেওয়া,NN
337,337,337,যায়,VB
338,338,338,এই,DT
339,339,339,যন্ত্রাংশগুলি,NNS
340,340,340,অর্ধপরিবাহী,NN
341,341,341,পদার্থ,NN
342,342,342,দিয়ে,IN
343,343,343,প্রস্তুত,VB
344,344,344,করা,VB
345,345,345,হয়,VB
346,346,346,ডিজিটাল,NNP
347,347,347,সমন্বিত,RB
348,348,348,বর্তনীসমূহ,NNS
349,349,349,আইসি,NNP
350,350,350,মূলত,RB
351,351,351,ট্রানজিস্টর,NNS
352,352,352,দিয়ে,IN
353,353,353,তৈরি,RB
354,354,354,অ্যানালগ,NNP
355,355,355,বর্তনীতে,NNS
356,356,356,সাধারণত,RB
357,357,357,রোধ,NNS
358,358,358,এবং,CC
359,359,359,ধারক,NNS
360,360,360,থাকে,VB
361,361,361,কিছু,PRP
362,362,362,উচ্চ,JJ
363,363,363,কম্পাঙ্কের,NN
364,364,364,অ্যানালগ,NN
365,365,365,বর্তনীতে,NNS
366,366,366,আবেশক,JJ
367,367,367,ব্যবহার,VBN
368,368,368,করা,VB
369,369,369,হয়ে,VB
370,370,370,থাকে,VB
371,371,371,এগুলি,DT
372,372,372,পরজীবী,JJ
373,373,373,প্রভাব,NNS
374,374,374,parasitic,JJ
375,375,375,effects,NNS
376,376,376,হিসেবে,IN
377,377,377,পরিচিত,VBN
378,378,378,ইন্টেল,NNP
379,379,379,আধুনিক,JJ
380,380,380,প্রযুক্তি,NN
381,381,381,চিপ,NNS
382,382,382,নকশা,NN
383,383,383,এবং,CC
384,384,384,উৎপাদন,VB
385,385,385,করায়,VB
386,386,386,সমর্থ,JJ
387,387,387,ইন্টেল,NNP
388,388,388,ইলেক্ট্রিকাল,JJ
389,389,389,ট্রান্সমিশন,NN
390,390,390,এবং,CC
391,391,391,প্রজন্মে,NN
392,392,392,গবেষনা,NN
393,393,393,শুরু,NN
394,394,394,করেছে,VB
395,395,395,এটি,PRP
396,396,396,এসেছে,VB
397,397,397,ইন্টিগ্রেটেড,JJ
398,398,398,ইলেক্ট্রনিকস,NNS
399,399,399,থেকে,VB
400,400,400,সংক্ষেপে,JJ
401,401,401,ইন্টেল,NNP
402,402,402,এদের,PRP
403,403,403,প্রাথমিক,RB
404,404,404,পণ্য,RB
405,405,405,ছিল,VB
406,406,406,স্ট্যাটিক,JJ
407,407,407,র‍্যানডম,NN
408,408,408,একসেস,NN
409,409,409,মেমোরি,NN
410,410,410,চিপ,NN
411,411,411,তাদের,PRP
412,412,412,ব্যবসায়িক,JJ
413,413,413,মৌলিক,NNS
414,414,414,দিকও,NNS
415,415,415,পরিবর্তন,VB
416,416,416,করেন,VB
417,417,417,১৯৮০,NUM
418,418,418,দশকের,CD
419,419,419,শেষের,JJ
420,420,420,দিকে,IN
421,421,421,তার,PRP
422,422,422,এই,DT
423,423,423,সিদ্ধান্ত,NN
424,424,424,সফল,JJ
425,425,425,প্রমানিত,VBD
426,426,426,হয়,VB
427,427,427,প্রতিযোগিরা,NNS
428,428,428,বিশেষ,RB
429,429,429,করে,VB
430,430,430,এএমডি,NNP
431,431,431,শেয়ার,NN
432,432,432,বাজারের,NN
433,433,433,বড়,JJ
434,434,434,অংশ,NN
435,435,435,অধিগ্রহণ,NN
436,436,436,করে,VB
437,437,437,কিন্তু,CC
438,438,438,এইসব,DT
439,439,439,প্রচেষ্টার,NNS
440,440,440,কিছু,DT
441,441,441,মাত্র,RB
442,442,442,সাফল্য,NN
443,443,443,এনেছিল,VB
444,444,444,তার,PRP
445,445,445,আগ,RB
446,446,446,পযর্ন্ত,TO
447,447,447,ইন্টেল,NNP
448,448,448,কিছু,JJ
449,449,449,বছর,NNS
450,450,450,মামলায়,NNS
451,451,451,জড়িত,VBN
452,452,452,ছিল,VB
453,453,453,যার,PRP
454,454,454,প্রধান,JJ
455,455,455,কার্যালয়,NN
456,456,456,সান্তা,NNP
457,457,457,ক্লারা,NNP
458,458,458,ক্যালিফোর্নিয়াতে,NNP
459,459,459,অবস্থিত,JJ
460,460,460,এটি,PRP
461,461,461,২৪শে,NUM
462,462,462,ফেব্রুয়ারি,NN
463,463,463,১৯৮২,NUM
464,464,464,সালে,unk
465,465,465,প্রতিষ্ঠিত,VBN
466,466,466,বিনোদ,NNP
467,467,467,খোসলা,NNP
468,468,468,এর,PRP
469,469,469,অন্যতম,RB
470,470,470,প্রতিষ্ঠাতা,NNS
471,471,471,৪৪,NUM
472,472,472,তে,RB
473,473,473,তাকে,PRP
474,474,474,কয়েকজন,PRP
475,475,475,ষড়যন্ত্রকারীরা,NNS
476,476,476,হত্যা,VB
477,477,477,করে,VB
478,478,478,ফলস্বরূপ,NN
479,479,479,গৃহযুদ্ধ,NN
480,480,480,এবং,CC
481,481,481,হত্যালীলা,NNS
482,482,482,অব্যাহত,JJ
483,483,483,থাকে,VB
484,484,484,রোমান,NNP
485,485,485,প্রজাতন্ত্র,NNP
486,486,486,প্রায়,IN
487,487,487,১৪০০,NUM
488,488,488,বছর,NN
489,489,489,ধরে,VB
490,490,490,প্রচলিত,VB
491,491,491,ছিল,VB
492,492,492,অক্টেভিয়ানের,NN
493,493,493,পর,JJ
494,494,494,এটাই,DT
495,495,495,ছিল,VB
496,496,496,সর্ববৃহৎ,JJS
497,497,497,রাজ্য,NN
498,498,498,বিস্তারের,NN
499,499,499,ঘটনা,NN
500,500,500,তার,PRP
501,501,501,পুত্র,NN
502,502,502,পরবর্তী,RB
503,503,503,সম্রাট,RB
504,504,504,টাইটাসে,NNP
505,505,505,রোমের,NNP
506,506,506,বিখ্যাত,JJ
507,507,507,কলোসিয়াম,NNP
508,508,508,নির্মাণ,VB
509,509,509,করে,VB
510,510,510,এরপর,RB
511,511,511,সিনেট,NNP
512,512,512,পাঁচজন,CD
513,513,513,সম্রাটকে,NNS
514,514,514,বাছাই,VBD
515,515,515,করে,VB
516,516,516,এরপর,RB
517,517,517,সেপ্টিমাস,NNP
518,518,518,সেভেরাস,NNP
519,519,519,সম্রাট,NN
520,520,520,হয়,VB
521,521,521,নগরীর,NN
522,522,522,পতনের,NN
523,523,523,আগ,IN
524,524,524,মুহূর্ত,NN
525,525,525,পর্যন্ত,IN
526,526,526,এটি,PRP
527,527,527,ছিল,VB
528,528,528,প্রাচ্যের,NNP
529,529,529,রাজধানী,NN
530,530,530,তিনি,PRP
531,531,531,খ্রিস্টান,NNP
532,532,532,ধর্ম,NN
533,533,533,গ্রহণ,VB
534,534,534,করার,VB
535,535,535,পর,IN
536,536,536,রাষ্ট্রধর্ম,NN
537,537,537,হিসেবে,IN
538,538,538,এটা,PRP
539,539,539,গৃহীত,VB
540,540,540,হয়,VB
541,541,541,এটি,PRP
542,542,542,ছিল,VB
543,543,543,প্রাচীন,JJ
544,544,544,কালের,JJ
545,545,545,এবং,CC
546,546,546,পৃথিবীর,NN
547,547,547,বৃহত্তম,JJS
548,548,548,সাম্রাজ্যসমূহের,NNS
549,549,549,একটি,CD
550,550,550,সুমের,NNP
551,551,551,এবং,CC
552,552,552,আক্কাদ,NNP
553,553,553,নামের,NN
554,554,554,এলাকা,NN
555,555,555,দুইটি,CD
556,556,556,ব্যাবিলনিয়ার,NNP
557,557,557,অংশ,NN
558,558,558,ছিলো,VB
559,559,559,তিনি,PRP
560,560,560,বাংলাদেশের,NNP
561,561,561,প্রথম,JJ
562,562,562,ও,CC
563,563,563,মুসলিম,NN
564,564,564,বিশ্বের,NNP
565,565,565,দ্বিতীয়,JJ
566,566,566,মহিলা,NN
567,567,567,প্রধানমন্ত্রী,NN
568,568,568,আগস্ট,NN
569,569,569,১৫,NUM
570,570,570,১৯৪৬,NUM
571,571,571,সালে,NN
572,572,572,জলপাইগুড়িতে,NNP
573,573,573,তিনি,PRP
574,574,574,জন্ম,NN
575,575,575,গ্রহণ,NN
576,576,576,করেন,VB
577,577,577,তিন,RB
578,578,578,বোন,NN
579,579,579,এবং,CC
580,580,580,দুই,CD
581,581,581,ভাইয়ের,NN
582,582,582,মধ্যে,RB
583,583,583,তিনি,PRP
584,584,584,তৃতীয়,JJ
585,585,585,ভাইয়েরা,NNS
586,586,586,সবার,VB
587,587,587,ছোট,VB
588,588,588,তাঁর,PRP
589,589,589,পিতামহ,NN
590,590,590,হাজী,NNP
591,591,591,সালামত,NNP
592,592,592,আলী,NNP
593,593,593,মাতামহ,NN
594,594,594,জলপাইগুড়ির,NNP
595,595,595,তোয়াবুর,NNP
596,596,596,রহমান,NNP
597,597,597,বাবা,NNP
598,598,598,জনাব,NNP
599,599,599,ইস্কান্দর,NNP
600,600,600,মজুমদার,NNP
601,601,601,এবং,CC
602,602,602,মা,NNP
603,603,603,বেগম,NNP
604,604,604,তৈয়বা,NNP
605,605,605,মজুমদার,NNP
606,606,606,স্থায়ী,JJ
607,607,607,নিবাস,NN
608,608,608,দিনাজপুর,NNP
609,609,609,শহরের,NN
610,610,610,মুদিপাড়া,NNP
611,611,611,বাবা,NNP
612,612,612,জনাব,NNP
613,613,613,ইস্কান্দর,NNP
614,614,614,মজুমদার,NNP
615,615,615,ছিলেন,VB
616,616,616,একজন,DT
617,617,617,ব্যবসায়ী,NN
618,618,618,এ,DT
619,619,619,গানের,NN
620,620,620,রচয়িতা,NN
621,621,621,ও,CC
622,622,622,সুরকার,NN
623,623,623,রবীন্দ্রনাথ,NNP
624,624,624,ঠাকুর,NNP
625,625,625,গানটির,NN
626,626,626,পাণ্ডুলিপি,NN
627,627,627,পাওয়া,VB
628,628,628,যায়নি,VB
629,629,629,তাই,IN
630,630,630,এর,PRP
631,631,631,সঠিক,JJ
632,632,632,রচনাকাল,NN
633,633,633,জানা,VB
634,634,634,যায়,VB
635,635,635,না,VB
636,636,636,তবে,JJ
637,637,637,৭,NUM
638,638,638,অগস্ট,NN
639,639,639,উক্ত,JJ
640,640,640,সভায়,NN
641,641,641,এই,DT
642,642,642,গানটি,NN
643,643,643,গীত,VBN
644,644,644,হওয়ার,VB
645,645,645,কোনো,PRP
646,646,646,প্রমাণ,NN
647,647,647,পাওয়া,VB
648,648,648,যায়,VB
649,649,649,না,DT
650,650,650,তিনি,PRP
651,651,651,টেস্ট,NN
652,652,652,ক্রিকেটে,NN
653,653,653,বাংলাদেশের,NNP
654,654,654,নেতৃত্বদানকারী,
655,655,655,উইকেট,NN
656,656,656,শিকারি,NN
657,657,657,ছিলেন,VB
658,658,658,তিনি,PRP
659,659,659,একজন,DT
660,660,660,বাঁ,JJ
661,661,661,হাতি,JJ
662,662,662,স্পিনার,NN
663,663,663,১৯৯৫,NUM
664,664,664,সালের,NN
665,665,665,ওয়ানডে,NNP
666,666,666,অভিষেকেও,NN
667,667,667,প্রতিপক্ষ,NNS
668,668,668,ছিল,VB
669,669,669,ভারত,NNP
670,670,670,আন্তর্জাতিক,JJ
671,671,671,ক্যারিয়ারে,NN
672,672,672,৩৩,NUM
673,673,673,টেস্ট,NN
674,674,674,ও,CC
675,675,675,১২৫,NUM
676,676,676,ওয়ানডে,NNP
677,677,677,খেলেছেন,VB
678,678,678,রফিক,NNP
679,679,679,টেস্টে,NNP
680,680,680,তার,PRP
681,681,681,বোলিং,NN
682,682,682,গড়,NN
683,683,683,৪০,NUM
684,684,684,৭৬,NUM
685,685,685,ও,CC
686,686,686,ওয়ানডেতে,NNP
687,687,687,বোলিং,NN
688,688,688,গড়,NN
689,689,689,৩৭,NUM
690,690,690,৯১,NUM
691,691,691,তিনি,PRP
692,692,692,বাংলাদেশ,NNP
693,693,693,জাতীয়,JJ
694,694,694,দলের,NN
695,695,695,সাবেক,JJ
696,696,696,অধিনায়ক,NN
697,697,697,ডাক,NN
698,698,698,নাম,VB
699,699,699,দুর্জয়,JJ
700,700,700,তিনি,PRP
701,701,701,৮,NUM
702,702,702,টি,article
703,703,703,টেস্ট,NN
704,704,704,ও,CC
705,705,705,২৯,NUM
706,706,706,টি,article
707,707,707,একদিনের,DT
708,708,708,আন্তর্জাতিক,JJ
709,709,709,ক্রিকেট,NNP
710,710,710,ম্যাচ,NN
711,711,711,খেলেন,VB
712,712,712,তিনি,PRP
713,713,713,মানিকগঞ্জ,NNP
714,714,714,১,NUM
715,715,715,আসনের,NN
716,716,716,সংসদ,NNP
717,717,717,সদস্য,NNP
718,718,718,এছাড়া,RB
719,719,719,তিনি,PRP
720,720,720,বাংলাদেশের,NNP
721,721,721,ক্রিকেট,NNP
722,722,722,ওয়েলফেয়ার,NNP
723,723,723,এসোসিয়েসন,NNP
724,724,724,এর,PRP
725,725,725,প্রেসিডেন্ট,NNP
726,726,726,হিন্দুধর্ম,NNP
727,727,727,হিন্দুধর্ম,NNP
728,728,728,সনাতনধর্ম,NNP
729,729,729,ভারতীয়,JJ
730,730,730,উপমহাদেশের,NN
731,731,731,আধ্যাত্মিক,JJ
732,732,732,মতবাদ,NN
733,733,733,হিন্দু,JJ
734,734,734,ধর্মাবলম্বীগণ,NNP
735,735,735,স্বীয়,JJ
736,736,736,ধর্মমতকে,NN
737,737,737,সনাতন,RB
738,738,738,ধর্ম,NN
739,739,739,নামেও,NN
740,740,740,অভিহিত,RB
741,741,741,করেন,VB
742,742,742,হিন্দুধর্ম,NN
743,743,743,একাধিক,JJ
744,744,744,ধর্মীয়,JJ
745,745,745,ঐতিহ্যের,NNS
746,746,746,সমন্বয়ে,NN
747,747,747,গঠিত,
748,748,748,এই,DT
749,749,749,ধর্মের,NN
750,750,750,কোনো,PRP
751,751,751,একক,JJ
752,752,752,প্রতিষ্ঠাতা,NN
753,753,753,নেই,VB
754,754,754,লৌহযুগীয়,NNP
755,755,755,ভারতের,NNP
756,756,756,ঐতিহাসিক,JJ
757,757,757,বৈদিক,NNP
758,758,758,ধর্মে,NN
759,759,759,এই,DT
760,760,760,ধর্মের,NN
761,761,761,শিকড়,VBN
762,762,762,নিবদ্ধ,VB
763,763,763,হিন্দুধর্মকে,NN
764,764,764,বলা,VB
765,765,765,হয়,VB
766,766,766,পৃথিবীর,NN
767,767,767,প্রাচীনতম,JJS
768,768,768,ধর্ম,NN
769,769,769,কারন,IN
770,770,770,এটি,PRP
771,771,771,প্রাচীনযুগে,JJ
772,772,772,আর্বিভূত,VBD
773,773,773,হয়েছে,VB
774,774,774,এই,DT
775,775,775,ধর্মের,NN
776,776,776,অনুগামীদের,NNS
777,777,777,সংখ্যা,NN
778,778,778,প্রায়,RB
779,779,779,১০০,NUM
780,780,780,কোটি,NNS
781,781,781,এদের,DT
782,782,782,মধ্যে,RB
783,783,783,প্রায়,RB
784,784,784,৯০,NUM
785,785,785,কোটি,NNS
786,786,786,হিন্দু,NNP
787,787,787,বাস,VB
788,788,788,করেন,VB
789,789,789,ভারতীয়,JJ
790,790,790,প্রজাতন্ত্রে,NNP
791,791,791,হিন্দুধর্মের,NN
792,792,792,শাস্ত্রগ্রন্থের,NNS
793,793,793,সংখ্যা,NN
794,794,794,প্রচুর,JJ
795,795,795,অনেকের,JJ
796,796,796,ধারণা,VBP
797,797,797,যে,IN
798,798,798,মুহাম্মদ,NNP
799,799,799,হলেন,VB
800,800,800,এই,DT
801,801,801,ধর্মের,NN
802,802,802,প্রবর্তক,NN
803,803,803,সপ্তম,JJ
804,804,804,শতকে,NN
805,805,805,তিনি,PRP
806,806,806,এই,DT
807,807,807,ধর্ম,NN
808,808,808,পুনঃপ্রচার,VB
809,809,809,করেন,VB
810,810,810,পবিত্র,NNP
811,811,811,কুরআন,NNP
812,812,812,ইসলাম,NN
813,813,813,ধর্মের,NNP
814,814,814,মূল,JJ
815,815,815,ধর্মগ্রন্থ,NN
816,816,816,মুসলমানরা,NNP
817,817,817,দৃঢ়ভাবে,RB
818,818,818,বিশ্বাস,NN
819,819,819,করে,VB
820,820,820,মৃত্যুর,NN
821,821,821,পরে,VB
822,822,822,পুনরুত্থানের,NN
823,823,823,উপর,JJ
824,824,824,এই,DT
825,825,825,দিনটিকে,NN
826,826,826,হাশরের,NNP
827,827,827,দিন,NNP
828,828,828,বলা,VB
829,829,829,হয়,VB
830,830,830,ইহুদি,NNP
831,831,831,ও,CC
832,832,832,খৃস্ট,NNP
833,833,833,ধর্মের,NN
834,834,834,ন্যায়,IN
835,835,835,ইসলাম,NNP
836,836,836,ধর্মও,NN
837,837,837,ইব্রাহিমীয়,NNP
838,838,838,এবং,CC
839,839,839,দ্বিতীয়,JJ
840,840,840,বৃহত্তম,JJS
841,841,841,ধর্মাবলম্বী,JJ
842,842,842,গোষ্ঠী,NN
843,843,843,আরবে,NNP
844,844,844,এ,JJ
845,845,845,ধর্মের,NN
846,846,846,গোড়াপত্তন,VB
847,847,847,হলেও,IN
848,848,848,অধিকাংশ,JJS
849,849,849,মুসলমান,NNP
850,850,850,অন্যাংশের,NNS
851,851,851,আরব,NN
852,852,852,দেশের,NNS
853,853,853,মুসলমানরা,NNS
854,854,854,মোট,JJ
