,Inflected_Word,Lemma
90,নিয়,নিয়
91,তলচিহ্ন,তলচিহ্ন
92,স্নেহপূর্ণতা,স্নেহপূর্ণতা
93,ভাষণের,ভাষণ
94,পিতৃকুলের,পিতৃকুল
95,সম্রাজ্যবাদী,সম্রাজ্যবাদ
96,পালটে,পালটানো
97,পার্থক্য,পার্থক্য
98,অসাধারনভাবে,অসাধারন
99,ক্যালিফোর্নিয়া,ক্যালিফোর্নিয়া
100,উড়ালসেতুগুলিতে,উড়ালসেতু
101,পেশীর,পেশী
102,লিসেনইট,লিসেনইট
103,বিচারযোগ্য,বিচারযোগ্য
104,রায়ের,রায়
105,ভোজও,ভোজ
106,কর্মসময়ে,কর্মসময়
107,হার্টলির,হার্টলি
108,সালুম্বার,সালুম্বা
109,ক্লাইমেট,ক্লাইমেট
110,ইন্তাজগঞ্জ,ইন্তাজগঞ্জ
111,লেইশোয়েসের,লেইশেয়েস
112,সাহায্য,সাহায্য
113,প্রার্থনায়,প্রার্থনা
114,বাঁধনটা,বাঁধন
115,কৃষ্ণরামের,কৃষ্ণরাম
116,একি,একি
117,নালা,নালা
118,ওইদিন,ওইদিন
119,সোনাপানা,সোনাপান
120,আপনিই,আপনি
121,দীপ্তিমাপক,দীপ্তি
122,গদ্যানুবাদ,গদ্যানুবাদ
123,সিটিমিলসে,সিটিমিল
124,গল্পকার,গল্পকার
125,আসামকে,আসাম
126,আটকানো,আটকানো
127,পারিসবাসির,পারিসবাসি
128,সুলাইমান,সুলাইমান
129,স্টক,স্টক
130,এসভির,এসভি
131,দেশগুলোকে,দেশ
132,খায়খালাসী,খায়
133,খাদ্যে,খাদ্য
134,কৈশোরাবস্থা,কৈশোরাবস্থা
135,সর্বনামের,সর্বনাম
136,চিত্রটির,চিত্র
137,শব্দবন্ধগুলো,শব্দবন্ধ
138,বালুচিস্তান,বালুচিস্তান
139,বিনিয়োগকারীরা,বিনিয়োগকারী
140,ওয়াইলারের,ওয়াইলার
141,তিনটিকেই,তিনটি
142,গোরিটির,গোরি
143,এনিসোট্রপি,এনিসোট্রপ
144,পড়শীকে,পড়শী
145,নদীসঙ্কটে,নদীসঙ্কট
146,আজমিরীগঞ্জ,আজমিরীগঞ্জ
147,নামলো,নামা
148,ভারসাম্যও,ভারসাম্য
149,প্রচন্ড,প্রচন্ড
150,কয়েকজনের,কয়েকজন
151,জলপ্লাবনের,জল
152,আয়োজনের,আয়োজন
153,গঞ্জালেজের,গঞ্জালেজ
154,সন্ধ্যাকাল,সন্ধ্যা
155,পদযাত্রা,পদযাত্রা
156,সিন্ধহিন্দ,সিন্ধহিন্দ
157,গুইতারেজও,গুইতারেজ
158,জনকল্যাণের,জনকল্যাণ
159,ইশিগুরো,ইশিগুরো
160,ছন্দোবৈচিত্র্য,ছন্দোবৈচিত্র্য
161,ফিল্মের,ফিল্ম
162,ছিন্নপত্র,ছিন্নপত্র
163,কোঃকে,কোঃ
164,পরিচালককে,পরিচালক
165,ভূবিজ্ঞানে,ভূবিজ্ঞান
166,সেনোজোনে,সেনোজোন
167,মিয়ানদাজির,মিয়ানদাজি
168,জয়তেতা,জয়তে
169,কৃত্তিবাসি,কৃত্তিবাসি
170,প্রান্তবিহীন,প্রান্তবিহীন
171,অসম্ভাব্যতাটাকে,অসম্ভাব্যতা
172,উত্কৃষ্টতার,উত্কৃষ্ট
173,জারঘোনা,জার
174,বেলকুচিতে,বেলকুচি
175,ক্ষণকালস্থায়ী,ক্ষণকালস্থায়ী
176,নাট্যকার,নাট্যকার
177,সুনীল,সুনীল
178,বদ্রীনারায়ণের,বদ্রীনারায়ণ
179,স্কটল্যান্ডের,স্কটল্যান্ড
180,স্তরটির,স্তর
181,শেওড়াপাড়া,শেওড়াপাড়া
182,সিসিসাইয়াঃ,সিসিসাইয়াঃ
183,রিগেল,রিগেল
184,জিনগতভাবেই,জিনগত
185,হাজেরের,হাজের
186,তিহারি,তিহারি
187,বর্ষশেষ,বর্ষশেষ
188,কাজীর,কাজী
189,ফ্লুয়িডকে,ফ্লুয়িড
190,ওলফের,ওলফ
191,বন্ধুর,বন্ধু
192,শতাধিক,শতাধিক
193,শরণার্থী,শরণার্থী
194,মোজাইকগুলোর,মোজাইক
195,বুরিয়াত,বোরিয়া
196,লেংগ্রিজে,লেংগ্রিজ
197,কুম্ভকার,কুম্ভ
198,বীজকোষধারী,বীজকোষ
199,অগাস্টিনও,অগাস্টিন
200,এভিয়ানে,এভিয়ান
201,মুনিঋষিরা,মুনিঋষি
202,জাফারির,জাফারি
203,কাপ্তানের,কাপ্তান
204,দুলতে,দুলা
205,চেয়ারম্যানদের,চেয়ারম্যান
206,ভিত,ভিত
207,স্ট্রীটে,স্ট্রীট
208,বিজ্ঞানীরা,বিজ্ঞানী
209,ঘন্টারও,ঘন্টা
210,অ্যাম্বাস্যাডার,অ্যাম্বাস্যাডার
211,মোহররম,মোহররম
212,একপ্রান্তে,একপ্রান্ত
213,আয়কারি,আয়কারি
214,একান্তর,একান্তর
215,টানবে,টানা
216,ট্রফিটি,ট্রফি
217,দাশ,দাশ
218,আমন্দ,আমন্দ
219,বহুজাতিভিত্তিক,বহুজাতিভিত্তি
220,ইয়ুকাতান,ইয়ুকাতান
221,জানুরিয়ার,জানুরিয়া
222,রেলওয়ের,রেলওয়ে
223,একাডেমি,একাডেমি
224,শিশুওসহ,শিশু
225,অতিুদ্রায়তন,অতিুদ্রায়তন
226,অব্যবধানকারী,অব্যবধান
227,বাড়িঘর,বাড়ি
228,অম্নরব,অম্নরব
229,অব্রাহামের,অব্রাহাম
230,আউনের,আউন
231,ধরলেও,ধরা
232,মল্লিককে,মল্লিক
233,হিন্দুধর্মের,হিন্দুধর্ম
234,পড়াশোনা,পড়াশোনা
235,শারীরিক,শরীর
236,বিজয়ির,বিজয়ি
237,বিনাশকারী,বিনাশ
238,শাসনালীর,শাসন
239,তওবাকারীদের,তওবাকারী
240,হনুলুলুর,হনুলুলু
241,অর্থোদ্ধারকারীরা,অর্থোদ্ধারকারী
242,গমনাগমনকারী,গমনাগমনকারী
243,গাংরাইল,গাংরা
244,সিম্যানশিপ,সিম্যান
245,কুকুড়াডাকের,কুকুড়াডো
246,মালদা,মালদা
247,অ্যাক্টের,অ্যাক্ট
248,অগ্রগামী,অগ্রগমন
249,প্রত্যাবাসন,প্রত্যাবাসন
250,শরৎচন্দ্র,শরৎচন্দ্র
251,অতিথিই,অতিথি
252,বিচারকমের,বিচারকম
253,গাঢ়,গাঢ়
254,ডেরিতে,ডেরি
255,ফুলদানি,ফুলদানি
256,নামেন,নামা
257,জনাকীর্ণতা,জনাকীর্ণ
258,সেক্,সেক্
259,সুবা,সুবা
260,কূশদেশীয়,কূশদেশী
261,মৌসুমি,মৌসুমি
262,ভাবনাকে,ভাবনা
263,সংকুচিতও,সংকোচিত
264,ফ্লাস্ক,ফ্লাস্ক
265,মান্দি,মান্দি
266,নিষ্পত্তিনামা,নিষ্পত্তি
267,গমের,গম
268,অ্যানড্র,অ্যানড্র
269,ব্যাপকভাবে,ব্যাপক
270,বর্জ্য,বর্জ্য
271,ওম্যানে,ওম্যান
272,কামাদো,কামাদো
273,ব্রিজটার,ব্রিজ
274,ক্রানজারের,ক্রানজার
275,কৌতুকী,কৌতুক
276,কাবিআও,কাবিআও
277,আক্টিভিসমে,আক্টিভিসম
278,হোল্ডারদের,হোল্ডার
279,আন্তঃমতাদর্শগত,আন্তঃমতাদর্শ
280,মতবাদটির,মতবাদ
281,প্রিয়জনকে,প্রিয়জন
282,পরিবর্তনশীভাবে,পরিবর্তনশীল
283,হাসানকে,হাসান
284,ক্রেটারও,ক্রেটার
285,রেলযোগাযোগ,রেলযোগাযোগ
286,পৃষ্ঠটানের,পৃষ্ঠটান
287,আগাছামুক্ত,আগাছামুক্ত
288,উল,উল
289,চিত্র্যনাট্যাকার,চিত্র্যনাট্যাকার
290,গাদ্দাফিবিরোধী,গাদ্দাফিবিরোধী
291,ফ্যাক্টরিগুলি,ফ্যাক্টরি
292,লাইনো,লাইনো
293,বেস,বেস
294,আইএমওগুলোতে,আইএমও
295,আলিয়েভা,আলিয়েভা
296,এতজায়ন,এতজায়ন
297,নেতাজি,নেতাজি
298,আর্যায়নের,আর্যায়ন
299,সুপারিশি,সুপারিশি
300,একজাত,একজাত
301,হচ্ছিলেন,হচ্ছিলেন
302,ফ্লোকহার্ট,ফ্লোকহার্ট
303,তুরস্কে,তুরস্ক
304,ভারগ্রস্ত,ভার
305,একটারও,একটা
306,বৃদ্ধিও,বৃদ্ধি
307,স্প্রিংবোর্ড,স্প্রিংবোর্ড
308,পেট্রোনার,পেট্রোনা
309,বাতাসতাড়িত,বাতাসতাড়িত
310,ক্ষুদ্রমনা,ক্ষুদ্রমনা
311,আসিরীয়ায়,আসির
312,রাজহংসশাবক,রাজহংস
313,গোস্ট,গোস্ট
314,নিরংকুশ,নিরংকুশ
315,জানাচ্ছেনঃ,জানা
316,লড়ে,লড়াই
317,কুশওয়াহ,কুশওয়াহ
318,মাথুরাতে,মাথুরা
319,এমএইচএমসিএল,এমএইচএমসিএল
320,কার্ডগুলো,কার্ড
321,কলোরেখায়,কলোরেখা
322,কাশছিলাম,কাশা
323,উত্তরটার,উত্তর
324,নীলক্ষেত,নীলক্ষেত
325,পদার্থগুলিই,পদার্থ
326,জেলাতেই,জেলা
327,নীতিমালা,নীতিমালা
328,রক্তারক্তি,রক্তারক্তি
329,উপকুল,উপকুল
330,শিরোপা,শিরোপা
331,পালামৌয়ের,পালামৌয়
332,জাগে,জাগাা
333,পীড়িতকে,পীড়িত
334,আগ্রোহা,আগ্রোহা
335,মাইকোদের,মাইকো
336,অ্যান্টিভাইরাস,অ্যান্টিভাইরাস
337,আরএসপি,আরএসপি
338,কর্নিলিয়াসকে,কর্নিলিয়াস
339,স্ত্রীও,স্ত্রী
340,আত্মবিবরণী,আত্মবিবরণী
341,প্রাগভাব,প্রাগ
342,আয়েনপুর,আয়েনপুর
343,কুমারপালচরিয়ের,কুমারপালচরিয়
344,চিন্তনের,চিন্তন
345,সাধ্য,সাধ্য
346,প্রদীপপূজা,প্রদীপপূজা
347,উপলক্ষ্যগুলোর,উপলক্ষ্য
348,রোগপ্রশমনকারী,রোগপ্রশমন
349,অক্সাইড,অক্সাইড
350,জনসংহতি,জনসংহতি
351,প্ররোচনাদাতা,প্ররোচনা
352,ভেবেছিল,ভাবা
353,গোড,গোড
354,যুব,যুব
355,মাজারুল,মাজারুল
356,যাইহোক,যাইহোক
357,বিন্দুসমূহের,বিন্দু
358,করিবেই,করা
359,ইতিহাসশাস্ত্র,ইতিহাস
360,গ্রিনিতে,গ্রিনি
361,অঙ্গারযৌগিক,অঙ্গার
362,কেকও,কেক
363,অর্থব্যবস্থার,অর্থব্যবস্থা
364,মিল্কা,মিল্কা
365,অগ্রাধিকারকরণের,অগ্রাধিকার
366,স্টোক,স্টোক
367,ছন্দোময়,ছন্দ
368,বিটগুলির,বিট
369,এনাদার,এনাদা
370,হুগলী,হুগলী
371,সম্প্রসারপর্ষৎ,সম্প্রসার
372,অগাধলোকে,অগাধলো
373,আজারবাইজান,আজারবাইজান
374,গ্যাব্রিয়েলাইসপাইসঃ,গ্যাব্রিয়েলাইসপাইস
375,লেগেই,লাগা
376,পিত্তনালিকে,পিত্তনালি
377,অ্যাডলার,অ্যাডলার
378,শ্লেষের,শ্লেষ
379,মিথ্যাবাক্য,মিথ্যা
380,স্টেয়ারে,স্টেয়ার
381,আলবেনিয়া,আলবেনিয়া
382,চরমাবস্থা,চরম
383,ছবিটির,ছবি
384,ইসাস,ইসা
385,উত্তমতর,উত্তম
386,অবস্থানের,অবস্থান
387,সিলিন্ডার,সিলিন্ডার
388,হ্যাসট্যাগটি,হ্যাসট্যাগ
389,ডাঁশ,ডাঁশ
390,সংঘটিত,সংঘটিত
391,বিকেলটা,বিকেল
392,শৈলীর,শৈলী
393,কারিগরি,কারিগর
394,আরোগ্যও,আরোগ্য
395,সারাঘাটকে,সারাঘাট
396,কালটুরা,কালটুরা
397,ফিল্ডটি,ফিল্ড
398,রেখেছেঃ,রাখা
399,সন্ত্রাস,সন্ত্রাস
400,উতপাদনে,উতপাদন
401,মো,মো
402,নোরিশ,নোরিশ
403,আনসে,আনস
404,পুনর্গঠনে,পুনর্গঠন
405,ফেললাম,ফেলা
406,বামতট,বামতট
407,উদ্বিগ্নচিত্তে,উদ্বিগ্নচিত্ত
408,বিচারপতিবৃন্দের,বিচারপতিবৃন্দ
409,সেনের,সেন
410,সাতক্ষীরা,সাতক্ষীরা
411,জিখাই,জিখাই
412,লেনার্ড,লেনার্ড
413,কঠিনমনা,কঠিন
414,আধিকারক,আধিকারক
415,কোসাইন,কোসাইন
416,ফাউস,ফাউস
417,চক্মকি,চক্মকি
418,চিন্তাধারাকে,চিন্তাধারা
419,আলিরুক,আলিরুক
420,দিয়েছ,দেওয়া
421,গুরুভ্রাতারা,গুরুভ্রাতা
422,হর্ষধ্বনিতে,হর্ষধ্বনি
423,বান্ধবী,বান্ধবী
424,অর্ধতলে,অর্ধতল
425,টানেলকে,টানেল
426,চ্যাম্পিয়নশিপের,চ্যাম্পিয়নশিপ
427,প্রার্থনাস্থান,প্রার্থনা
428,ব্যবসায়ীদের,ব্যবসায়ী
429,সম্পন্নতার,সম্পন্ন
430,সারকামফ্ল্যাক্স,সারকামফ্ল্যাক্স
431,দালাই,দালাই
432,সাঁজাতে,সাঁজা
433,ডিস্ট্রিক্ত,ডিস্ট্রিক্ত
434,শরীফকে,শরীফ
435,প্রসারে,প্রসার
436,কনফিট,কনফিট
437,ডোনোহু,ডোনোহু
438,সময়কাল,সময়কাল
439,অনুস্থ,অনুস্থ
440,তোমায়,তুমি
441,প্রতিকণিকার,প্রতিকণিকা
442,নতুবা,নতুবা
443,স্থলাভিমুখে,স্থলাভিমুখ
444,ঘটিয়েছে,ঘটা
445,মুর্হুত,মুর্হুত
446,উপযোগে,উপযোগ
447,চলচ্চিত্রের,চলচ্চিত্র
448,ভাববে,ভাবা
449,রাধাবেশে,রাধাবেশ
450,ক্রিপ্টাল্যাটিলিক,ক্রিপ্টাল্যাটিলিক
451,এইউএল,এইউএল
452,ধার,ধার
453,ভাঁটি,ভাঁটি
454,তাদেরককে,তাদের
455,দ্যোতক,দ্যোতক
456,পাকিস্তানীদের,পাকিস্তানী
457,কার্টিয়ারকে,কার্টিয়ার
458,সারণি,সারণি
459,যুবকর্ণার,যুবকর্ণা
460,লাগোসে,লাগোস
461,ফিনল্যান্ড,ফিনল্যান্ড
462,হরিন,হরিন
463,ফারফাহিন্নের,ফারফাহিন্ন
464,ভীষ্মকে,ভীষ্ম
465,ম্যাকাডোনালের,ম্যাকাডোনাল
466,প্রধানমন্ত্রীও,প্রধানমন্ত্রী
467,শাশুড়ি,শাশুড়ি
468,আল্ট্রাবহনযোগ্য,আল্ট্রাবহন
469,ইয়েমেনে,ইয়েমেন
470,মীরবহর,মীরবহর
471,কাদেশের,কাদেশ
472,ফাইল,ফেইল
473,ইঞ্জিলের,ইঞ্জিল
474,সংখ্যাতিরিক্ত,সংখ্যাতিরিক্ত
475,কিয়াত,কিয়াত
476,স্থগিতের,স্থগিত
477,জরিপবিদ,জরিপবিদ
478,ক্রিম,ক্রিম
479,জর্ডানা,জর্ডানা
480,অল্টোনা,অল্টোনা
481,অ্যাওয়ার্ড,অ্যাওয়ার্ড
482,সূর্যসিদ্ধান্তর,সূর্যসিদ্ধান্ত
483,পশুগমনসহ,পশুগমন
484,এন্টারপ্রাইজে,এন্টারপ্রাইজ
485,স্ফীততায়,স্ফীত
486,তারবার্তাগুলি,তারবার্তা
487,উৎপাদনকারী,উৎপাদন
488,বন্দোবস্তোর,বন্দোবস্তো
489,ব্যারন,ব্যারন
490,সাক্ষাৎকার,সাক্ষাৎকার
491,ক্রিরার,ক্রিরা
492,আয়নায়নকারী,আয়নায়নকারী
493,সায়খা,সায়খা
494,মনোনিতের,মনোনিত
495,কনকাকাফ,কনকাকাফ
496,এদুজনই,এদুইজন
497,আদুলানের,আদুলান
498,শ্রেণীবিভাগযোগ্য,শ্রেণী
499,তাকেও,তাকে
500,সংগীতের,সংগীত
501,ওয়েঙ্গারের,ওয়েঙ্গার
502,ব্যুরোর,ব্যুরো
503,স্নেহরল,স্নেহরল
504,উন্মুলক,উন্মুল
505,ভরাদৃশ,ভরাদৃশ
506,আস্থার,আস্থা
507,বানুয়ার,বানুয়া
508,কেরিয়ারের,কেরিয়ার
509,শ্রমজীবীরা,শ্রমজীবী
510,সেকেরিড,সেকেরিড
511,আঁতুড়,আঁতুড়
512,তালুকদার,তালুকদার
513,সুবর্ণজয়ন্তী,সুবর্ণজয়ন্তী
514,অক্ষরিক,আক্ষরিক
515,শেহেরজাদিকে,শেহেরজাদি
516,গোলে,গোল
517,ক্রিমেন,ক্রিমেন
518,মেঝেতে,মেঝে
519,আলহারাকা,আলহারাকা
520,দ্বায়িত্বহীন,দ্বায়িত্বহীন
521,নগরবাসীর,নগর
522,দেখাওনি,দেখা
523,পন্থায়,পন্থা
524,ভাঁটায়,ভাঁটা
525,ছারছিনা,ছাড়া
526,ইলেকট্রিকস,ইলেকট্রিক
527,যেকোনটির,যেকোন
528,জামাতের,জামাত
529,টালিগঞ্জে,টালিগঞ্জ
530,গোঁদের,গোঁদ
531,ব্যক্তিরাও,ব্যক্তি
532,সুচরিতার,সুচরিতা
533,সফেন,সফ
534,আগুনে,আগুন
535,গবেষণায়,গবেষণা
536,দিয়ো,দেওয়া
537,জনগোষ্ঠী,জনগোষ্ঠী
538,ঠেকানো,ঠেকানো
539,ব্ল্যাজার,ব্ল্যাজার
540,আধুনিকবাদী,আধুনিকবাদী
541,তড়িৎচৌম্বকীয়,তড়িৎচৌম্বকীয়
542,জামারা,জামা
543,ঘানার,ঘানা
544,আমিরাতে,আমিরাত
545,অবিধেয়,অবিধেয়
546,ইকুয়েডোরের,ইকুয়েডোর
547,যিহূদিয়াতে,যিহূদিয়া
548,ভক্তবৃন্দ,ভক্ত
549,কার্নাকের,কার্নাক
550,সমুদ্রতীর,সমুদ্র
551,মাহমুদুল,মাহমুদুল
552,কেকিয়াং,কেকিয়াং
553,আমেরিকানদেরও,আমেরিকান
554,অপসিলারের,অপসিলার
555,পত্নীতলাতে,পত্নীতলা
556,ধানুয়ায়,ধানুয়া
557,দিলেককে,দিলেক
558,ভার্দান্যান,ভার্দান্যান
559,গুগলপ্লেক্স,গুগলপ্লেক্স
560,ভিপিপি,ভিপিপি
561,জানবেন,জানা
562,রূফের,রূফ
563,আত্মজীবনীগুলির,আত্মজীবনী
564,প্রডাকসন্স,প্রডাকসন্স
565,কইলেন,বলা
566,পরিস্পন্দ,পরিস্পন্দ
567,তিক্ত,তিক্ত
568,এমননা,এমন
569,সামসুংম্যানদের,সামসুংম্যান
570,সৌন্দর্য,সুন্দর
571,ব্রেসলেট,ব্রেসলেট
572,যিরমিয়ের,যিরমিয়
573,লিমিটেডের,লিমিটেড
574,আফরিনা,আফরিন
575,পাঠাইলাম,পাঠানো
576,শৌরীন্দ্রমোহন,শৌরীন্দ্রমোহন
577,স্টার্জ,স্টার্জ
578,সংস্থারও,সংস্থা
579,মেলম্যান,মেলম্যান
580,যোগবিজ্ঞানকে,যোগবিজ্ঞান
581,চীরতরে,চীরতর
582,অস্ত্রটাই,অস্ত্র
583,দাইড়,দাই
584,জীবনচর্চা,জীবনচর্চা
585,নিখিলের,নিখিল
586,ম্যানোঁকে,ম্যানোঁক
587,আদর্শটিকে,আদর্শ
588,উল্কাবৃষ্টি,উল্কাবৃষ্টি
589,হজ্জাম,হজ্জাম
590,বেরলভীর,বেরলভী
591,মোহ,মোহ
592,কংকের,কংক
593,ফোনই,ফোন
594,দর্শনলাভ,দর্শনলাভ
595,তিউনিসিয়,তিউনিসিয়
596,থামছেনা,থামা
597,অভারতীয়যেমন,অভারতীয়
598,যুক্তরাষ্ট্রীয়কে,যুক্তরাষ্ট্রীয়
599,ধর্মহীনতাকে,ধর্মহীন
600,চার্চগেটের,চার্চগেট
601,কবিতাটিতে,কবিতা
602,চাকরিদাতার,চাকরিদাতা
603,প্রবণতায়,প্রবণতা
604,কারমেন,কারমেন
605,হুন্ডি,হুন্ডি
606,ফুজিয়ানের,ফুজিয়ান
607,মাদেরদ্রা,মাদেরদ্রা
608,প্রবাবিলিটির,প্রবাবিলিটি
609,ছেলেমেয়েদের,ছেলেমেয়ে
610,জন্যর,জন্য
611,ব্যবসাবাণিজ্য,ব্যবসাবাণিজ্য
612,ট্রামগুলো,ট্রাম
613,প্রবেশাধিকারসম্পন্ন,প্রবেশাধিকারসম্পন্ন
614,এটিকেও,এটি
615,ভেলোসোকে,ভেলোসো
616,থেরাপী,থেরাপী
617,দীঘার,দীঘা
618,আনাদের,আনাদ
619,খানকতক,খানকতক
620,নোকিয়ানভিরতা,নোকিয়ান
621,মানেনা,মানেনা
622,তরিকাগুলোকে,তরিকা
623,স্থিরমস্তিষ্কের,স্থিরমস্তিষ্ক
624,বিশ্ববিদ্যালয়সমূহের,বিশ্ববিদ্যালয়
625,ইরবিলের,ইরবিল
626,সংকোচন,সংকোচন
627,বোঙ্গোসেলিব্রেটির,বোঙ্গোসেলিব্রেটি
628,এডোয়ারডোর,এডোয়ারডো
629,গোবেলসের,গোবেলস
630,সামলালে,সামলাল
631,ইমতিহান,ইমতিহান
632,উইজডেন,উইজডেন
633,সিকুয়েন্সেরই,সিকুয়েন্স
634,প্রাচুর্য,প্রাচুর্য
635,পাখিগুলো,পাখি
636,বাঘোয়ার,বাঘোয়া
637,প্রতিস্থান,প্রতিস্থান
638,বাইম্যান,বাইম্যান
639,শিলাইদহে,শিলাইদহ
640,রেসটির,রেসটি
641,চেতনাবোধে,চেতনা
642,অ্যালিগেটর,অ্যালিগেটর
643,সিরিয়ার,সিরিয়া
644,ভাসানী,ভাসানী
645,মিশনারি,মিশনারি
646,পোশাকটা,পোশাক
647,স্বাধিকারের,স্বাধিকার
648,জুনের,জুন
649,টুইটারে,টুইটার
650,প্রকাশভঙ্গী,প্রকাশভঙ্গী
651,কূয়াঁ,কূয়া
652,আধিষ্ঠিত,আধিষ্ঠিত
653,খননকাজে,খননকাজ
654,ইউনাইটেড,ইউনাইটেড
655,পুষ্পগিরি,পুষ্পগিরি
656,সত্যপ্রিয়তা,সত্য
657,ফকিরাগ্রামকে,ফকিরাগ্রাম
658,আবাসস্থলগুলির,আবাসস্থল
659,পানজাগারকে,পানজাগার
660,চমকানোর,চমকানো
661,অ্যারোনেটিক্যাল,অ্যারোনেটিক্যাল
662,পদাতিকেরাই,পদাতিক
663,জগতসিংহপুর,জগতসিংহ
664,একাধারে,একাধার
665,টিডব্লিউএএস,টিডব্লিউএএস
666,পলসনের,পলসন
667,সেন্টারটি,সেন্টার
668,এসনা,এসনা
669,চাকানোর,চাকানো
670,হত্যাকান্ডের,হত্যাকান্ড
671,মানরাসার,মানরাসা
672,অ্যানি,অ্যানি
673,লাহুরীর,লাহুরী
674,সংগতরূপে,সংগতরূপ
675,পৌঁছোয়,পৌঁছা
676,লাপ্রেডের,লাপ্রেড
677,লিনহে,লিনহ
678,একত্রিত,একত্র
679,গবেষণাটির,গবেষণা
680,তুঙ্গারলির,তুঙ্গারলি
681,ইস্টের,ইস্ট
682,সাজে,সাজ
683,গঠনকে,গঠন
684,বাইপলিমারের,বাইপলিমার
685,শ্রাবন্তী,শ্রাবন্তী
686,ওয়েইপিং,ওয়েইপিং
687,একককে,একক
688,ইন্টার্ভিউয়ে,ইন্টার্ভিউ
689,ভ্রমণার্থীরা,ভ্রমণার্থী
690,কেড়ে,কাড়া
691,নেহালগঞ্জ,নেহালগঞ্জ
692,পদগুচ্ছই,পদগুচ্ছ
693,গভর্নর,গভর্নর
694,ডেভিডডিজেসি,ডেভিডডিজেসি
695,লহু,লহু
696,এন্ডজেনাস,এন্ডজেনাস
697,অর্পণের,অর্পণ
698,কল্পে,কল্প
