,id,language,original,polished,polish_type,model,sem_similarity
10,python_11,Python,"# ABC136A

a, b, c = map(int, input().split())
print(max(0, c-(a-b)))
","```
# ABC136A

a, b, c = map(int, input().split())
print(max(0, c - (a - b)))
```",extreme_minor,Meta-Llama-2-7b-chat,0.8092
11,python_12,Python,"n=int(input())

k=2
while(2*n > k*(k-1)):
    k+=1

if(2*n!=k*(k-1)):
    print(""No"")
else:
    print(""Yes"")
    print(k)
    tmp=0
    result=[[0]*(k-1) for i in range(k)]
    for i in range(k):
        for j in range(i):
            result[i][j]=result[j][i-1]
        for l in range(k-i-1):
            tmp+=1
            result[i][i+l]=tmp
        
    for j in range(k):
        print(""{} "".format(k-1),end="""")
        for i in range(k-2):
            print(""{} "".format(result[j][i]),end="""")
        print(result[j][k-2])","```
n = int(input())

k = 2
while 2 * n > k * (k - 1):
    k += 1

if 2 * n!= k * (k - 1):
    print(""No"")
else:
    print(""Yes"")
    print(k)
    tmp = 0
    result = [[0] * (k - 1) for _ in range(k)]
    for i in range(k):
        for j in range(i):
            result[i][j] = result[j][i - 1]
        for l in range(k - i - 1):
            tmp += 1
            result[i][i + l] = tmp

    for j in range(k):
        print(""{} "".format(k - 1), end="""")
        for i in range(k - 2):
            print(""{} "".format(result[j][i]), end="""")
        print(result[j][k - 2])
```",extreme_minor,Meta-Llama-2-7b-chat,0.9099
12,python_13,Python,"N=int(input())

if N % 1000 == 0:
    print(0)
else:
    print(1000 - N%1000)","```
n = int(input())

if n % 1000 == 0:
    print(0)
else:
    print(1000 - n % 1000)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8129
13,python_14,Python,"N = int(input())
X = list(map(int, input().split()))

sorted_X = sorted(X)

left_med = sorted_X[N//2 -1]
right_mid = sorted_X[N//2]

for i in range(N):
    if X[i] <= left_med:
        print(right_mid)
    else:
        print(left_med)","```
n = int(input())
x = list(map(int, input().split()))

sorted_x = sorted(x)

left_med = sorted_x[n//2 - 1]
right_mid = sorted_x[n//2]

for i in range(n):
    if x[i] <= left_med:
        print(right_mid)
    else:
        print(left_med)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8598
14,python_15,Python,"s = input()

for i in range(97, 97 + 26):
    if chr(i) not in s:
        print(chr(i))
        break

else:
    print(None)
","```
s = input()

for i in range(97, 123):
    if chr(i) not in s:
        print(chr(i))
        break
else:
    print(None)
```",extreme_minor,Meta-Llama-2-7b-chat,0.839
15,python_16,Python,"n, c = map(int, input().split())
r = [[0 for i in range(c)] for j in range(100000)]  # テレビ局の番組表
for dummy in range(n):  # 入力
    s, t, c = map(int, input().split())
    for j in range(s - 1, t):
        r[j][c - 1] = 1  # 放送中なら1
ans = 0
for i in range(100000):
    if sum(r[i]) > ans:
        ans = sum(r[i])  # 同時に放送されている番組の最大数
print(ans)","```
n, c = map(int, input().split())
r = [[0] * c for _ in range(100000)]  # テレビ局の番組表
for _ in range(n):  # 入力
    s, t, c = map(int, input().split())
    for j in range(s - 1, t):
        r[j][c - 1] = 1  # 放送中なら1
ans = 0
for i in range(100000):
    if sum(r[i]) > ans:
        ans = sum(r[i])  # 同時に放送されている番組の最大数
print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.9108
16,python_17,Python,"C1 = input()
C2 = input()

if C2 == C1[::-1]:
    print('YES')
else:
    print('NO')","```
C1 = input()
C2 = input()

if C2 == C1[::-1]:
    print('YES')
else:
    print('NO')
```",extreme_minor,Meta-Llama-2-7b-chat,0.8298
17,python_18,Python,"A, B = map(int, input().split())
a = 0
for i in range(A, B+1):
    i = str(i)
    if i == i[::-1]:
        a += 1
print(a)","```
A, B = map(int, input().split())
a = 0
for i in range(A, B + 1):
    i = str(i)
    if i == i[::-1]:
        a += 1
print(a)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8414
18,python_19,Python,"import sys
from math import gcd
from functools import reduce

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10 ** 9)
INF = 1 << 60
MOD = 1000000007


def main():
    N, *A = map(int, read().split())

    print(reduce(gcd, A))
    return


if __name__ == '__main__':
    main()
","```
import sys
from math import gcd
from functools import reduce

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10**9)
INF = 1 << 60
MOD = 1000000007

def main():
    N, *A = map(int, read().split())
    print(reduce(gcd, A))

if __name__ == '__main__':
    main()
```",extreme_minor,Meta-Llama-2-7b-chat,0.8769
19,python_20,Python,"n = int(input())
v_list = map(int, input().split())
c_list = map(int, input().split())
sum = 0

for v, c in zip(v_list, c_list):
    if v - c > 0:
        sum += v - c

print(sum)
","```
n = int(input())
v_list = list(map(int, input().split()))
c_list = list(map(int, input().split()))
total = 0

for value, cost in zip(v_list, c_list):
    if value - cost > 0:
        total += value - cost

print(total)
```",extreme_minor,Meta-Llama-2-7b-chat,0.7844
20,python_21,Python,"# 色の塗り方は全部で何通りか。O(C^3)で、C^3 = 27000通り。
# 各塗り方に対していちいち計算していると最大25000マスで、これだと間に合わない。
# 3つに別れた各部分を各色に変えるコスト合計を前計算しておけば良い。O(C^3 + N^2 C)。
# 一ひねりした全探索。

n, c = list(map(int, input().split()))
change_cost = [list(map(int, input().split())) for _ in range(c)]
init_color = [list(map(int, input().split())) for _ in range(n)]

cost = [[0 for _ in range(c)] for _ in range(3)]

for row in range(n):
    for col in range(n):
        before = init_color[row][col] - 1
        for after in range(c):
            idx = (row + col) % 3
            cost[idx][after] += change_cost[before][after]

ans = 1000 * 500 * 500 * 10
for ci in range(c):
    for cj in range(c):
        for ck in range(c):
            if (ci != cj != ck != ci):
                ans = min(ans, cost[0][ci] + cost[1][cj] + cost[2][ck])

print(ans)
","```
# Color's painting methods are all how many times. O(C^3) for, C^3 = 27000 times.
# Each painting method against, calculate individually, then it won't be finished even at maximum 25000 cells.
# 3 parts separated, each part to each color, total cost to pre-calculate, O(C^3 + N^2 C).
# Whole search with a twist.

n, c = map(int, input().split())
change_cost = [list(map(int, input().split())) for _ in range(c)]
init_color = [list(map(int, input().split())) for _ in range(n)]

cost = [[0] * c for _ in range(3)]

for row in range(n):
    for col in range(n):
        before = init_color[row][col] - 1
        for after in range(c):
            idx = (row + col) % 3
            cost[idx][after] += change_cost[before][after]

ans = 1000 * 500 * 500 * 10
for ci in range(c):
    for cj in range(c):
        for ck in range(c):
            if ci!= cj!= ck!= ci:
                ans = min(ans, cost[0][ci] + cost[1][cj] + cost[2][ck])

print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8337
21,python_22,Python,"N = int(input())
e = [0] * (N+1)
for i in range(2, N+1):
  cur = i
  for j in range(2, i+1):
    while cur % j == 0:
      e[j] += 1
      cur //= j

def num(m):
  return len(list(filter(lambda x: x >= m-1, e)))

print(num(75)+num(25)*(num(3)-1)+num(15)*(num(5)-1)+num(5)*(num(5)-1)*(num(3)-2)//2)","```
N = int(input())
e = [0] * (N + 1)
for i in range(2, N + 1):
    cur = i
    for j in range(2, i + 1):
        while cur % j == 0:
            e[j] += 1
            cur //= j

def num(m):
    return len(list(filter(lambda x: x >= m - 1, e)))

print(num(75) + num(25) * (num(3) - 1) + num(15) * (num(5) - 1) + num(5) * (num(5) - 1) * (num(3) - 2) // 2)
```",extreme_minor,Meta-Llama-2-7b-chat,0.9047
22,python_23,Python,"a,b,c=map(int,input().split())
if ((b-a)==(c-b)):
    print (""YES"")
else:
    print(""NO"")","```
a, b, c = map(int, input().split())
if (b - a) == (c - b):
    print(""YES"")
else:
    print(""NO"")
```",extreme_minor,Meta-Llama-2-7b-chat,0.8108
23,python_24,Python,"x = [int(i) for i in input().split()]
print(x.index(0) + 1)","```
x = [int(i) for i in input().split()]
print(x.index(0) + 1)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8628
24,python_25,Python,"a, v = map(int, input().split())
b, w = map(int, input().split())
t = int(input())
 
position_diff = abs(a-b)
pace_diff = v-w
 
if pace_diff <= 0:
    print('NO')
elif pace_diff > 0:
    if pace_diff * t >= position_diff:
        print('YES')
    else:
        print('NO')","```
a, v = map(int, input().split())
b, w = map(int, input().split())
t = int(input())

position_diff = abs(a - b)
pace_diff = v - w

if pace_diff <= 0:
    print('NO')
elif pace_diff > 0:
    if pace_diff * t >= position_diff:
        print('YES')
    else:
        print('NO')
```",extreme_minor,Meta-Llama-2-7b-chat,0.7958
25,python_26,Python,"n = int(input())
*A, = map(int, input().split())

from itertools import product

ans = 0
for P in product(range(3), repeat=n):
    even = 0
    for i in range(n):
        b = A[i] + P[i] - 1
        even |= (b % 2) == 0
    if even:
        ans += 1
print(ans)","```
n = int(input())
*A, = map(int, input().split())

from itertools import product

ans = 0
for P in product(range(3), repeat=n):
    even = sum((A[i] + P[i] - 1) % 2 == 0 for i in range(n))
    if even:
        ans += 1
print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8738
26,python_27,Python,"n = int(input())
H = list(map(int, input().split()))

# シミュレーションで求められる
# 目標地点からさかのぼる

ans = 0
for _ in range(max(H)):
    flg = False
    for i in range(n):
        if H[i] > 0:
            H[i] -= 1
            if not flg:
                ans += 1
                flg = True
        elif H[i] == 0:
            flg = False

print(ans)","```
n = int(input())
H = list(map(int, input().split()))

ans = 0
for _ in range(max(H)):
    flag = False
    for i in range(n):
        if H[i] > 0:
            H[i] -= 1
            if not flag:
                ans += 1
                flag = True
        elif H[i] == 0:
            flag = False

print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8258
27,python_28,Python,"S = input().replace('BC', 'D')

tmp = 0
ans = 0
for s in S:
    if s == 'A':
        tmp += 1
    elif s == 'D':
        ans += tmp
    else:
        tmp = 0
print(ans)","```
S = input().replace('BC', 'D')

tmp = 0
ans = 0
for s in S:
    if s == 'A':
        tmp += 1
    elif s == 'D':
        ans += tmp
        tmp = 0
    else:
        tmp = 0
print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8478
28,python_29,Python,"n = int(input())
a = list(map(int, input().split()))
c = [0]*(10**6 + 1)

for i in a:
    c[i] += 1

cnt = 0

for i in range(2, 10**6 + 1):
    s = sum(c[i::i])
    if s == n:
        print(""not coprime"")
        exit()
    elif s > 1:
        cnt += 1

if cnt > 0:
    print(""setwise coprime"")
else:
    print(""pairwise coprime"")","```
n = int(input())
a = list(map(int, input().split()))
c = [0] * (10**6 + 1)

for i in a:
    c[i] += 1

cnt = 0

for i in range(2, 10**6 + 1):
    s = sum(c[j] for j in range(i, 10**6 + 1, i))
    if s == n:
        print(""not coprime"")
        exit()
    elif s > 1:
        cnt += 1

if cnt > 0:
    print(""setwise coprime"")
else:
    print(""pairwise coprime"")
```",extreme_minor,Meta-Llama-2-7b-chat,0.8909
29,python_30,Python,"n,m = map(int,input().split())

ans = 0

ans += m * 1900
ans += (n-m) * 100

print(ans * 2 ** m)
","```
n, m = map(int, input().split())

ans = 0

ans += m * 1900
ans += (n - m) * 100

print(ans * 2 ** m)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8526
30,python_31,Python,"A, B = map(int, input().split())

if A % 2 == 1 and B % 2 == 1:
  print('Yes')
else:
  print('No')","```
a, b = map(int, input().split())

if a % 2 == 1 and b % 2 == 1:
    print('Yes')
else:
    print('No')
```",extreme_minor,Meta-Llama-2-7b-chat,0.8375
31,python_32,Python,"from operator import mul
from functools import reduce
 
 
def cmb(n, r):
    if r > n:
        return 0
    r = min(n-r, r)
    if r == 0:
        return 1
    over = reduce(mul, range(n, n - r, -1))
    under = reduce(mul, range(1, r + 1))
    return over // under
  
N,K= map(int, input().split())
red = N - K
for i in range(K):
    bluesc = cmb(K - 1 , i)
    redsc = cmb(red + 1 , i + 1) 
    ans = (redsc * bluesc) % (10**9+7)
    print(ans)","```
from operator import mul
from functools import reduce

def cmb(n, r):
    if r > n:
        return 0
    r = min(n - r, r)
    if r == 0:
        return 1
    over = reduce(mul, range(n, n - r, -1), 1)
    under = reduce(mul, range(1, r + 1), 1)
    return over // under

N, K = map(int, input().split())
red = N - K
for i in range(K):
    bluesc = cmb(K - 1, i)
    redsc = cmb(red + 1, i + 1)
    ans = (redsc * bluesc) % (10**9 + 7)
    print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.901
32,python_33,Python,"# -*- coding: utf-8 -*-
""""""
Created on Sat May 25 20:54:22 2019

@author: Yamazaki Kenichi
""""""

N,M = map(int,input().split())
A = list(map(int,input().split()))
B = [list(map(int,input().split())) for i in range(M)]

A.sort()
B.sort(reverse=True, key=lambda x: x[1])

tmp = 0
for i in range(N):
    if B[tmp][1] > A[i]:
        A[i] = B[tmp][1]
        B[tmp][0] -= 1
        if B[tmp][0] == 0:
            tmp += 1
        if tmp >= M:
            break
    else:
        break
print(sum(A))
    ","```
# -*- coding: utf-8 -*-
""""""
Created on Sat May 25 20:54:22 2019

@author: Yamazaki Kenichi
""""""

N, M = map(int, input().split())
A = list(map(int, input().split()))
B = [list(map(int, input().split())) for _ in range(M)]

A.sort()
B.sort(reverse=True, key=lambda x: x[1])

tmp = 0
for i in range(N):
    if B[tmp][1] > A[i]:
        A[i] = B[tmp][1]
        B[tmp][0] -= 1
        if B[tmp][0] == 0:
            tmp += 1
        if tmp >= M:
            break
    else:
        break
print(sum(A))
```",extreme_minor,Meta-Llama-2-7b-chat,0.9004
33,python_34,Python,"c = input()
sum = 0;
cc = c[0]
if len(c)!=1:
    for i in range(1,len(c)):
        if (c[i]==cc[i-1]):
            sum+=1
            if (c[i]=='1'):
                cc+='0'
            else:
                cc+='1'
        else:
            cc+=c[i]
print(sum)","```
c = input()
sum = 0
cc = c[0]
if len(c)!= 1:
    for i in range(1, len(c)):
        if c[i] == cc[i - 1]:
            sum += 1
            if c[i] == '1':
                cc += '0'
            else:
                cc += '1'
        else:
            cc += c[i]
print(sum)
```",extreme_minor,Meta-Llama-2-7b-chat,0.868
34,python_35,Python,"N,K = list(map(int,input().strip().split()))
ans = int(10e10)

hlist = [int(input()) for i in range(N)] 

hlist.sort()

for i in range(N-K+1):
    low = hlist[i]
    high = hlist[i+K-1]
    ans = min(ans,(high-low))

print(ans)","```
N, K = map(int, input().strip().split())
ans = 10**10

hlist = [int(input()) for _ in range(N)]
hlist.sort()

for i in range(N - K + 1):
    low, high = hlist[i], hlist[i + K - 1]
    ans = min(ans, high - low)

print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8461
35,python_36,Python,"a,b,c =input().split()
total = int(a) + int(b) + int(c)
if total >= 22:
    print('bust')
else:
    print('win')","```
a, b, c = input().split()
total = int(a) + int(b) + int(c)
if total >= 22:
    print('bust')
else:
    print('win')
```",extreme_minor,Meta-Llama-2-7b-chat,0.8426
36,python_37,Python,"n, k = map(int, input().split())
r, s, p = map(int, input().split())
t = input()

d = {""s"":r, ""p"":s, ""r"":p}
score = 0
for idx in range(k):
    List = []
    for i in range(n):
        if idx+i*k > n-1:
            break
        else:
           List.append(t[idx+i*k])
    not_liset = True
    tmp = List[0]
    score += d[tmp]
    for i in range(1, len(List)):
        if tmp == List[i] and not_liset:
            not_liset = False
        else:
            score += d[List[i]]
            not_liset = True
        tmp = List[i]
print(score)","```
n, k = map(int, input().split())
r, s, p = map(int, input().split())
t = input()

d = {""s"": r, ""p"": s, ""r"": p}
score = 0
for idx in range(k):
    list_ = []
    for i in range(n):
        if idx + i * k > n - 1:
            break
        else:
            list_.append(t[idx + i * k])
    not_list_ = True
    tmp = list_[0]
    score += d[tmp]
    for i in range(1, len(list_)):
        if tmp == list_[i] and not_list_:
            not_list_ = False
        else:
            score += d[list_[i]]
            not_list_ = True
        tmp = list_[i]
print(score)
```",extreme_minor,Meta-Llama-2-7b-chat,0.892
37,python_38,Python,"from _collections import deque
h,w,k=map(int,input().split())
S=[input() for _ in range(h)]
A=deque([])
cnt=1

def func(X):
    global cnt
    ANS=[]
    c=X.count('#')
    a=0
    for x in X:
        ANS.append(cnt)
        if x=='#':
            cnt+=1
            a+=1
            if a==c:
                for _ in range(w-len(ANS)):
                    ANS.append(cnt-1)
                break
    A.append(ANS)



for i in range(h):
    if S[i].count('#')==0 and i!=0 and len(A)!=0:
        A.append(A[-1])
    elif S[i].count('#')!=0:
        func(S[i])

if len(A)!=h:
    for _ in range(h-len(A)):
        A.appendleft(A[0])

for ans in A:
    print(*ans)","```
from collections import deque
h, w, k = map(int, input().split())
S = [input() for _ in range(h)]
A = deque([])
cnt = 1

def func(X):
    global cnt
    ANS = []
    c = X.count('#')
    a = 0
    for x in X:
        ANS.append(cnt)
        if x == '#':
            cnt += 1
            a += 1
            if a == c:
                for _ in range(w - len(ANS)):
                    ANS.append(cnt - 1)
                break
    A.append(ANS)

for i in range(h):
    if S[i].count('#') == 0 and i!= 0 and len(A)!= 0:
        A.append(A[-1])
    elif S[i].count('#')!= 0:
        func(S[i])

if len(A)!= h:
    for _ in range(h - len(A)):
        A.appendleft(A[0])

for ans in A:
    print(*ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.9126
38,python_39,Python,"K = int(input())
print(""ACL""*K)","```
k = int(input())
print(""ACL"" * k)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8516
39,python_40,Python,"#Nの最大値が100なのでbit-DPでは間に合わない

N = int(input())

s = []
total = 0
for _ in range(N):
    a = int(input())
    s += [a]
    total += a

s.sort()
if total % 10 != 0:
    print (total)
    exit()
else:
    for i in range(N):
        if s[i]%10 != 0:
            print (total - s[i])
            exit()
print (0)
","```
N = int(input())

s = []
total = 0
for _ in range(N):
    a = int(input())
    s.append(a)
    total += a

s.sort()
if total % 10!= 0:
    print(total)
    exit()
else:
    for i in range(N):
        if s[i] % 10!= 0:
            print(total - s[i])
            exit()
print(0)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8487
40,python_41,Python,"a, b = map(int, input().split())

if (a+b) % 2 == 0:
    print((a+b)//2)
else:
    print('IMPOSSIBLE') ","```
a, b = map(int, input().split())

if (a + b) % 2 == 0:
    print((a + b) // 2)
else:
    print('IMPOSSIBLE')",extreme_minor,Meta-Llama-2-7b-chat,0.948
41,python_42,Python,"from fractions import gcd

a, b, c, d = map(int, input().split())
a-=1

def lcm(x, y):
    return (x * y) // gcd(x, y)


l = lcm(c, d)
la = a // l
lb = b // l
aa = a // c + a // d - la
bb = b // c + b // d - lb


print((b - a) - (bb - aa))
","```
from fractions import gcd

a, b, c, d = map(int, input().split())
a -= 1

def lcm(x, y):
    return (x * y) // gcd(x, y)

l = lcm(c, d)
la = a // l
lb = b // l
aa = a // c + a // d - la
bb = b // c + b // d - lb

print((b - a) - (bb - aa))
```",extreme_minor,Meta-Llama-2-7b-chat,0.8038
42,python_43,Python,"R = float(input())
print(R*2*3.141592)","```
R = float(input())
print(R * 2 * 3.141592)
```",extreme_minor,Meta-Llama-2-7b-chat,0.8188
43,python_44,Python,"H, W = map(int, input().split())
c = [list(map(int, input().split())) for _ in range(10)]
for k in range(10):
    for i in range(10):
        for j in range(10):
            c[i][j] = min(c[i][j], c[i][k] + c[k][j])
d = {i: 0 for i in range(-1, 10)}
for _ in range(H):
    A = map(int, input().split())
    for i in A:
        d[i] += 1
ans = 0
for i in range(10):
    if i == 1:
        continue
    ans += c[i][1] * d[i]
print(ans)
","```
H, W = map(int, input().split())
c = [[*map(int, input().split())] for _ in range(10)]
for k in range(10):
    for i in range(10):
        for j in range(10):
            c[i][j] = min(c[i][j], c[i][k] + c[k][j])
d = {i: 0 for i in range(-1, 10)}
for _ in range(H):
    A = list(map(int, input().split()))
    for i in A:
        d[i] += 1
ans = 0
for i in range(10):
    if i == 1:
        continue
    ans += c[i][1] * d[i]
print(ans)
```",extreme_minor,Meta-Llama-2-7b-chat,0.9108
