,file_name,transcripts
10,train_rangpur (11).wav,তায় হয় চাকরী করে তা ভালোয় তো তোমার অভাবী সংসারত জামইটা তো ভালো পাইসেন জামাই তো ভালো পাইসো এখন বেটি টা এলা অসুস্থ এইযে ঘুম যাগছে হাঁসপাতালত যায়া খাওয়া ঠিকভাবে হয় নাই ঘুম হয় নাই
11,train_rangpur (12).wav,অল্টাইম মাথা ঘোরে মাথা ঘোরে উল্টি পরে ওইদিনে তো থুইয়া আনু ওইদিনে থুইয়া বাড়িত আনু এলা যে কি খবর ছোট বেটি ছোট জামাইও ফির বলে পাতলা পায়খানা ধরছে এহন যাবারো পাও না কি করং
12,train_rangpur (13).wav,তোর ছোট আব্বা কবার নাগসে কাইলকা এখনা সেমাই রুটি দেনতো কাইল্কা এলা যায়া দেখি আসিম পাতলা পায়খানাত ফির সেমাই রুটি খিলায় না এইযে তাবার চান জানেন না তাবার চান ওহ তাইতো কথা ওই উপলক্ষে এখনা যাইবে
13,train_rangpur (14).wav,এনা চিড়া কইরবার কবার নাগসো দুইদিন থাকি পিন্নু টা পিন্না তো একন যায়ে না এনা চিড়া করি নিয়া করি গেলো হয় জামাইয়ের এখনা পাতলা পায়খানা হইসে ধানের চিড়া খাইলে একনা আরাম হইলো হয় পিন্নু যায়ে না আঁটিয়া কোলা নেনতা সাথে
14,train_rangpur (15).wav,কেনা নাগবে মায়ো ত্রিশ টাকা বলে আটিয়া কোলার হালা সেই কলা গুলা না ফুরি গেইসে এদ্দিন আগত আসিল এলা নাই সেই গাছ গুলাও শেষ কোলাও ধরা শেষ হইসে এলা আর কি করং এলা ঘুরি কেনায় নাগে এলা ফির ছোটআব্বা কি করে
15,train_rangpur (16).wav,তায়ো ওইযে গরু বাছুর নিয়া গেইসে গরুক পানি দিবার নাগসে হাটবেলা ফির হাট যাইবে দোকান নিয়া এলা ফির কিসের দোকান করে ওইযে গেঞ্জির দোকান রেডিমেট কাপড় এর দোকান ওইজন্যে আরো সংসার চলে না অইল্লা বেচাকেনা হয় এলা টাকা পয়সাও নাই জানেন না
16,train_rangpur (17).wav,মোর আরো চোখের সমস্যা ইয়াও সমস্যা হয়া গেইসে এখন চিকিৎসাও কইরবার বলে না পায় টেকা টুকা ভাস্তিরা কায়য়ো এখনা দেননা ভাস্তির ঘরে চলে না কেমন করি ফির দেবে মোর জামাইয়ের ঘরক কন না কেনে বলে কিছু করি টাকা দেও তোমার শাশুড়ির চোখের চিকিৎসা করি হোক মুই এলা ফোন করিম
17,train_rangpur (18).wav,তোমার বড় বেটির কাছে ফোন করি এলা কইম যেঁ চিকিৎসা কর এলায় যদি না চোখে দেখে তাহালে কি করবে এলা একন তোর ছোটআব্বা এলা একটা বিয়া করবে বিয়াও এলা খান তোমারা সবায় মিলিয়া বসিয়া চোখে যোকে না দেখং কায় ফির আন্দিপাটি দিবে ছোট আব্বা না বুড়া হইসে তায়ে ফির বিয়া করবে কায়
18,train_rangpur (19).wav,তোর বেটিটা আছে না তোর বেটির ঘরোক নিয়া আসি দেইস না মোর বেটিক দিবের নঙ বুড়ে ফিরে জামাইক দিয়ে ফির বাড়িত আনুং বাড়িত আসি শোনোং ফির বড় জামাইরও বলে ফির পাতলা পায়খানা ধরছে এলা কী করঙ এলা অটে তো যাবার পাও না টাকা নাগে মেলা গুলে
19,train_rangpur (20).wav,কাই এলা দেয় টাকা বিপদোতে বিপদ হইছে ফির হয় এলা কী করোঙ ছোড বেটিটে ইসকুল যায় এহন কাই আন্দি বাড়ি দেয় কাই দ্যাখে কাই কী করে ক্যা বাড়িত কাইও নাই তোমার জাওগুলে তাকে কন কাইইয়ো পাগলি হইছে কাইইয়ো মেন্টাল হইছে বাপের বাড়িত যায়া পড়ি আছে
20,train_rangpur (21).wav,কারো ফির বইনের বলে ফির মাতা বলে ফির অপারেশন করছে তাই যায়া স্যাটে দুই মাস থাকি পড়ি আছে আরেকটা তো ঠ্যাঙের বিষোতে বাঁচে না তার বউ একটা আছে তার বউর ফির মাতা ঘোরে বমি করে বিছনাত থাকি উঠপেরে না পায় ছইল টইল প্যাটোত নাকি কাই জানে মাইয়ো মুই কেনা কঙ ছাওয়া গুলেক ক্যা বাহে
21,train_rangpur (22).wav,বউটের ফির কী হইল তোমার ফির ফুপু টুপু হইবেন নাকি ওররে পুছ করি দেখেন তো তাই কেনা ফির সবাই মিলি হাসে কী বা এলা হইল ফির ও যদিক্যাল হুয় এলা করার কিছু আছে কয় দিনোতে বিয়া হয়া ফির ছইল নেয় বেকার চ্যাঙরা তার কাছে বিয়া বসছে
22,train_rangpur (23).wav,এলা হয় যদিক্যাল এলা কী করমে এহন ফ্যালে দেয়া যাইবে ক্যাগো ছোট আম্মা খুলিখ্যান বলে মাইনসে পাইলে এখন এহন মাইনসে এখন হামার তো কাগোজোতও নাই ওমার এহন ফির রেকোর্ডোত করি নতুন রেকর্ড করি বলে নেছে
23,train_rangpur (24).wav,এলা কী করমো এলা রেকর্ড করি যদিক্যাল মাইনসে নেয় আর করার কিছু আছে তো জমিটা এখন ছাড়ি দেবেন ছাড়ি দেমো আরেক পাশে ডিগি পাশে এলা হামাক দেবে ওতিনা দিয়া কী করবে হামার যদি খুলিখ্যানে ওমরা নেয় তা হামার জমি ফির হামাক ঠিকোত থাকা নাইগবের নয় থাকপেন তাইলে কোন পাশে
24,train_rangpur (25).wav,হাটমো এলা কোন পাশে আল্লায় এলা কোন পাশে হাটায় দেখি ডিগিটা এলা মোন্দামো আবার খুলিখ্যান খুড়িয়ে ডিগিত হামরা খুলিখ্যান বান্দি নেই টাকা দিয়া এহন খুলি মাটি খুড়িয়ে ডিগিটে মোন্দামো ডিগিটে মোন্দেয়া আমরা রাস্তা বাইর কইরমো হামরা খুলি বান্দিমো
25,train_rangpur (26).wav,দেখি ওমরা রেকর্ড করি ক্যা নেলে হামার কি অডে বুদ্দি নাই তা আর কোনও জমির ভেজাল হয় নাই শুনলুনে ছোট আব্বা বলে জমি কেনছে হয় কিনছে তো তাক ফির ওই যে এহন কইলে দেখাত আছে লেখাত নাই সেইদেন হইছে কাগজোত তো লেখি টেকি নিছে
26,train_rangpur (27).wav,এখন ঘুরিয়ে বলে মাইনসে পায় মাইনসেক এলা চুপ করি এলা দেছে কোন বেলা কোন বেলা তা ছোট আব্বাক কন ছোট আব্বাক কন খুলির সাতে এখান জমি বলে কি ওয়াজ বদল কয় তাকে করার কতা ওয়াজ বদল করলে ঘুরিয়ে ফির মাইনসে হামাক হাটপের দেবে এলা এহন ওপাশে না নেই ওপাশে না নিয়ে ওই অতিকোনা এখান তোমার বড়ব্বার ফির জমি এখান নিয়ে ভেজাল বাজছে জানেন না
27,train_rangpur (28).wav,এন জমি এখান মানষীর কিনি নিসে নিয়া তায় বলে ফির দখেল না দেয় দখেল না দেয় না পিডিয়া ফির দখেল কইরবার না দেয় এলা কি করমো এহন পুলিশক ডাকাসি এহেন পুলিশ আসি তায় দখল দিয়া যায় ফির গেইসে গাছ গাইড়বার কাইটবার এন ধুড়িয়া ফাটাফাটি ডাংগা ডাংগি নাইগসে
28,train_rangpur (29).wav,এহন ডাঙ্গাডাঙ্গি নাগছে ফির এর সমাধান হইলো হয়া পরে ফির ঘুরিয়ে যেই নাপ সেই নাপ এহন নাপা বলে হয়ে না আমিন বলে ভালো নোয়ায় ঘুরিয়ে ডবল আমিন নিয়া আসছে ঘুরিয়ে যেই নাপোত সেই নাপোতেই গেইছে ওমার টাকা বেশি হইছে তো
29,train_rangpur (30).wav,ওমার টাকা বেশী হইছে টাকা দিছে আমিনোক হামার অত টাকা বেশি হয় নাই এলা দেখি কাইলকে বলে দেছে খুটি টুটি গাড়ি দিয়ে এখন কইম এলা তোর বড়ব্বাক বলে এয়া করো কী হয় হোক চাষ করিয়ে একনা শাক টাক গাড়ি দেও
30,train_rangpur (31).wav,এহনা কিছু খাইবেন তো টা করার দরকার না খায়া তোমার মাও বলে মরছে মুই শুননু ওটেকেনা কয়দিন হয় আসপেরে পাও নাই কী হয়া মরছে মোর মাও তো ভালো আসছে ভালো মানুষ আসিয়ে এটে আসিয়ে দুই দিন থাকি তিন দিনের দিন রাইত
31,train_rangpur (32).wav,একটার সময়ে উঠিয়ে মোক কয় মায়ো বারোত যাইম এহন বারোত যায়া আসিল হাত পা ধুয়া আসিয়া ঘরোত বসিয়া কয় বলে মোক একনা পানি দেইস তো মা খাওঙ কঙ তোমার না শ্বাসকষ্ট ফির ঠান্ডা পানি খাইবেন
32,train_rangpur (33).wav,তোমরা কুলি কইরবার এ না পান ঠান্ডা পানি দিয়া গরম পানি করি দেও তাক ফির ঠান্ডা পানি খাইবেন কয় দেইস এখনা মোর টুটি খানত কি বান আটকিসে এখেনা দিয়া পাঠা পরে কলের পাড়ত যায়া এখনা পানি আনি দিনু খাইলে
33,train_rangpur (34).wav,মনে কর যে এইনে পানি আনি দেং খাইলে খায়া সাথ সাথ বমি করি বমি করি তখনি তখনি এনে নাকালতের বুক ডলোং পিটি ডলোং সাথ সাথ চোখখান বন্ধ করিয়া তখনে এলাই মরি গেলো ডাক্তারোত দেখান নাই ডাকান নাই
34,train_rangpur (35).wav,ডাক্তারক ডাকাসি ডাক্তারক ডাকেয়া তো এই পরে আসিয়া তো আর নাই নাই শেষ দেখতো মৃত্যু তাইলে কেমন জামইয়ের বাড়িত আসি মরি গেলো নিয়া গেলো বেটারা আসিল আসি এম্বুলেন্সত করিয়া
35,train_rangpur (36).wav,রাইতে রাইতে ফির নিয়া গেলো নিয়া যা এটে খোনা তো নায়ান ধোয়ান করিয়া কাপড় টাপর দিয় এম্বুলেন্সত তুলিয়া নিয়া যায়া ওটে মাটি দেসে তোমরা গুলা যান নাই কাইয়ো সাথে
36,train_rangpur (37).wav,সাথে গেইসুং মুই মা মুই সাথে গেসনু তা হোক মেলা গল্প করনু বাবা মুইও যাং গাও ধুইম যায়া
37,train_rangpur (38).wav,আসলাম আলাইকুম কেমন আসিস ওয়ালাইকুম আসসালাম ভালো আসং তুই কেমন আসিস মুইও ভালো আসংরে তোর ভয়েস মুই একনা রেকর্ড কইরবার চান তুই এখিনা পারমিশন দিবু হ কর হোক করনু কিন্তু তোর নাম কি মোর নাম আকাশ চন্দ্র তোর বয়স কতো
38,train_rangpur (39).wav,বয়স তো চইলছে ওরে তুই সেই ওইযে তোর বাড়িনা কোনটে অরে ব্রাম্নি কুন্ডা হ হোক ব্রাম্মি কুন্ডার না কোনটে ব্রাম্নি কুন্ডা বুজিস চিনিস না পিরগাছা থাকি সোজা যেঁ পূর্ব পাশে যাওয়া লাগে হ হ ওইযে একদিন তোর সাথে যে মুই ফিল্ডত দেখা করসিনু মোক কি তুই চিনছিস
39,train_rangpur (40).wav,ওই যে একসাথে যেঁ গল্প করনো রাত্রে বেলা ওই যে ওই যে তুই যে তোর গালফ্রেন্ডের সাথে কথা কলু হো একনা একনা তো তোকো চিনচু রে তুই তো জাড়ুয়ার জাইত্রিশ সেইতো তুই হচ্ছেল মেয়েদের সাথে চেংড়ি গুলার সাথে কি কতা কলু হেঁটে তো মুই সেদিন চিনচোন না না ওই যে তুই যে ওই মেঘলা নামের চেংড়ি টার নামে এটা ওটা কলু
40,train_rangpur (41).wav,মেঘলা নামে ওইটা তো একটা এক্সিডেন্ট হয়া গেইসে বুচ্ছিস কি আর কইম দুঃখের কতা ওই মেঘলা যে শুইনবার চাইলো যে কি কি কসিস ওর নামে কতো ওইটা তো একটা বিরাট একটা কাহিনি বুচ্ছিস ফেসবুক আসে না ফেসবুক তা ফেসবুকত মুই একটা পোস্ট দিসনু একদিন বুচ্ছিস হ্যাঁ তা পোস্ট খোনা দেওযার পরে দেখং
41,train_rangpur (42).wav,ওই চেংড়ি মেঘলা চেংড়ি টা ওই আবার ফির পোস্টত এমন কমেন্ট করছে করিয়া গাও জলা জলির মতো কার গাও জলে একজনকার গাও জলাজলির মতো কার সেটা জলে কবুতো সেটা জলে তো আরে কওয়ার নাইগবে না ওই চেংড়ি চেংড়ি না চ্যাংড়া কার গা জলে চেংড়ির জলে
42,train_rangpur (43).wav,তার মানে তোর গালফেরেন্ড মনে কর ওইট্যায় আর কি হ সেটা তো কবু তুই এখন ক তারপরে কী হইল তারপরে কী হইল হ তারপরে মনে কর ওই তো একদম সেই আগুনের আগুন হ্যা কইলো যে কোন চেংরি হইলো ইয়া করছে মুই কনু মেঘলা নামে চেংরিটা করছে মোর বান্ধবী হয়
43,train_rangpur (44).wav,তারপর হইতেছে কয় বান্ধবী না হলে গার্লফ্রেন্ড হয় না হলে চেংরি হয় হইল এটা হয় ওটা হয় বউ হয় এটা হয় হ্যান ত্যান এহন মুই কনু ছিঃ ছিঃ ছিঃ কী কইস এইগলে এইগলে কোনও কথা একটা বান্ধবী থাকতেই পারে কমেন্ট করতেই পারে তাই বলি এইরহম করা নাগবে
44,train_rangpur (45).wav,হ্যাঁ তা তো ঠিকি তুই কি কইস তোর হইলে তোর একবার শুন্নু কি জানিস তুই ওই যে শাম্মি না টাম্মি নামে একটা চেংড়ির সাথে সেই চেংড়ির সাথে ইটিস পিটিশ মেলা ক্যানবা কিছু করসিস না অইল্লা মিছা কতা ভাই এইগলা কোনো সত্য কতা নয় আবার হইতেসে হইলো ওই যে কি জানি কয় ড্রেস নিয়া জামা নিয়া মেলা কিছু শুন্নু তুই বলে দেইস না কিপটামো করিস
45,train_rangpur (46).wav,নোয়ায় নোয়ায় মুই অগুলা কিছু করো না মনে কর যে মুই তো ওই যে কসনু সেইময় তোর সাথে যখন মোর পরিচয় আসিলো মুই যে তোক কসনু যে এখান ড্রেস দেওয়ার কতা তুই তো দিলু না দিবার চেয়া ড্রেস দিম কোথ থাকিরে কতো তুই তো যে কিপটামো করিস এগারোশো টাকার জিনিস আটসো টাকা নয়শো টাকা চাইস তাইলে কি মানুষ দেবে তোক ক তুই
46,train_rangpur (47).wav,মুই তো তোক দিবার চাইসনু তুই তো দিলু না সেইজন্যে তো দিবার নয় তুই কতা ঘুড়াইস নাতো তুই ড্রেস যদি কিনি দিবার চাইস তাইলে ওই চেংড়ির ওই চেংড়িটার সাথে কতা কয়া কবার চাইনু তুই সেইটা ক ওই যে তুই মেঘলা নামের চেংড়িটার সম্পর্কে যেইগলা যেইগলা কলু মেঘলা যে শুইনবার চাইল সেগলা তুই ক হেঁটে কোনা ওই চেংড়িটার অইল্লা কেয়া কি করমো অইগলা তো তুই শুনচিশ এখন অগলা দ্বিতীয় কাজ করার সময় আসে কতো মুই কইম নাকি ক
47,train_rangpur (48).wav,দুই একটা ক দেখং কেমন হয় মিথ্যা কতা কইস না সত্যি কইস ওই চেংড়িটাক ওই যে মেঘলা তোর যে বান্ধবী আসিলো তুই যে তোর গালফ্রেন্ডক ম্যানেস করলু কি বান কি বান কয়া কি কি কসিস কিরে তুই কোনটে পড়িস
48,train_rangpur (49).wav,মুই তো পীরগাছা সরকারি কলেজোত পড়োং বাড়িত থাকিয়া আসিস তুই হ বাড়িত থাকি তো আইসোং তোর বাড়ি না সেই অনেক দূর এহন ক্যামনে আসিস কী করবু এহন ক কলেজ তো করায় নাগবে ক্লাস তো করায় লাগবে মেসে থাকলে থাক মোর মেস আছে নিজস্ব মেস কোনটে তোর মেস ওই যে আব্দুল করিম আবাসিকখ্যান আছে না অটে সেটা কোন জাগাত ক তো দেহং
49,train_rangpur (50).wav,ঐ যে পীরগাছার সাথে বাজারের ওয়ালটন ফিরিজ দেখিস না ওয়ালটন মোবাইল ওহ হ হ একটা ওয়ালটন আছে ওইযে না করি বাংলায় যত ভুতের রাজ্য হ হ চিনসো চিনসো ওয়ালটন আছে তা ওয়ালটনের কোন পাশে ক তো ওয়ালটনের সাথেই ঐ যে ভুট্যা বাড়িখান দেখিস না
50,train_rangpur (51).wav,ও ভুট্যা বাড়ি হ নতুন ভাই ভুট্যা বাড়ি তা ওটে কী কী আছে সুবিধাকনা কও ত দেখাং সুবিধা ওটে সওগিই পাবু খাবার পাবু তারপর থাকবার নাইগ জায়গা পাবু তারপর দুএকটা তোর গালফ্রেন আছে না ঐ যে ডাক্তারনি ওরেও নিয়া আসতে পারিস
51,train_rangpur (52).wav,মাঝে মাঝে ধুর ব্যাডা এগুলা কী কইস এগুলা কোনো কথা ভালো কথা ক তুই একটা ছাত্র মানুষ হইয়া তুই যদি চেংড়ি চেংড়ার মতো কথা কইস তুই ত নিয়া আসিস মুই কি এমনি এমনি কলু তুই তো নিয়া আসিস এরজন্যই ত কলু ত ক তো ওটে জায়গা দেখার মতো কী কী আছে কও ত দেখোং আর কিছুই নাই মুই তো ওইদিক গেসো না জায়গাটা কেমন রে মুই ত একদিনো যাই নাই না মনে হয় গেসিলু দু একদিন পীরগাছাটা কেমন
52,train_rangpur (53).wav,মেসে আসলে তুই আয় ইয়া মনে কর যে ফিনান্স স্যার আছে উয়ার কাছে পড়মু হামরা আমার সাথে পড়িস কোন ফিনান্স স্যার রে ওই যে খালেক স্যার আছে না কোন খালেক স্যার আরে ওই যে ইয়ার ডিপার্টমেন্টের আমাদের একাউন্টিং এর খালেক স্যার
53,train_rangpur (54).wav,কেমন স্যার টা ক তো সুযোগ সুবিধা কেমন দেয় স্যার তো সুযোগ সুবিধা ভালোই দেয় সপ্তাহে পাঁচদিন ই পড়ায় টাকাও নিবার চায় না কিন্তু একটাই সমস্যা স্যার কিসসু বুঝবার পারেনা কেউ বলবার চায়না কইস কী বুঝবার চায়না উই আবার ফিনান্স এর মাষ্টার হইলো কেমন কইরে রে ক তো ও সেটাই তো বুঝো না মনে কর যে কেলাসে ঢোকে
54,train_rangpur (55).wav,কি পড়বে অংক মুখস্ত করি পড়ায় না বই দেখি দেখি কয় তাও মনে কর ভুল করে ছাত্র ছাত্রী তো কখনো কিছু বুঝেই না তোর স্যার তো তাইলে জাড়ুয়া আসেরে ভালো আ তারপর আবার এদিকে বিজনেস ম্যাত প্রাইভেট পড়তেসি বিজনেস ম্যাত ফির কোন স্যার পড়ায় ক দেখি কেটা শাকিল স্যার পড়ায় শাকিল স্যার চিনিস
55,train_rangpur (56).wav,শাকিল স্যার কোন স্যার ওই যে অংপুর থেকে আইসে যে স্যারটা দাড়ি ইয়া করি বুইড়া জাউরা আছে বুইড়া মুই তো নাম শুনে মনে করসো একদম চেংড়া রে আরে ভাই একদম ইয়াং চেংড়া মনে করসিলু ও তো এতো বুইড়া নাকি বুইড়া স্যার হ কইস কী তাইলে বুইড়া স্যারের কাছে কেমনে ম্যাথ পড়মু হামরা
56,train_rangpur (57).wav,ক্যামনে অংক করমো ক তো হয় বুজেয় ভালো মুইও যখন পোথম নাম শুনচো না ভাবছিনু যে স্যারটা অনেক চ্যাংরা স্যার বইনবে ভালো পরে দেখং যে বুড়ে পরে আবার ভাবনু যে রস কষ কিছু নাই পরে কয়দিন পরে যাওয়ার পরে বুজনু কেলাস কইরবের আইসে চ্যাংরা চেংরি ওই স্যারের কাছে এ শোন মোর কতাগুলা আগে শোন ক ক ক কয়দিন পরে যাওয়ার পরে বুজনু যেডা এই চ্যাংরার চাইতেও বেশি
57,train_rangpur (58).wav,ঠিক আসে মানে রস কস আসে কোনো ওই চ্যাংড়া চেংড়ি কেমন ক্লাস করে ওই সারের কাছে চেংড়া চেংড়ি মনে কর যে সাথে বসায় নিয়া কইস কি রে বুড়ার চেয়ে বুড়া একে মাস্টারক চেংড়ি গুলা কি পটে নেয় নাকি এলাও রুচি আসে
58,train_rangpur (59).wav,তুই কি পড়বু এখন হামার সাথে প্রাইভেট ওই যে খালেক স্যার আর শাকিল স্যার এর কাছে হ পড়িম তো পড়া তো নাগবে অগ্রিম টাকা কিন্ত অগ্রিম টাকা ছাড়া এই জাউড়া রা একটাও পড়বা নয় কি কইস অগ্রিম টাকা নেয় কেমন স্যার এগিলা রে অগ্রিম টাকা নেয় বুড়া স্যার বলে অগ্রিম টাকা নেয়
59,train_rangpur (60).wav,দুই হাজার টাকা করি চায় দুই হাজার জনপ্রতি দুই হাজার ব্যাসত পইড়বার চাইলেও দুই হাজার টাকা চায় এ কইস কি তাইলে মুই না পড়িম এগিলা স্যারের কাছে এগিলা স্যার আবার ফির হইতেসে চেংড়ি পাগল এইল্লার সাথে না পড়ং মুই তা কই পড়বু টা কই তুই মুই হইলো অংপুরের দিকে দেখিম যে অংপুরে হইলে কারমাইকেল কলেজর এদি লালবাগ এর এদি পড়ায় অদিক দেখো
60,train_rangpur (61).wav,কোনো স্যার ভালো থাকলে পড়িম ওটে অরে হামার ঘরের যে পীরগাছার যে কলেজ কোনো উন্নতি নাই প্রাইভেট পড়ায় স্যারেরা দুই হাজার টাকা করি চায় এ মাঝতে হলো এই যে পিকনিক এর কথা উঠসিলো ঠিক আসে কিসের পিকনিক রে ওই যে মনে কর যে কলেজ থাকি যায় না স্কুল থাকি যায় না ছোট বেলায় যাইস নাই কোনোদিন
61,train_rangpur (62).wav,ও হ হ হ একবার হইলো প্রাইমেরি থাকাতে গেসনু কই গেসলু যায়া ছাদত থাকি ঝাপাঝাপি করসিনু বাসের উপরত পরি যাইস নাই পরি যাবার ধরচিনু একটা ফির চেংড়ি আসি হাত ধরিয়া ফির বাঁচাইসে ওরে আল্লাহ কইস কি হ হে রোম্যান্টিক এটা মোর মনে আসে ভালো আর হামার কলেজত থাকি তো এইবার গেইনো হয় বুচ্চছিস কিন্ত এই যে তা কলেজ থাকি তো নিয়া গেইলে যাওয়া যায় স্যারের ঘরের তো মনে কর যে আগ্রহ পুরা একশো একশো
62,train_rangpur (63).wav,কিন্তু হামারঘরে তো আগ্রহ আছিলো না পাঁচশো টেকায় দিবের চায় না সে জায়গাত স্যারেরা চায় সাতশো টেকা ওডি দেয় কেউ সাতশো টেকা হ উয়েক কইস কি সাতশো টেকা কি আহা একদম ইজিরে একদম হইলো মুই তো দিবের চাছিনু কিন্তু মনে কর যে অন্য ছাত্ররা দিবের চায় না মুই তো কিপ্টে টিপ্টে নোয়াম
63,train_rangpur (64).wav,টেকা অনেক তা কুনদিন যাইবে ক তো যায় না রে আর কেউ তো যায় না কী হইল ওইট্যা কেউ টেকা দিবের চায় না ওডা শ্যাষ ওই পোযন্ত শ্যাষ তোর তো একাউন্টিং ডিপার্টমেন্ট না হ হ মোর তো একাউন্টিং হিসাববিজ্ঞান আরে হ ওইটেই একাউন্টিং তো বানানটায় কইরবের পাবার নং মুই হেহ কী কইস যত বড় একটা কঠিন বুঝছিস শব্দ তে তুই একাউন্টিঙোত আসছিস কী জন্যে কও একদিন একটা স্যার মোক
64,train_rangpur (65).wav,ধরছিল কয় কন কন তো দেখি হিসাববিজ্ঞানের ইংলিশ নামডা কী মুই ফির স্যার এডা কোনও ব্যাপার এটা হইল একাউন্টিং মানে হইল হিসাববিজ্ঞান হিসাববিজ্ঞান মানে হইল একাউন্টিং হে কয় বানানটা কন তো দেখি কেমন কনু স্যার এ সি সি আবার বেন হইল ডাবল জিরো না কী বেন
65,train_rangpur (66).wav,কী তায় হলো একাউন্টিং তুই কি ছাত্র তুই পাশ করলু কেমনে এতদিন ধুরু পাশ করার কথা কইস আরো মুই খালি মাইনসের টা দেখি দেখি লিখসো আর কেলাস টেস্ট পাশ করসিস কেমনে কেলাস টেস্টে এক চেংড়ি মোক সাহায্য করসিল খাতা নিসিলু ওর ও নিসিলু মোর ও দিয়া পাশ করসি আহ বাদ দে
66,train_rangpur (67).wav,আল্লাহ তোর কী খবর কও তো আমার তাহলে ইন্টারোত মনে হয় বুঝছিস অটোপাশ সেইজন্যে তোর এই অবস্থা যে একাউন্টিং বানান হ বন্ধু আর কী কইস ইন্টারে তো প্রিপারেশন ভালো আছিল প্রস্তুতি ভালো আছিল দিলে হইলো অটোপাশ এখন অটোপাশ দেয়ার পরে তো আর কী কমু
67,train_rangpur (68).wav,পাশ দিয়া দিসে সরকার এখন নাচি আর নাচি মুইও অটোপাশ সাইন্সখান নিসিনু বুঝছিস এখন দি কোনোফানে বাই এনি চান্স পরীক্ষা হইলো হয় হ্যাহ মোর অবস্থা ওইটেই শেষ হইলো হয় তারপর তোমার এটি মনে কর যে কলেজে তার সঙ্গে দেখা হয় কী কও কইস কী তা তুই ও তো অটোপাশই অ্যা চাপা পিটায় কী করিস তুই মনে কর যে মুই সাইন্সেত কী করসিনু জানিস
