,file_name,transcripts
14,train_tangail (15).wav,সাত আট মাস হইছে বছর যায় নাই এহনো তওবা তওবা আস্তাগফিরুল্লাহ মেয়ের বাড়ি জানি কুনহানের রে লাটোর নাটোর লাটোর ফেসবুকে পরিচয় পরিচয় কীভাবে জানি না আমি কি ভাই আমি জানি না পরিচয় ফ্রি ফায়ার গেম এর ভিত্রে ভাই
15,train_tangail (16).wav,ও গেইম খেইলা গেইম খেইলা পরিচয় ওমুরদিয়া ফেসবুক ইমু আইডি মিমু আইডি সব নিয়া হয়া গেছে ভাই মেয়ের ছবি পাঠায় প্রথ্যেক দিনই কি আর কমু রাব্বির পিছনে পাগল
16,train_tangail (17).wav,ঠিকাছে পাগল তোমারে ওর মেসেজটি দেহাইরোছিন তোমারে আমি ওর ইন্সটাগ্রাম আমার এই আইডির ভিত্রে লগ ইন করা আছে ও কি মেসেজ করে আর ও কি মেসেজ করে সব তোমারে দেহামু খাড়াও ইস্কিনশট দিয়া পাঠাইতাছি না মেসেজ দেহার দরকার নাই মেসেহ দেহানোর দরকার আছে পাগল তাইলে ওইযে স্বীকার করে না আমি তো স্বীকার করছি কয়বার কইরাই
17,train_tangail (18).wav,আমি যাইগা থাকো চাইলা যাবা রাব্বি আমি ভাই এইন্নার ভিত্রে নাই হ্যাঁ আমি এইন্নার ভিত্রে নাই আমার বয়স হয় নাই রাব্বি রুমাল দিয়া যাও
18,train_tangail (19).wav,এনেই থাহে দিয়া গেছেন ভিতরে
19,train_tangail (20).wav,এইযে এ ঘুরতে আরে মেয়া মাইনষের পিছে ব্যাটা তোর নাগাল না বুঝছো এই যদি আমগো স্কুল ছুটি দেয় হুনে যে এই টাইমে স্কুল ছুটি দিবো তার দশ মিনিট আগে যায়া দেখবা গেট এর উনো খাড়ায় রইছে তুইও তো প্রেম করস আমি করি না ভাই এহ পাবা না ভাই সত্যি কথা ক পাবা না ভাই আমার ফ্রেন্ডলিস্টে তুমি মেয়া মানুষ খুইজা বাইর করো এইযে রাব্বি আমি তোমার ডে দেখছিলাম একটা রাব্বি দেহ ভাই তোমার ডেও আমি দেখছি দেহ ভাই দেখছে মেয়া মানুষের নাম নিয়া অনেক ফেইক আইডি থাহে অবশেষে রাব্বি না গলাগলি ধরছিলা ডাইরেক্ট না ওইডা আমার বইনের ছবি নামডাও কয়া ফেলো নামডা কয়া ফেলো
20,train_tangail (21).wav,রিয়া ও নালো রিয়া রিতা রিতা রিতা সরি এ রিতা না রিতা একশো পারসেন্ট গ্যারান্টি রিতা রিতা কেরা রিতা আমি চিনি না রিতা না আমি ভাই এইন্না জানি না রিতু রিতু রিতু অহ রিতু সরি অবশেষে নামডা সামনে আয়া পরছে না এইন্না জানি না ভাই রাব্বি রাব্বি লজ্জা না ভাই এইডা ভাই মিছা কথা ভাই ওই যে ও করে ফারজানা টিস্যু দিমু টিস্যু দিমু রাব্বি ওই যে ওমুরা থাকে ফারজানা তুমি আমার উনে আয়ো আমার কাছে লজ্জা পাইতাছে
21,train_tangail (22).wav,ফারজানা মেয়া হ হ আস্তাগফিরুল্লাহ ভাই মান সম্মান এই বয়সে করবো না কোন বয়সে করবা বুড়া বয়সে করবা
22,train_tangail (23).wav,একটা দিক তুই মিয়া টয়লেটের বাথরুম যা নাগে সব সব দিছে প্রেসার থাকবো হ প্রেসার মানে হঠাৎ যদি মনে করো কোনরকম বাইচান্স একবার হঠাৎ যদি কুনো সুম ইয়া অয় একদম শেষ
23,train_tangail (24).wav,রতন কাকার যেরহম হইছাল স্বপন ঘরে করছে না মেলা করছে সারাডা জীবন এহন আইতাছে দেইখা এহন দিশা পাবো না বিল্ডিং অয়া গেছেগা ওমুরা তো আর আগে ঘর আছাল দেইখা হেসুম না ই হইছে পানি টানি মল টল সবই ঘুমের থেইকা উইঠাই মনে করো এইসব দেহা লাগছে ওই তো
24,train_tangail (25).wav,ঠিকই আছে এইতো ভুলুরও একই অবস্থা ওইগ্লা বিল্ডিং দেড় লাখেও হবো না পাঁচতালা দিয়া ওগোর উপরে তুলোগা পরে কবো পাইপ লাগাও তারপরে যা হয় কবনি ওনে পাইপ লাগাহাবো না
25,train_tangail (26).wav,এক পোলা দুই পোলা বইলা করলেই হইতো ওরা করবো না হুদাই কইয়া লাভ নাই ওরা করবো না বিল্ডিং যাগোর আছে তারাই করবো
26,train_tangail (27).wav,তুমি যদি আমারে থ্রেট করো যে তোমার বাসায় যাইয়া কাজ করমু তুমি যদি কিছু কও তোমারে মার্ডার করমু করতে পারবা কোনওদিন করতে পারবা আর তুমি যদি এইরকম করো তাইলে করাই হারবো না সেইটাই আইনে কোনও ই নাই এইটার আমি ওদেরকে এইটা বুঝায় বললাম যে দেখো এখনো সময় আছে হুম তোমরা আপোষে আইসা বলো তোমার ভাই আমাদের তোমরা কাজ করবা না তো কেরা কাজ করবো এমনে কইরাই কইছি না যেটুক আছে ওইটুক তো কাজই নাই সম্পূর্ণ করা শেষ হইয়া গেছেগা সেইটাই ওইটুক না করলেও চলে ওইটুক আটকায়া রাইখা আমাদের কী হবো কিছুই না ওইটা হইলো খারাপ দেখা যাইবো কারণ ওই সাইডে ওগোই বাদ যাইবো সেই
27,train_tangail (28).wav,করলে সাইডে করা যাবো কিন্তু উল্টা যদি থ্রেট করে তাইলে কাজ করতে পারবো না তো পাইপ টাইপ গ্লাস সব ভুল মুরা দিয়া দিছে একবারে ফ্লাশ ম্লাশসহ যদি খালি ফাইটা যায় একবারে ওগো বারিন্দা হুইদ্যা ফাইটা যাবগা
28,train_tangail (29).wav,তুমি আমার বাসায় আইসা কাজ করবা তাই না কইয়া বইলা কাজ করবা না যে আমার দরকার যেহেতু ওর দরকার তোমার তো আর দরকার না
29,train_tangail (30).wav,সব নতুন আফনের নাও না আনলে এরপরে আর হবো না ই ডি নিয়া আয়ছেন হুম উইযে উইডা কত কইরা নিছে রে পনোরো শো পনোরো টাকা গেছে
30,train_tangail (31).wav,আমার ওই খানি তোমার অটো এককামের নিগা মনে করো পরে আবার আরেকটার টেহা লাগে এইযে শাটারও তোমার ঘুইরা ফিরা এবাই অইতাছে ওবাই ঘুইরা ফিরা ওবা অইলিও আমারডা এহন আবার ওবা অইতে আগের নাগালাই
31,train_tangail (32).wav,দেইখো কোনডা ভালা কোনডা নতুন কি গিয়ার সাইকেল এগুলা নতুন কেমন ব্রেকটা আগেরডা ভালা আছাল আগেরডা অইলো এল্যুমিনিয়াম এর আর এহনকারডা অইলো গিয়া লোহা লোহার আগেরডা ফাইন ইয়া অইছে
32,train_tangail (33).wav,গিয়ার কি চেঞ্জ অয় ভবিষ্যতে আবার ওইডাই লাগা হাবা সাইকেল এগুলা এখন কেমন দাম এইডা কিনছাল তোমার সতেরো হাজার কয় টেয়া দিয়া জানি মেলা দাম
33,train_tangail (34).wav,যাইক ভালো অইছে রাস্তায় চালায় দেখছস ও ওতো হোন্ডা চালাবো না যাইকগা আমিতি চালায় চালায় যামুগা হ কাক্কা চালা হাবান সেই হ এইযে জিনিসগুলা একের আছাল
34,train_tangail (35).wav,এইডা দা ইসিব করলেই ফোন ধরবো একপাতা একপাতা ওষুদ যদি নষ্ট অয় তহন লাগাবানি অ্যালুমিনিয়ামের ই অ্যালুমিনিয়ামের
35,train_tangail (36).wav,এইযে এই জিনিসটা ফাইন আছে এটা মনে হয় অরজিনাল তাই না একবারে সাইকেলের হাতে মোবাইল পাল্টাবার মোবাইল পাল্টাবার না করছিলাম আমি পরে পাল্টাইস
36,train_tangail (37).wav,এইডাই ঠিক অয়া যাবোনি আর ব্রেক কিনন লাগবো কে ব্রেক এর এইযে তারডা পাল্টাবার কইছে তাও পাঁচশো টেয়ার কম নাগব না করা হারতি না উনো চাইলে চারশো পঞ্চাশ টেয়া না কতো তা জানি না
37,train_tangail (38).wav,এইডা অইলেই আমার কাম অইলা যাইতো গা আর কিছু লাগতো না আল্লা যদি দেয় আমারে আর অইলো দুইশো মনি এই দুইডা সোয়া তিন সের দিয়া দেও নাই
38,train_tangail (39).wav,এইডা ছাড়া অনে ছিলোই না মনে অয় না এডিই সব অইতো না মনে অয় মদিনা ছয়শো দিছে আলাদা আলাদা আলাদা ধরছে এইডা তিনশো পোঞ্চাশ ট্যাহার মতো ধরছে হুম আইচ্ছা আসি এইডা তিনশো পোঞ্চাশ ট্যাহা ধরছে
39,train_tangail (40).wav,যেডা গেছে গেছেই থাইকগা ট্যাহা দা থাকলে সাইফুল মাগনা চাইছে মাগনা শালার আছাল সাইকেল হেইজন্যেই তো আরাম পাও হেইজন্যে চাইরডি ট্যাহা খরচা করলাম নয় এই ট্যাহা খরচা করতে পুড়াইতো তাই তো
40,train_tangail (41).wav,না সামনের দুইডা জিনিস বাদে আর সব ঠিকাছে হ এই এই জিনিসটা তো হারেই নাই আমার পছন্দ অয় নাই তাও পাল্টাবার না করছিলাম আমি
41,train_tangail (42).wav,ফোন নাম্বার আছে ফোন নাম্বার আছে এর মধ্যে হ ফোন নাম্বার দিয়া কী করবা এহন কথা কও উল্টা পাল্টা ছুরি ধার দিলে তখন বিপদে আমি খুইলা দে এইডা খুইলা নিয়া যাবনি গা আইলা ঝাইলা হুদাই ই করাহামু না থও এইডা বাড়তি থাকলে ভালা তা দেহা যায় ই কারেন্টের দোহান থিকা
42,train_tangail (43).wav,একজনেরটা মনে করো ফ্রি হইয়া যাইতাছে আরেকটা আটকায় যাইতাছেগা খালি
43,train_tangail (44).wav,টেপ কী খুঁজোস টেপ টেপ নাইকা একটাও নাই কীবা ওইলো
44,train_tangail (45).wav,আজকে দিছে যেডা দেহাইলা ওর বাপে মামা যেডা দেহাইলা ওর বাপ হইলো মায়লা
45,train_tangail (46).wav,ওর বাপ কী ওর বাপ হইলো মায়লা মায়লা আবার কী তো কয়দিন আছো
46,train_tangail (47).wav,আমি আছি তোর হচ্ছে ও ভালা কথা ভালা কথা হৃদয় মামা আমার তো তোমারে এই কথা কইতে মনেই নাই তাওহিদা আইজ থিকা দুইদিন না তিনদিন আগে কইলো যে লালু নাকি মার্ডার কইরা হালায় দিবো মার্ডার কইরা জেল খাটপো ও
47,train_tangail (48).wav,এইডা কি বাস্তব কথাই কইছিলো তাওহিদা কইলো হ কয় মার্ডার কইরা বলে জেল খাটপো কইছিলাম যে তোমার চাচতো ভাইরে আমি ডাক দিছিলাম পোস্ট অফিসের শাহীন আইয়া বাঁচায় দিছে এনকার দুলাভাই কপাল ভালো দুইডা থাবড় মারছিলাম হ তুই নাকি মারছোস দুইডা থাবড় মারছিলাম কানশিরা পেইছা দুইডা থাবড়ই মারছিলাম
48,train_tangail (49).wav,তুই আমারে চিনোস তুই কোটিপতি থাকা হারোস হেইডা তুই তোর কাছে তুই ডাকবিও না ডাক পাবিও না দুইডা থাবড়ই মারছিলাম চাইর বৎসর ধইরা কথা কই না চাইর বৎসর না দুই বৎসর আড়াই বৎসর হইছে কথাই কই না
49,train_tangail (50).wav,তোরা চাইলে নাড়াই ক্যা বেয়াদবি চলে না সবখানে বড় ভাই সিনিয়র সবারই সম্মান করি ছোট থিকাই আমারে কেউ জানে না এইরকম আমার সাথে যে রাফ ব্যবহারটা করছিলো রে হৃদয় মামা আমিই সুন্দর কইরা বুঝায় দিছি
50,train_tangail (51).wav,এ মুরা আয় এ মুরা আইয়া বয় এনে আইয়া বয় দুইডা থাবড়ই মারছিলাম দুইডা থাবড়ই মারছোস হ আমারে এমনে কইরা গলার মধ্যে ধইরা ধাক্কা দিছিলো এডা মনে করো আগেই দুইদিন আগেই যখন আমারে গলার মধ্যে ধাক্কা দিছে
51,train_tangail (52).wav,শাহীন ভাই দেখছে শাহীন ভাই দেইখা আইগাইয়া আইতে আইতে ধাপ ধুপ কইরা মনে করো দুইডা দিয়া হালায় দিলাম পরে শাহীন ভাই দোষ দিলো লালুরই কয় দোষ তো তোরই আপন তোরে মারবার যাবার সাহস পাবো
52,train_tangail (53).wav,তুই কথাও কইতি না কী ভাব আমি থাকি কয়দিন ধইরা আমার তালে বুঝছোস ঘুমের থিকাই উঠছি দশটার সময় চিলাচিল্লিতে চিলাচিল্লি শুইনাই আমার ঘুম শেষ ব্যায়াম করতাম জিমে রড আছে না এইরকম মোডা রড সেইগুলা হাতে নিয়া নিচে গেছি
53,train_tangail (54).wav,নিচে যাইয়া আব্বারে রাইখা দাদা ওরা চিলাচিল্লি করতাছে শুনতাছি মাঠডা মধ্যে বইয়া ওইছি বুঝায় বুঝায় কইতাছিলাম আমি কোনও গ্যাঞ্জামে যাই নাই না গ্যাঞ্জামের কিছু নাই কোনও চিল্লাচিল্লি নাই বুঝছোস নাঈম বুঝায় বুঝায় কইতাছিলাম এইসব কইরো না এইসব ঠিক না তোমরা ভাই
54,train_tangail (55).wav,তোমরাই তো কাজ করবা হুম তো আমি বুইঝা বুইঝা বলতাছিলাম তারপরও দেহি শুনেনা পরে আবার রড টান দিয়া নিয়া গেছি রডটা বিল্ডিং এর সাথে লাগায় রাখছি রডটা পরে আবার নিয়া গেছি তারপরে দেখলাম যে ভিত্রে গেলোগা
55,train_tangail (56).wav,আমি ঘুরায়া কইতে পারি না বুঝছোস আস্তে আস্তে বুঝায় বুঝায় কই শুনলে শুনলো না শুনলে সইরা আসি রড টানার সেই ইচ্ছা গেছেগা ওরে মারতে কিন্তু রডও লাগবো না রড নিয়া আইছিলাম কমলরে মারবার নিগা কমলরে মারবার
56,train_tangail (57).wav,কেন লালুরে মারলে তো কমল আবো না আমার ই নিয়া হৃদয় মামা যে প্যাঁচটি খাটাইছিলো রে মামা আমি কইছি আমি শেষ এহন তো ট্যাকার মাইরে কুলা হাইতাছি না তহন আমি কী করমু একটা গাঞ্জাখোর ধরলাম একটা অ্যালকোখোর ধরলাম
57,train_tangail (58).wav,কইলাম যে গুরু এন থিকা আমারে মনে করো যে বাঁচান নাগবোই কলেজে নিয়া বইয়া মনে করো যে একটা বোতল খিলাইলাম জনিরে আর গাঞ্জা খিলাইলাম মনে করো দুই পাগলরে খাওয়াইয়া কইলাম যে গুরু আমারে এইবার মীমাংসা দেওনই নাগবো পরে খালি একটাই কথা কইয়া থুইয়া গেছিলোগা
58,train_tangail (59).wav,ভাইগো নগে মারামারি করন যাবো আরে আমার তো ট্যাকা নাই আমার আমার ট্যাকা লাগবো ক্যা ইয়া আল্লাহ মারামারির জগতে আমার সাথে আসুক কে আসবে আসুক ডাজ নট মেটার
59,train_tangail (60).wav,মারামারির জগতে আমার জন্যে যেই যাক আমার সাপোর্ট নিয়া যান লাগবো আপনের তোর হচ্ছে হয়তোবা শরীল স্বাস্থ্য ওইরকম নাই কিন্তু ই আছে মানে ওই যে সাহসটা সাহস থাকপো না ক্যা আর মারামারিতে সাহসটাই দরকার
60,train_tangail (61).wav,রামারির সাহস থাকপো না ক্যা বিরিজ থিকা ঘুষাইতে ঘুষাইতে সাত্তারের দোহানের ওনে আইনা ফালাইছি পরে আটজনে মিলা হুর পরে তোরেও মারলো না হ পরে আটজন মিলা আমারে মারছে আমারে মারছে কেরা জানো রনি
61,train_tangail (62).wav,জাহিদ শামসু জুয়েল ওরা তাইলে লাভ কার হইলো গুরুপ মামুনের যে বেশি মাইর খাইলো হের ক্যা নেতা দিয়া মারাইবা আর আমি নিজে মারছি হুম
62,train_tangail (63).wav,ঘুরে যাওয়ার একশ দশ বছর পরে
63,train_tangail (64).wav,যাবাগা না হৃদয় মামা হ যামুগা নাকি বসবা যদি বসো আমি বাসায় যাইয়া ঘুমায় পরুম আর যদি কও যে না সিগারেটটা শেষ দিয়া যামুগা তাইলে একসাথেই যামুগা না একসাথেই যাইগা ধ্বংসাবশেষ থেকে সমুদ্র ম্যাপিং ব্যবহার করে তৈরি করা হয়েছে ত্রিমাত্রিক মেলা মজা হইলো
64,train_tangail (65).wav,দেখলে মনে হয় জাহাজের চার পাশ থেকে সরে গেছে সব পানি আর এতেই দৃশ্যমান হয়েছে পুরো জাহাজ ওই যা তাইলে আইতাছি তোমার দেরি হইলে আমি যাইগা মামা ঘুমায় পড়মু সমুদ্রের তলদেশে টাইটানিকের প্রথম সন্ধান পাওয়া যায় উনিশশো পঁচাশি
65,train_tangail (66).wav,তাইলে নাঈম ভাই গেলামগা ভাই কালকে দেহা হব হ কালকে আছে না আছে তাইলে এই সপ্তাহডা একটু
66,train_tangail (67).wav,লাভ কার অইলো লাভ তোরই অইছে তাইলে যে
67,train_tangail (69).wav,তয় কি অবস্থা বন্ধু আর অবস্থা চলতেছে দিন কাল বাসায় আইছি এইদিক দিয়া যাইতাছি ভাবলাম যে তোমার এনু দেখা করি বও তোমার কী অবস্থা চলতাছে আল্লা পাক মোটামুটি ব্যবসা বাণিজ্য তোমার মনে করো এহন এট্টু মন্দা না মানে ধান কাটা ব্যবসা বাণিজ্য মন্দা ধান কাটা ধান কাটার মধ্যে কম মানুষ না এহন চলতাছে মোটামুটি তোঙ্গোর দোয়ায়
68,train_tangail (70).wav,হেমনগর বিজনেস ভালোই চলে তাই না ওইরকম না এহন মনে করো তোমারে আমি মেইন ঘটনা তোমারে আমি এহন কই এহন ঘটনা হইলো যে তোমার হইতাছে
69,train_tangail (71).wav,চাকরি বাকরি বুজই তো চাকরির বাজার তো কি রহম বুজই তোমার যুদি দেহা যায় যে ভালো ইনভার্সিটি ডিগ্রি থাকে বা ভালো কোনো জব পাও উদাহরণ টাকা পয়সা দা ভালো কোনো গভমেন্টে ভালো যদি কোনো জব পাও টাকা পয়সা দা যাই হোক তাইলে ওইডা আলাদা একটা হিসাব তুমি সামান্য ইনজিও মিনজিও কও তারপরে সামান্য কোম্পানির চাকরি কও বিশ ত্রিশ হাজার টেকা কইরা বেতন লেপটপ নিয়াও যদি বইয়া থাকো উদাহারনে তোমারে আমি বুঝাই
70,train_tangail (72).wav,মনে করো যে বেতন ওরা দেয় যে পেশারডা দেয় মানুষেরে প্রেশার তো অনেক পেশার পচুর পেশার ওইগ্লা তো বুজোই নেটের কাজ তো কি রহম না ওরা খালি মনে করে যে খালি টিপ দিলেই বান কাম হইয়া যায় গা উদাহরনে যেও ই দে এহন মনে করো বাইত থাইকা
71,train_tangail (73).wav,দেহা যায় যে তোমার মনে করো সংসার তো আছেই বড় সংসার জমি জমা আছে যাই না কোনো সময় আব্বাই দেহা শোনা করে কায় কামলা নিয়া করে দেহা যায় যে তোমার মনে করো
72,train_tangail (74).wav,বেকার তো আর গুরন যাবো না বেকার গুরলে কিন্তু লস তাইতো পুরাই অ্যা ব্যবসাডা মনে করো তোমার শখ কি বা জান অহন তোমারে অহন তোমারে অগরে বলা হয় নাই টাক টুক বানাইছিলাম সিকুরিটিতে কইলাম যে ঘুরি এর চাইয়া বইয়া থাহি গা যুদি চলেই হু হু দেহা যায় দেখলাম যে বইয়াই
73,train_tangail (75).wav,মাল মুলও তোমার মনে করো জুমজুমা কইরা বিকাশ টিকাশ নানান ভালো মুনে করো চলতাছে কুনো রহম এই তুড়ি আবর্জনা আহামরি যে তা না বেকারত্বটা কাটছে তাই তো আবার হিসাব কইরা দেখছি বেকার থাকার থিকা হিসাব কইরা দেখছি তোমার ওই যে চাকরি বাকরি র হিসাব কইরা দেখছি আর মুনে করো
74,train_tangail (76).wav,আমগোরে কিয়ের চারকি দিবো মাইনষে শুনো তোমারে একটা কথা বলি আমরা ঢাকায় যাইয়া তুমি বিশ হাজার টাকা স্যালারির বেতন পাইলা কিন্তু ওইখানে থাকা খাওয়া খরচ যাতায়াত দিয়া দেখবা যে তার থেকা ব্যবসা করাই ভালো ওয়ালটনের চারকি নিছিলাম না ইন্টার পরিক্ষা দিছিলাম জহনকা ওই যে তহন তো রেজাল্ট খারাপ হইলো পরে তো আর পরিক্ষা দিয়া ই করছি ফাকে মনে করো তোমার
75,train_tangail (77).wav,পরে বন্দু পরে তোমার মনে করো গেছিলাম তহন যাওয়ার পর কারেন গেলো গা আরএনটি তে মানে মাল ডিচার্জ আমার এক মামা ঢুকায় দিছিলো সাইন্সের সার্টিফিকেট তো তোমার সাইন্সে আরএনটিতে নেয় লোক নেয়
76,train_tangail (78).wav,তহন আমার বেতন ধরছিলো নয় হাজার টাকা তাইলে আমার জীবনের অভিজ্ঞতাডা তোমারে কই এইন্না আলাপ সম্ভবত পারি নাই হয়তো অন্য আলাপই খালি আউ সামনে আইগাইয়া আউ মিয়া সমস্যা নাই পরে মনে করো তোমার নয় হাজার সাইন্সের নয় হাজার স্যালারি ধরে আরেকজনে কয় আরএনটিতে আবার মনে করো তোমার দেহা যায় যে
77,train_tangail (79).wav,আবার যারা আর্টস থেও ঢুকন যায় তাগর ইটটু কম ধরে স্যালারি আছিলো তো মনে করো এই অবারটাইম করতাম তহনকার সময় বারো তেরো হাজার আইতো বুঝি তহন হেই সময় চাইর পাঁচ বছর আগেকার কাহিনি না হ তহনকা বারো হাজার টাকার মূল্য মূল্য আছাল আবার খাওয়ার বিল উন থিকা কাটতো মনে করো তোমার ক্যান্টি উনু খাইতাম তোমার ডাইনিঙে উনু খাওয়ার বিল কাটতো তোমার পনোরো ষোললশো ইতিহাস তোমারে কইতাছি আমি এইগ লা হ্যাঁ কও আমি কিন্তু আট নয় মাস আছিলাম
78,train_tangail (80).wav,পনোরো ষোলশো সতোরশো কাটতো আর রুম ভাড়া দিতাম তোমার দুইজনে থাকতাম তো দুইজনে থাকলে পারে মনে করো একুইশ শো টাকা ভাড়া উনু মনে করো তোমার একহাজার পঞ্চাশ টাকা কইরা গ্যাতো অ্যাতে তোমার মনে করো এবায় সেবায়
79,train_tangail (81).wav,চাইর পাঁচ হাজার গেতো বৃহস্পতিবার হইলে পারে কি করতাম ব্যাগ এডা কান্দে নিয়া বাস দিয়া আইয়া পরতাম বাইত তাইলে তো দেহা যায় যে হরে ধরে যেও নাও হেই কদু এক টেহাও থাকে নাই বুঝছো আর এই শালারা কী করে আমি যেসুমকা দিনে ডিউটি করছি না তহন তো মাল ডিচার্জ মানে ওইযে ফ্রিজের এইডা তোমার মনে করো ট্রপ ক্যাপ ম্যাডেল ক্যাপ হ্যাঁ চ্যানেল হেন্ডেল মানে এইগ্লার এইগ্লা নাম এইটা তোমার যেমন এইডা ঠিক আছে কি না মালডা প্রোডাক্টের
80,train_tangail (82).wav,এই কাহিনি পরে আমি চাকরি করার কিন্ত অভিজ্ঞতা বাড়ছে আমার অভিজ্ঞতাই তো অভিজ্ঞতা এই যে চাকরি যে কি রকম লাগে এই যে প্রেশারডা হ্যাঁ কিন্তু এহন হয়তো মনে করো তোমার এইডা আসলেও ইট্টু ছোট মনে হয় অনেক সময় কিন্তু ওডা ছোটও মনে করা যাবো না কী জানো চাকরি বাকরি করলে শহরে থাকলে তুমি হাইলাই চড়ো না জাইলাই করো তুমি আইলা পোচ পাচ হইয়া ঝাক ঝিক উদাহরণে কিন্তু ইনু তো তোমার মনে করো গ্রামের মানুষ
81,train_tangail (83).wav,কিন্তু এহন তোমার নিরাপদ হয় কী জানো সকাল নয়ডার সময় আহি সকাল নয়ডার সময় আস্তে আস্তে আহি খাওয়া দাওয়া কইরা মনে করো যাই ডাইল ভাত যাই খাই ভালো মন্দ মায়ের হাতের রান্না স্বাদ আলাদা হ্যাঁ এইডা কিন্তু এডা স্বাদ তাই তো সকালে আইলাম মনে করো হুন্ডাডা আস্তে কইরা পুইছা বাইরে নিয়া আহি
