,word,ipa
566,লড়াই।,lɔɽɐɪ̯।
567,সমস্যাই,ʃɔmoʃʃɐ͡ɪ̯
568,লিখিত,lɪkʰɪt̪o
569,বক্তব্যে,bokt̪obbe
570,মখলিছুর,mkʰlɪcʰuɾ
571,রহমান,ɾɔhomɐn
572,এলাকায়,elɐkɐe̯
573,ব্যবসা,bɛbʃɐ
574,আসছেন।,ɐʃcʰen।
575,উদার,ud̪ɐɾ
576,মন,mon
577,আসে,ɐʃe
578,সমস্যার,ʃɔmoʃʃɐɾ
579,এতে,et̪e
580,"ঢাকা,","dʱɐkɐ,"
581,"কিশোরগঞ্জ,","kɪʃoɾgɔnɟ,"
582,"নরসিংদী,","nɔɾoʃɪŋd̪ɪ,"
583,"ব্রাহ্মণবাড়িয়া,","bɾɐmmonbɐɽɪʲɐ,"
584,"সিলেট,","sɪlet,"
585,"সুনামগঞ্জ,","ʃunɐmgɔnɟ,"
586,"হবিগঞ্জ,","hobɪgɔnɟ,"
587,মৌলভীবাজার,mou̯lobʱɪbɐɟɐɾ
588,জেলা,ɟelɐ
589,কয়েক,kɔʲek
590,মুক্তিযোদ্ধা,mukt̪ɪɟod̪d̪ʱɐ
591,জড়ো,ɟɔɽo
592,তেলিয়াপাড়া,t̪elɪʲɐpɐɽɐ
593,দিবসের,d̪ɪbɔʃeɾ
594,স্মৃতিচারণ,sɾɪt̪ɪcɐɾon
595,খারাপ,kʰɐɾɐp
596,লাগছে।,lɐgcʰe।
597,কিন্তু,kɪnt̪u
598,যৌতুকলোভী,ɟou̯t̪uklobʱɪ
599,শিপন,ʃɪpɔn
600,পরিবারের,poɾɪbɐɾeɾ
601,বিয়ের,bɪʲeɾ
602,থেকেই,t̪ʰekeɪ̯
603,যৌতুকের,ɟou̯t̪ukeɾ
604,অমানুষিক,ɔmɐnuʃɪk
605,নির্যাতন,nɪɾɟɐt̪on
606,চালিয়ে,cɐlɪʲe
607,আসছিল,ɐʃcʰɪlo
608,তাকে।,t̪ɐke।
609,রুল,ɾul
610,বিচারাধীন।,bɪcɐɾɐd̪ʱɪn।
611,পরনে,pɔɾone
612,ছিল,cʰɪlo
613,সেনার,ʃenɐɾ
614,পোশাক।,poʃɐk।
615,"পররাষ্ট্র,","pɔɾɔɾɐʃtɾo,"
616,"স্বরাষ্ট্র,","ʃɔɾɐʃtɾo,"
617,সিভিল,sɪbʱɪl
618,এভিয়েশন,ebʱɪʲeʃon
619,সচিব,ʃocɪb
620,প্রধানমন্ত্রীর,pɾod̪ʱɐnmont̪ɾɪɾ
621,নিরাপত্তা,nɪɾɐpɔt̪t̪ɐ
622,উপদেষ্টা,upod̪eʃtɐ
623,অংশ,ɔŋʃo
624,নেবেন।,neben।
625,অধিনায়ক,od̪ʱɪnɐʲok
626,জো,ɟo
627,রুটের,ɾuteɾ
628,লড়াকু,lɔɽɐku
629,ফিফটিতে,pʰɪpʰtɪt̪e
630,লক্ষ্যের,lokkʰeɾ
631,অর্ধেক,ɔɾd̪ʱek
632,পথ,pɔt̪ʰ
633,পেরিয়ে,peɾɪʲe
634,সিরিজের,sɪɾɪɟeɾ
635,দ্বিতীয়,d̪ɪt̪ɪʲo
636,দারুণ,d̪ɐɾun
637,জমিয়ে,ɟomɪʲe
638,তুলেছে,t̪ulecʰe
639,ইংল্যান্ড।,ɪŋlɛnd।
640,অগ্নিকাণ্ডের,ognɪkɐndeɾ
641,মূলত,mulɔt̪o
642,পানি,pɐnɪ
643,কারণে,kɐɾone
644,আগুন,ɐgun
645,নেভানোর,nebʱɐnoɾ
646,ক্ষেত্রে,kʰet̪ɾe
647,ফায়ার,pʰɐʲɐɾ
648,সার্ভিসের,sɐɾvɪseɾ
649,কর্মীরা,kɔɾmɪɾɐ
650,সমস্যায়,ʃɔmoʃʃɐe̯
651,মারজিয়া,mɐɾɟɪʲɐ
652,পেরে,peɾe
653,স্বামীকে,ʃɐmɪke
654,ওই,oɪ̯
655,ফিরে,pʰɪɾe
656,আসতে,ɐʃt̪e
657,বলেন।,bɔlen।
658,আজ,ɐɟ
659,তোমাদের,t̪omɐd̪eɾ
660,ইংরেজি,ɪŋɾeɟɪ
661,প্রথমপত্রের,pɾot̪ʰompɔt̪ɾeɾ
662,Part-I-Gi,--
663,seen,seen
664,passage,pɐssɐge
665,Part-II-Gi,--
666,Writing,Wɾɪtɪng
667,Test,Test
668,অংশের,ɔŋʃeɾ
669,সাজেশন,ʃɐɟeʃon
670,হল।,hɔl।
671,আন্দোলনের,ɐnd̪olɔneɾ
672,সবকটি,ʃɔbkɔtɪ
673,দিনেই,d̪ɪneɪ̯
674,ক্লাস-পরীক্ষা,klɐs-poɾɪkkʰɐ
675,বর্জন,bɔɾɟon
676,মানববন্ধনসহ,mɐnobbɔnd̪ʱonʃɔho
677,মৌন,mou̯no
678,মিছিল,mɪcʰɪlo
679,করেছে,koɾecʰe
680,তারা।,t̪ɐɾɐ।
